tract,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037190802,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4601,5239434.938,9249.698493
06037190901,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4602,5276728.264,9290.815101
06037190902,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4603,5241444.3,9257.052349
06037191000,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4604,6889316.932,11150.2882
06037191110,District 1,Los Angeles - Little Armenia,SPA 4 - Metro,4605,2935781.978,7507.322159
06037191120,District 1,Los Angeles - Little Armenia,SPA 4 - Metro,4606,4086207.511,8373.028582
06037191201,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4607,6159856.799,9951.803389
06037191203,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4608,2208647.539,5985.146278
06037191204,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4609,2164440.775,5918.994441
06037191301,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4610,2943320.985,8516.894451
06037191302,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4611,4550186.103,9354.956612
06037191410,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4612,3351834.153,7438.615027
06037191420,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4613,2445342.204,6614.972479
06037191500,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4614,6905191.907,10328.41683
06037191610,District 3,Los Angeles - Melrose,SPA 4 - Metro,4615,4516467.598,9408.296297
06037191620,District 3,Los Angeles - Melrose,SPA 4 - Metro,4616,2445220.929,7017.168055
06037191710,District 3,Los Angeles - Melrose,SPA 4 - Metro,4617,7627194.529,13209.02715
06037191720,District 3,Los Angeles - Melrose,SPA 4 - Metro,4618,2845306.476,6946.316352
06037191810,District 3,Los Angeles - Melrose,SPA 4 - Metro,4619,4350630.715,9234.497787
06037191820,District 3,Los Angeles - Melrose,SPA 4 - Metro,4620,4356997.034,9240.099245
06037191901,District 3,Los Angeles - Melrose,SPA 4 - Metro,4621,8323634.666,11867.31917
06037191902,District 3,Los Angeles - Melrose,SPA 4 - Metro,4622,7818740.748,11569.20775
06037192001,District 3,Los Angeles - Melrose,SPA 4 - Metro,4623,5713216.985,11592.71507
06037192002,District 3,Los Angeles - Melrose,SPA 4 - Metro,4624,9235858.898,12792.96101
06037192300,District 3,Los Angeles - Melrose,SPA 4 - Metro,4625,9456509.244,12470.62227
06037192410,District 3,Los Angeles - Melrose,SPA 4 - Metro,4712,7360628.904,10853.93426
06037192420,District 3,Los Angeles - Melrose,SPA 4 - Metro,4713,3494301.186,7935.384087
06037192510,District 3,Los Angeles - Melrose,SPA 4 - Metro,4714,3676220.52,8083.487154
06037192520,District 3,Los Angeles - Melrose,SPA 4 - Metro,4715,3307689.511,7772.457267
06037192610,District 3,Los Angeles - Melrose,SPA 4 - Metro,4716,4469637.643,9148.63121
06037192620,District 3,Los Angeles - Melrose,SPA 4 - Metro,4717,2621282.093,7268.933306
06037192700,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4718,5724862.038,9589.41664
06037194101,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,4719,27180830.03,31075.05626
06037194102,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,4720,37645454.39,34914.69752
06037194200,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4721,28373047.38,25984.2625
06037194300,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4722,26227895.59,30785.97294
06037194401,District 3,Los Angeles - Melrose,SPA 4 - Metro,4723,5154787.685,9246.950612
06037194402,District 3,Los Angeles - Melrose,SPA 4 - Metro,4724,6337662.805,14182.45849
06037194500,District 3,Los Angeles - Melrose,SPA 4 - Metro,4725,7266523.675,14479.90367
06037195100,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4726,20453803.89,21319.03327
06037195201,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4727,6368770.976,13708.09692
06037195202,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4728,9353385.49,14469.56877
06037195300,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4729,6250975.548,11070.14042
06037195400,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4730,10992588.21,16204.9071
06037195500,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4731,13164198.9,19218.2547
06037195600,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4732,5712584.264,10997.16684
06037195710,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4733,5192040.212,9745.730029
06037195720,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4734,3067002.278,8340.768198
06037195802,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4735,4341880.869,9929.551367
06037195803,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4736,4074198.948,9002.277082
06037195804,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4737,3621379.552,7702.845186
06037195901,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4738,3167895.595,7993.588992
06037195902,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4739,3659790.434,8148.34835
06037195903,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4740,2560973.891,6617.766511
06037197200,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4741,8254417.317,14769.06805
06037197300,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4742,6852261.595,14683.68498
06037197410,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4743,14961791.12,17855.05973
06037197420,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4744,6662696.074,11589.35682
06037197500,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4745,6903041.98,10403.77306
06037197600,District 1,Los Angeles - Angelino Heights,SPA 4 - Metro,4746,4213783.379,10380.06474
06037197700,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,4747,7539991.258,13637.86331
06037199001,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4748,2823832.105,7991.60286
06037199002,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4749,14153143.55,20590.57379
06037199110,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4750,9922886.959,13487.68986
06037199120,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4751,10366630.68,16430.64353
06037199201,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4752,4272810.895,8743.52631
06037199202,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4753,10262323.06,17337.62623
06037199300,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4754,27667373.48,30528.99057
06037199400,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4755,7705435.548,16525.89308
06037216401,District 3,Los Angeles - South Carthay,SPA 5 - West,2795,4453771.929,8573.050905
06037216402,District 3,Los Angeles - South Carthay,SPA 5 - West,2796,2454486.62,6352.559841
06037217001,District 3,Los Angeles - Crestview,SPA 5 - West,2930,5932737.093,10781.49167
06037217002,District 3,Los Angeles - Crestview,SPA 5 - West,2931,8310430.762,11537.25747
06037700600,District 3,City of Beverly Hills,SPA 5 - West,3555,61159774.47,45106.84674
06037700700,District 3,City of Beverly Hills,SPA 5 - West,3556,37897052.82,31200.99347
06037700801,District 3,City of Beverly Hills,SPA 5 - West,3557,15717383.36,19965.10576
06037700802,District 3,City of Beverly Hills,SPA 5 - West,3558,7302287.234,14888.34372
06037700901,District 3,City of Beverly Hills,SPA 5 - West,3559,11377820.65,18770.36986
06037700902,District 3,City of Beverly Hills,SPA 5 - West,3560,10288596.88,12917.87842
06037701000,District 3,City of Beverly Hills,SPA 5 - West,3561,15201980.04,17530.92091
06037701201,District 3,City of Santa Monica,SPA 5 - West,3562,20797737.92,18156.85949
06037701202,District 3,City of Santa Monica,SPA 5 - West,3563,4362526.576,9140.208205
06037701302,District 3,City of Santa Monica,SPA 5 - West,3564,4915205.767,9925.940354
06037701304,District 3,City of Santa Monica,SPA 5 - West,3565,21323398.53,20489.18545
06037701402,District 3,City of Santa Monica,SPA 5 - West,3566,7457864.641,12197.09515
06037701501,District 3,City of Santa Monica,SPA 5 - West,3567,6637488.002,12363.0986
06037701502,District 3,City of Santa Monica,SPA 5 - West,3568,6589618.769,12353.4412
06037701601,District 3,City of Santa Monica,SPA 5 - West,3569,13023655.41,15732.07102
06037701602,District 3,City of Santa Monica,SPA 5 - West,3570,7119825.181,13111.23926
06037701701,District 3,City of Santa Monica,SPA 5 - West,3571,7049752.503,13086.27912
06037701702,District 3,City of Santa Monica,SPA 5 - West,3572,6507747.254,12303.03064
06037701801,District 3,City of Santa Monica,SPA 5 - West,3573,20423768.01,19261.62465
06037701802,District 3,City of Santa Monica,SPA 5 - West,3574,13452438.07,15254.84606
06037701902,District 3,City of Santa Monica,SPA 5 - West,3575,16583120.92,16639.09134
06037702002,District 3,City of Santa Monica,SPA 5 - West,3576,10473116.6,13179.75352
06037261102,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3646,85407661.25,51227.15786
06037261103,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3647,22597179.56,25395.64697
06037261104,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3648,49580283.87,40730.72615
06037261200,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3649,82038321.54,56064.16523
06037262100,District 3,Los Angeles - Bel Air,SPA 5 - West,3650,94268460.67,66231.93803
06037262200,District 3,Los Angeles - Bel Air,SPA 5 - West,3651,92556288.24,51023.03124
06037262301,District 3,Los Angeles - Brentwood,SPA 5 - West,3652,140668877.1,70786.55679
06037262302,District 3,Los Angeles - Brentwood,SPA 5 - West,3653,33189565.13,31673.58828
06037262303,District 3,Los Angeles - Brentwood,SPA 5 - West,3654,27867591.14,27207.24354
06037262400,District 3,Los Angeles - Mandeville Canyon,SPA 5 - West,3655,121143587.9,72274.41007
06037262501,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3656,17477545.71,19392.94341
06037262601,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,3657,39178592.96,34168.35976
06037262604,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3658,60968352.43,50692.93846
06037262704,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3659,19521291.02,24493.05013
06037262706,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3660,23157872.03,21210.20583
06037262802,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3661,35627253.87,36744.70469
06037264000,District 3,Los Angeles - Brentwood,SPA 5 - West,3662,20114439.2,22839.60365
06037264102,District 3,Los Angeles - Brentwood,SPA 5 - West,3663,4343038.615,10171.08101
06037702102,District 3,City of Santa Monica,SPA 5 - West,3708,9506242.06,13118.11235
06037702201,District 3,City of Santa Monica,SPA 5 - West,3709,12958863.09,15186.02708
06037702202,District 3,City of Santa Monica,SPA 5 - West,3710,10861256.55,13823.86672
06037702300,District 3,City of Santa Monica,SPA 5 - West,3711,27881109.19,21112.11093
06037702400,District 2,City of Culver City,SPA 5 - West,3712,21577030.23,23594.31421
06037702501,District 2,City of Culver City,SPA 5 - West,3713,14580560.09,15468.92957
06037702502,District 2,City of Culver City,SPA 5 - West,3714,19535183.03,25393.48453
06037702600,District 2,City of Culver City,SPA 5 - West,3715,23564257.6,23632.56217
06037702700,District 2,City of Culver City,SPA 5 - West,3716,14571730.81,17411.60732
06037702801,District 2,City of Culver City,SPA 5 - West,3717,12920974.87,14939.81152
06037702802,District 2,City of Culver City,SPA 5 - West,3718,6280920.613,15114.50502
06037702803,District 2,City of Culver City,SPA 5 - West,3719,9086121.841,27321.20754
06037702900,District 2,Unincorporated - Marina del Rey,SPA 5 - West,3720,40658542.4,25781.56671
06037703002,District 2,Unincorporated - Ladera Heights,SPA 5 - West,3721,35357695.67,27551.11384
06037703003,District 2,City of Culver City,SPA 5 - West,3722,21768486.62,25008.23921
06037800406,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3742,976025588.5,183400.0599
06037800410,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3743,398549061.5,115553.7696
06037800411,District 3,City of Malibu,SPA 5 - West,3744,96023885.2,53070.92375
06037800412,District 3,City of Malibu,SPA 5 - West,3745,73279113.92,59344.04636
06037800504,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3746,231271325.3,105654.7521
06037800506,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3748,283541147.6,93296.02551
06037264103,District 3,Los Angeles - Brentwood,SPA 5 - West,3796,2490260.745,7354.991688
06037264303,District 3,Los Angeles - Brentwood,SPA 5 - West,3797,2261081.603,6586.023665
06037264304,District 3,Los Angeles - Brentwood,SPA 5 - West,3798,2225741.226,7198.827025
06037264305,District 3,Los Angeles - Brentwood,SPA 5 - West,3799,14595887.88,19041.33218
06037264306,District 3,Los Angeles - Brentwood,SPA 5 - West,3800,3884954.243,8953.877187
06037265100,District 3,Los Angeles - Westwood,SPA 5 - West,3801,25359898.28,23623.53091
06037265201,District 3,Los Angeles - Westwood,SPA 5 - West,3802,4644328.417,11660.50755
06037265203,District 3,Los Angeles - Westwood,SPA 5 - West,3803,3384581.377,8364.391716
06037265204,District 3,Los Angeles - Westwood,SPA 5 - West,3804,2769406.648,7451.480282
06037265301,District 3,Los Angeles - Westwood,SPA 5 - West,3805,17371241.08,20071.7787
06037265303,District 3,Los Angeles - Westwood,SPA 5 - West,3806,1594116.397,5706.964201
06037265304,District 3,Los Angeles - Westwood,SPA 5 - West,3807,1394810.988,5790.8978
06037265306,District 3,Los Angeles - Westwood,SPA 5 - West,3808,961217.959,4565.474167
06037265307,District 3,Los Angeles - Westwood,SPA 5 - West,3809,2468513.828,7795.626288
06037265410,District 3,Los Angeles - Brentwood,SPA 5 - West,3810,7638860,15973.55043
06037265420,District 3,Los Angeles - Westwood,SPA 5 - West,3811,7849221.043,12202.56918
06037265521,District 3,Los Angeles - Westwood,SPA 5 - West,3812,1452625.41,5481.341594
06037265522,District 3,Los Angeles - Westwood,SPA 5 - West,3813,2667208.061,7734.379654
06037265523,District 3,Los Angeles - Westwood,SPA 5 - West,3814,3627106.281,7646.927365
06037265524,District 3,Los Angeles - Westwood,SPA 5 - West,3815,4685379.452,8662.149005
06037265601,District 3,Los Angeles - Westwood,SPA 5 - West,3816,6758653.258,11344.17226
06037265602,District 3,Los Angeles - Westwood,SPA 5 - West,3817,3614948.774,9204.148606
06037265701,District 3,Los Angeles - Westwood,SPA 5 - West,3818,9188262.399,15334.42196
06037265702,District 3,Los Angeles - Westwood,SPA 5 - West,3819,4106623.735,8615.57387
06037267101,District 3,Los Angeles - Century City,SPA 5 - West,3820,5094799.387,9328.174997
06037267102,District 3,Los Angeles - Century City,SPA 5 - West,3821,6863044.904,10650.81457
06037267201,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3822,6481656.113,10588.18163
06037267202,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3823,6201058.955,10207.76052
06037267300,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3824,4635901.661,8676.108354
06037267403,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3825,2520972.807,7862.052938
06037267404,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3826,3117365.174,7231.285046
06037267405,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3827,2296740.305,6131.808205
06037267406,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3828,2315701.022,6320.039917
06037267502,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3829,4726561.771,8729.490095
06037267503,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3830,2126539.041,6123.395473
06037267504,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3831,2703197.729,6798.486556
06037267600,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3832,13667713.11,15004.27221
06037267700,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3833,8734385.959,12174.94339
06037267800,District 3,Los Angeles - Rancho Park,SPA 5 - West,3834,12404027.43,14893.81666
06037267901,District 3,Los Angeles - Century City,SPA 5 - West,3835,12154628.45,14915.09957
06037267902,District 3,Los Angeles - Century City,SPA 5 - West,3836,8318198.167,12819.58562
06037269000,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,3837,24591678.83,28595.84586
06037269100,District 3,Los Angeles - Beverlywood,SPA 5 - West,3838,8969469.213,12201.32087
06037269500,District 3,Los Angeles - Beverlywood,SPA 5 - West,3967,15097437.58,17754.26659
06037269601,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,3968,3605287.201,7562.597271
06037269602,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,3969,3114965.695,7320.276583
06037269700,District 3,Los Angeles - Reynier Village,SPA 5 - West,3970,9754783.439,14608.48803
06037269800,District 3,Los Angeles - Beverlywood,SPA 5 - West,3971,4851981.453,11975.26718
06037269903,District 3,Los Angeles - Palms,SPA 5 - West,3972,3055382.617,7705.9089
06037269905,District 3,Los Angeles - Palms,SPA 5 - West,3973,2470914.906,7675.65245
06037269906,District 3,Los Angeles - Palms,SPA 5 - West,3974,2228641.223,7454.922561
06037269907,District 3,Los Angeles - Palms,SPA 5 - West,3975,2960305.259,7579.40613
06037269908,District 3,Los Angeles - Palms,SPA 5 - West,3976,1797698.932,6587.591176
06037269909,District 3,Los Angeles - Palms,SPA 5 - West,3977,1828606.28,5970.59759
06037270101,District 3,Los Angeles - Palms,SPA 5 - West,3978,4196370.653,11752.12179
06037270102,District 3,Los Angeles - Palms,SPA 5 - West,3979,2092525.324,7567.682571
06037270200,District 3,Los Angeles - Regent Square,SPA 5 - West,3980,8055280.752,14099.76265
06037271100,District 3,Los Angeles - Rancho Park,SPA 5 - West,3982,8635387.598,14142.14818
06037271200,District 3,Los Angeles - Mar Vista,SPA 5 - West,3983,5725637.534,13655.43978
06037271300,District 3,Los Angeles - Mar Vista,SPA 5 - West,3984,15813444.84,19320.26651
06037271400,District 3,Los Angeles - Mar Vista,SPA 5 - West,3985,12357799.94,14485.36906
06037271500,District 3,Los Angeles - Mar Vista,SPA 5 - West,3986,9788883.352,13020.2634
06037271600,District 3,Los Angeles - Mar Vista,SPA 5 - West,3987,9781377.46,12555.05532
06037271702,District 3,Los Angeles - Palms,SPA 5 - West,3988,7592156.966,13322.76181
06037271703,District 3,Los Angeles - Palms,SPA 5 - West,3989,4857322.573,12232.24298
06037271704,District 3,Los Angeles - Palms,SPA 5 - West,3990,5847606.827,11867.45108
06037271801,District 3,Los Angeles - Palms,SPA 5 - West,3991,5287108.352,9478.417508
06037271803,District 3,Los Angeles - Palms,SPA 5 - West,3992,2487168.62,6329.047143
06037271804,District 3,Los Angeles - Palms,SPA 5 - West,3993,3637620.843,9969.112947
06037271901,District 3,Los Angeles - Mar Vista,SPA 5 - West,3994,7067853.59,10703.52823
06037271902,District 3,Los Angeles - Mar Vista,SPA 5 - West,3995,9898373.583,12730.5976
06037272100,District 3,Los Angeles - Mar Vista,SPA 5 - West,3996,12914516.27,14801.81808
06037272201,District 3,Los Angeles - Mar Vista,SPA 5 - West,3997,2785886.081,6699.030056
06037272202,District 3,Los Angeles - Mar Vista,SPA 5 - West,3998,3307453.459,8738.049693
06037272301,District 3,Los Angeles - Mar Vista,SPA 5 - West,3999,6629158.594,12451.38945
06037272302,District 3,Los Angeles - Mar Vista,SPA 5 - West,4000,5447958.462,10544.9361
06037273100,District 3,Los Angeles - Venice,SPA 5 - West,4001,12686074.6,15511.84639
06037273200,District 3,Los Angeles - Venice,SPA 5 - West,4002,6916004.714,11504.13812
06037273300,District 3,Los Angeles - Venice,SPA 5 - West,4003,6143477.657,11182.44264
06037269300,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,4004,23755281.81,20156.5348
06037273403,District 3,Los Angeles - Venice,SPA 5 - West,4005,2869621.473,8586.103161
06037273404,District 3,Los Angeles - Venice,SPA 5 - West,4006,2649389.503,7992.827182
06037273502,District 3,Los Angeles - Venice,SPA 5 - West,4007,5716706.652,10126.25233
06037273600,District 3,Los Angeles - Venice,SPA 5 - West,4008,6348192.077,10763.6352
06037273700,District 3,Los Angeles - Venice,SPA 5 - West,4009,7435177.848,11006.16878
06037273800,District 3,Los Angeles - Venice,SPA 5 - West,4010,8023533.623,16413.49336
06037276000,District 2,Los Angeles - Westchester,SPA 5 - West,4045,25266210.1,22460.21379
06037273902,District 3,Los Angeles - Venice,SPA 5 - West,4143,9576339.776,13366.1325
06037274100,District 2,Los Angeles - Venice,SPA 5 - West,4144,6710901.958,14042.09869
06037274202,District 2,Los Angeles - Marina Peninsula,SPA 5 - West,4145,10042123.13,16499.65565
06037275101,District 2,Los Angeles - Del Rey,SPA 5 - West,4146,3633314.11,9774.928491
06037275102,District 2,Los Angeles - Del Rey,SPA 5 - West,4147,6837186.461,11952.48387
06037275200,District 2,Los Angeles - Del Rey,SPA 5 - West,4148,4985019.028,10518.58275
06037275311,District 2,Los Angeles - Del Rey,SPA 5 - West,4149,13882947.7,17011.1005
06037275312,District 2,Los Angeles - Del Rey,SPA 5 - West,4150,8815611.148,14279.50457
06037275313,District 2,Los Angeles - Del Rey,SPA 5 - West,4151,10505094.61,15860.02897
06037275400,District 2,Los Angeles - Del Rey,SPA 5 - West,4152,8095239.055,13033.99558
06037275500,District 2,Los Angeles - Del Rey,SPA 5 - West,4153,8448458.588,11616.75128
06037275603,District 2,Los Angeles - Playa Vista,SPA 5 - West,4154,11017801.67,16764.59073
06037275604,District 2,Los Angeles - Playa Vista,SPA 5 - West,4155,16679064,25351.30796
06037275605,District 2,Los Angeles - Playa Vista,SPA 5 - West,4156,11233416.46,17377.22284
06037276101,District 2,Los Angeles - Westchester,SPA 5 - West,4157,3546770.922,10389.58355
06037276102,District 2,Los Angeles - Westchester,SPA 5 - West,4158,7033821.765,20268.91765
06037276400,District 2,Los Angeles - Westchester,SPA 5 - West,4159,13719925.2,16195.9133
06037276500,District 2,Los Angeles - Westchester,SPA 5 - West,4160,12850240.88,15352.74519
06037276601,District 2,Los Angeles - Westchester,SPA 5 - West,4161,24148517.66,23190.2286
06037276605,District 2,Los Angeles - Westchester,SPA 5 - West,4162,2509882.214,7961.153762
06037276606,District 2,Los Angeles - Westchester,SPA 5 - West,4163,2360108.007,7249.355994
06037276607,District 2,Los Angeles - Westchester,SPA 5 - West,4164,5038397.596,11123.21889
06037276608,District 2,Los Angeles - Westchester,SPA 5 - West,4165,3821364.407,8504.297988
06037277000,District 2,Los Angeles - Westchester,SPA 5 - West,4166,24690966.81,21806.32643
06037277100,District 2,Los Angeles - Westchester,SPA 5 - West,4167,13342441.11,15079.62518
06037277200,District 2,Los Angeles - Westchester,SPA 5 - West,4168,11329446.29,15060.50753
06037277400,District 2,Los Angeles - Westchester,SPA 5 - West,4169,6827588.645,10436.44065
06037278001,District 2,Los Angeles - Westchester,SPA 5 - West,4170,17423890.38,25039.05785
06037278102,District 2,Los Angeles - Playa Del Rey,SPA 5 - West,4171,16249113.28,24720.60778
06037980017,District 3,Unincorporated - West LA,SPA 5 - West,4435,25671852.07,29447.04745
06037980019,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,4437,476424607.7,149651.6512
06037980028,District 2,Los Angeles - Westchester,SPA 5 - West,4573,181871105.8,80476.27092
06037980038,District 2,Unincorporated - Ladera Heights,SPA 5 - West,4581,48526563.49,42566.84017
