geoid,FIPS,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_li_count,lowaccess_kids_count,lowaccess_seniors_count,pct_lowaccess,pct_lowaccess_li,pct_lowaccess_kids
1400000U,06037137103,6037137103,2015,4198,0,0,0,0,0,0,0
1400000U,06037137104,6037137104,2015,2715,0,0,0,0,0,0,0
1400000U,06037137202,6037137202,2015,2296,0,0,0,0,0,0,0
1400000U,06037137203,6037137203,2015,2967,0,0,0,0,0,0,0
1400000U,06037137301,6037137301,2015,2264,0,0,0,0,0,0,0
1400000U,06037137302,6037137302,2015,4338,2465,316,508,563,0.568234209,0.072844629,0.117104657
1400000U,06037137401,6037137401,2015,4156,0,0,0,0,0,0,0
1400000U,06037137402,6037137402,2015,5362,0,0,0,0,0,0,0
1400000U,06037137501,6037137501,2015,4124,0,0,0,0,0,0,0
1400000U,06037137502,6037137502,2015,4202,0,0,0,0,0,0,0
1400000U,06037137504,6037137504,2015,1939,996,52,193,221,0.513666839,0.026817947,0.099535843
1400000U,06037138000,6037138000,2015,4484,1131,121,198,193,0.252230152,0.026984835,0.044157003
1400000U,06037139001,6037139001,2015,4767,0,0,0,0,0,0,0
1400000U,06037139200,6037139200,2015,5175,0,0,0,0,0,0,0
1400000U,06037139301,6037139301,2015,4462,0,0,0,0,0,0,0
1400000U,06037139302,6037139302,2015,4422,0,0,0,0,0,0,0
1400000U,06037139303,6037139303,2015,4186,0,0,0,0,0,0,0
1400000U,06037139401,6037139401,2015,2645,0,0,0,0,0,0,0
1400000U,06037139402,6037139402,2015,2851,0,0,0,0,0,0,0
1400000U,06037139502,6037139502,2015,3007,0,0,0,0,0,0,0
1400000U,06037139504,6037139504,2015,3476,0,0,0,0,0,0,0
1400000U,06037139505,6037139505,2015,2240,0,0,0,0,0,0,0
1400000U,06037139506,6037139506,2015,2417,0,0,0,0,0,0,0
1400000U,06037139600,6037139600,2015,4633,0,0,0,0,0,0,0
1400000U,06037139701,6037139701,2015,4919,0,0,0,0,0,0,0
1400000U,06037139703,6037139703,2015,2943,1096,125,231,197,0.372409106,0.042473666,0.078491335
1400000U,06037139704,6037139704,2015,4224,2264,355,509,526,0.535984848,0.084043561,0.120501894
1400000U,06037139705,6037139705,2015,2024,1085,170,244,252,0.536067194,0.083992095,0.12055336
1400000U,06037139801,6037139801,2015,3533,1567,84,335,381,0.443532409,0.023775828,0.094820266
1400000U,06037139802,6037139802,2015,3860,3210,242,707,691,0.831606218,0.062694301,0.183160622
1400000U,06037141101,6037141101,2015,4066,0,0,0,0,0,0,0
1400000U,06037141102,6037141102,2015,2869,0,0,0,0,0,0,0
1400000U,06037141201,6037141201,2015,3707,0,0,0,0,0,0,0
1400000U,06037141202,6037141202,2015,2800,0,0,0,0,0,0,0
1400000U,06037141303,6037141303,2015,3089,0,0,0,0,0,0,0
1400000U,06037141304,6037141304,2015,2737,0,0,0,0,0,0,0
1400000U,06037141305,6037141305,2015,2981,0,0,0,0,0,0,0
1400000U,06037141306,6037141306,2015,2560,0,0,0,0,0,0,0
1400000U,06037141400,6037141400,2015,4364,0,0,0,0,0,0,0
1400000U,06037141500,6037141500,2015,2929,1319,72,278,327,0.450324343,0.024581769,0.09491294
1400000U,06037141600,6037141600,2015,4077,823,95,166,164,0.201864116,0.023301447,0.040716213
1400000U,06037141700,6037141700,2015,3086,22,2,5,4,0.00712897,0.000648088,0.00162022
1400000U,06037143101,6037143101,2015,3073,0,0,0,0,0,0,0
1400000U,06037143102,6037143102,2015,878,0,0,0,0,0,0,0
1400000U,06037143200,6037143200,2015,3743,0,0,0,0,0,0,0
1400000U,06037143301,6037143301,2015,2055,0,0,0,0,0,0,0
1400000U,06037143302,6037143302,2015,3678,0,0,0,0,0,0,0
1400000U,06037143401,6037143401,2015,3711,0,0,0,0,0,0,0
1400000U,06037143402,6037143402,2015,2169,0,0,0,0,0,0,0
1400000U,06037143500,6037143500,2015,4708,0,0,0,0,0,0,0
1400000U,06037143602,6037143602,2015,4260,0,0,0,0,0,0,0
1400000U,06037143603,6037143603,2015,2222,0,0,0,0,0,0,0
1400000U,06037143605,6037143605,2015,1879,0,0,0,0,0,0,0
1400000U,06037143606,6037143606,2015,1326,0,0,0,0,0,0,0
1400000U,06037143700,6037143700,2015,3624,1817,242,211,205,0.501379691,0.066777042,0.058222958
1400000U,06037143801,6037143801,2015,2677,200,8,30,51,0.074710497,0.00298842,0.011206575
1400000U,06037143802,6037143802,2015,2179,163,7,25,41,0.074804956,0.003212483,0.011473153
1400000U,06037143901,6037143901,2015,4067,975,71,206,206,0.239734448,0.017457585,0.050651586
1400000U,06037143902,6037143902,2015,3000,185,8,38,35,0.061666667,0.002666667,0.012666667
1400000U,06037181000,6037181000,2015,6143,0,0,0,0,0,0,0
1400000U,06037181300,6037181300,2015,3629,0,0,0,0,0,0,0
1400000U,06037181400,6037181400,2015,4302,0,0,0,0,0,0,0
1400000U,06037181500,6037181500,2015,3810,0,0,0,0,0,0,0
1400000U,06037181600,6037181600,2015,4352,0,0,0,0,0,0,0
1400000U,06037183101,6037183101,2015,3922,0,0,0,0,0,0,0
1400000U,06037183103,6037183103,2015,3966,0,0,0,0,0,0,0
1400000U,06037183104,6037183104,2015,2041,0,0,0,0,0,0,0
1400000U,06037183220,6037183220,2015,4114,0,0,0,0,0,0,0
1400000U,06037183221,6037183221,2015,3118,0,0,0,0,0,0,0
1400000U,06037183222,6037183222,2015,3483,0,0,0,0,0,0,0
1400000U,06037183300,6037183300,2015,3480,0,0,0,0,0,0,0
1400000U,06037183401,6037183401,2015,2543,0,0,0,0,0,0,0
1400000U,06037183402,6037183402,2015,2820,0,0,0,0,0,0,0
1400000U,06037183510,6037183510,2015,2725,0,0,0,0,0,0,0
1400000U,06037183520,6037183520,2015,3881,0,0,0,0,0,0,0
1400000U,06037183610,6037183610,2015,3275,0,0,0,0,0,0,0
1400000U,06037183620,6037183620,2015,3264,0,0,0,0,0,0,0
1400000U,06037183701,6037183701,2015,3922,0,0,0,0,0,0,0
1400000U,06037183702,6037183702,2015,2802,0,0,0,0,0,0,0
1400000U,06037183810,6037183810,2015,4369,0,0,0,0,0,0,0
1400000U,06037183820,6037183820,2015,3464,0,0,0,0,0,0,0
1400000U,06037185101,6037185101,2015,2252,0,0,0,0,0,0,0
1400000U,06037185102,6037185102,2015,4043,0,0,0,0,0,0,0
1400000U,06037185202,6037185202,2015,3712,0,0,0,0,0,0,0
1400000U,06037185203,6037185203,2015,3200,0,0,0,0,0,0,0
1400000U,06037185204,6037185204,2015,2091,0,0,0,0,0,0,0
1400000U,06037185310,6037185310,2015,3061,0,0,0,0,0,0,0
1400000U,06037185320,6037185320,2015,2905,0,0,0,0,0,0,0
1400000U,06037186100,6037186100,2015,4714,0,0,0,0,0,0,0
1400000U,06037186201,6037186201,2015,3068,0,0,0,0,0,0,0
1400000U,06037186202,6037186202,2015,1974,0,0,0,0,0,0,0
1400000U,06037186203,6037186203,2015,2936,0,0,0,0,0,0,0
1400000U,06037186301,6037186301,2015,2990,0,0,0,0,0,0,0
1400000U,06037186302,6037186302,2015,5195,0,0,0,0,0,0,0
1400000U,06037186401,6037186401,2015,3448,0,0,0,0,0,0,0
1400000U,06037186403,6037186403,2015,2896,0,0,0,0,0,0,0
1400000U,06037186404,6037186404,2015,2471,0,0,0,0,0,0,0
1400000U,06037187101,6037187101,2015,3235,0,0,0,0,0,0,0
1400000U,06037187102,6037187102,2015,3244,0,0,0,0,0,0,0
1400000U,06037187200,6037187200,2015,3129,0,0,0,0,0,0,0
1400000U,06037187300,6037187300,2015,3216,627,113,79,66,0.194962687,0.035136816,0.024564677
1400000U,06037188100,6037188100,2015,4044,0,0,0,0,0,0,0
1400000U,06037188201,6037188201,2015,3269,0,0,0,0,0,0,0
1400000U,06037188202,6037188202,2015,2347,0,0,0,0,0,0,0
1400000U,06037188300,6037188300,2015,3536,0,0,0,0,0,0,0
1400000U,06037189101,6037189101,2015,2743,0,0,0,0,0,0,0
1400000U,06037189102,6037189102,2015,3096,0,0,0,0,0,0,0
1400000U,06037189201,6037189201,2015,3293,0,0,0,0,0,0,0
1400000U,06037189202,6037189202,2015,2717,0,0,0,0,0,0,0
1400000U,06037189300,6037189300,2015,3077,0,0,0,0,0,0,0
1400000U,06037189400,6037189400,2015,3448,705,108,99,93,0.204466357,0.031322506,0.028712297
1400000U,06037189501,6037189501,2015,2578,0,0,0,0,0,0,0
1400000U,06037189502,6037189502,2015,1874,0,0,0,0,0,0,0
1400000U,06037189600,6037189600,2015,3485,0,0,0,0,0,0,0
1400000U,06037189702,6037189702,2015,2222,60,10,15,6,0.0270027,0.00450045,0.006750675
1400000U,06037189703,6037189703,2015,3094,1815,438,216,247,0.586619263,0.141564318,0.06981254
1400000U,06037189704,6037189704,2015,883,524,126,62,71,0.593431484,0.142695357,0.070215176
1400000U,06037189801,6037189801,2015,2263,0,0,0,0,0,0,0
1400000U,06037189802,6037189802,2015,1758,0,0,0,0,0,0,0
1400000U,06037189903,6037189903,2015,2164,0,0,0,0,0,0,0
1400000U,06037189904,6037189904,2015,2260,0,0,0,0,0,0,0
1400000U,06037189905,6037189905,2015,2304,0,0,0,0,0,0,0
1400000U,06037189906,6037189906,2015,2761,0,0,0,0,0,0,0
1400000U,06037189907,6037189907,2015,2210,0,0,0,0,0,0,0
1400000U,06037190101,6037190101,2015,1674,0,0,0,0,0,0,0
1400000U,06037190102,6037190102,2015,2807,0,0,0,0,0,0,0
1400000U,06037190201,6037190201,2015,2870,0,0,0,0,0,0,0
1400000U,06037190202,6037190202,2015,3044,0,0,0,0,0,0,0
1400000U,06037190302,6037190302,2015,2829,0,0,0,0,0,0,0
1400000U,06037190303,6037190303,2015,1929,0,0,0,0,0,0,0
1400000U,06037190401,6037190401,2015,3135,0,0,0,0,0,0,0
1400000U,06037190402,6037190402,2015,2487,0,0,0,0,0,0,0
1400000U,06037190510,6037190510,2015,4227,0,0,0,0,0,0,0
1400000U,06037190520,6037190520,2015,3728,0,0,0,0,0,0,0
1400000U,06037190701,6037190701,2015,2327,0,0,0,0,0,0,0
1400000U,06037190702,6037190702,2015,1052,0,0,0,0,0,0,0
1400000U,06037190801,6037190801,2015,2594,0,0,0,0,0,0,0
1400000U,06037190802,6037190802,2015,2784,0,0,0,0,0,0,0
1400000U,06037190901,6037190901,2015,4742,0,0,0,0,0,0,0
1400000U,06037190902,6037190902,2015,3960,0,0,0,0,0,0,0
1400000U,06037191000,6037191000,2015,3228,0,0,0,0,0,0,0
1400000U,06037191110,6037191110,2015,3338,0,0,0,0,0,0,0
1400000U,06037191120,6037191120,2015,4135,0,0,0,0,0,0,0
1400000U,06037191201,6037191201,2015,4591,0,0,0,0,0,0,0
1400000U,06037191203,6037191203,2015,2922,0,0,0,0,0,0,0
1400000U,06037191204,6037191204,2015,2124,0,0,0,0,0,0,0
1400000U,06037191301,6037191301,2015,2327,0,0,0,0,0,0,0
1400000U,06037191302,6037191302,2015,2422,0,0,0,0,0,0,0
1400000U,06037191410,6037191410,2015,5092,0,0,0,0,0,0,0
1400000U,06037191420,6037191420,2015,3365,0,0,0,0,0,0,0
1400000U,06037191500,6037191500,2015,5551,0,0,0,0,0,0,0
1400000U,06037191610,6037191610,2015,4502,0,0,0,0,0,0,0
1400000U,06037191620,6037191620,2015,2785,0,0,0,0,0,0,0
1400000U,06037191710,6037191710,2015,3231,0,0,0,0,0,0,0
1400000U,06037191720,6037191720,2015,3770,0,0,0,0,0,0,0
1400000U,06037191810,6037191810,2015,3498,0,0,0,0,0,0,0
1400000U,06037191820,6037191820,2015,2647,0,0,0,0,0,0,0
1400000U,06037191901,6037191901,2015,3355,0,0,0,0,0,0,0
1400000U,06037191902,6037191902,2015,2867,0,0,0,0,0,0,0
1400000U,06037192001,6037192001,2015,2466,0,0,0,0,0,0,0
1400000U,06037192002,6037192002,2015,2735,0,0,0,0,0,0,0
1400000U,06037192300,6037192300,2015,2799,0,0,0,0,0,0,0
1400000U,06037192410,6037192410,2015,3628,0,0,0,0,0,0,0
1400000U,06037192420,6037192420,2015,3637,0,0,0,0,0,0,0
1400000U,06037192510,6037192510,2015,3670,0,0,0,0,0,0,0
1400000U,06037192520,6037192520,2015,5067,0,0,0,0,0,0,0
1400000U,06037192610,6037192610,2015,4389,0,0,0,0,0,0,0
1400000U,06037192620,6037192620,2015,3868,0,0,0,0,0,0,0
1400000U,06037192700,6037192700,2015,3513,0,0,0,0,0,0,0
1400000U,06037194101,6037194101,2015,3091,435,123,80,61,0.140731155,0.039792947,0.025881592
1400000U,06037194102,6037194102,2015,3458,1502,104,227,241,0.434355119,0.030075188,0.065644881
1400000U,06037194200,6037194200,2015,3588,490,74,102,41,0.136566332,0.020624303,0.028428094
1400000U,06037194300,6037194300,2015,3029,1367,298,193,182,0.451304061,0.098382304,0.063717398
1400000U,06037194401,6037194401,2015,2461,0,0,0,0,0,0,0
1400000U,06037194402,6037194402,2015,3335,0,0,0,0,0,0,0
1400000U,06037194500,6037194500,2015,2037,0,0,0,0,0,0,0
1400000U,06037195100,6037195100,2015,4717,123,27,12,20,0.026075896,0.005723977,0.00254399
1400000U,06037195201,6037195201,2015,2834,0,0,0,0,0,0,0
1400000U,06037195202,6037195202,2015,3185,0,0,0,0,0,0,0
1400000U,06037195300,6037195300,2015,3203,0,0,0,0,0,0,0
1400000U,06037195400,6037195400,2015,4395,0,0,0,0,0,0,0
1400000U,06037195500,6037195500,2015,4971,57,5,7,10,0.011466506,0.001005834,0.001408167
1400000U,06037195600,6037195600,2015,3340,0,0,0,0,0,0,0
1400000U,06037195710,6037195710,2015,4328,0,0,0,0,0,0,0
1400000U,06037195720,6037195720,2015,2304,0,0,0,0,0,0,0
1400000U,06037195802,6037195802,2015,2881,0,0,0,0,0,0,0
1400000U,06037195803,6037195803,2015,2603,0,0,0,0,0,0,0
1400000U,06037195804,6037195804,2015,2643,0,0,0,0,0,0,0
1400000U,06037195901,6037195901,2015,2235,0,0,0,0,0,0,0
1400000U,06037195902,6037195902,2015,1905,0,0,0,0,0,0,0
1400000U,06037195903,6037195903,2015,2216,0,0,0,0,0,0,0
1400000U,06037197200,6037197200,2015,3742,0,0,0,0,0,0,0
1400000U,06037197300,6037197300,2015,3909,0,0,0,0,0,0,0
1400000U,06037197410,6037197410,2015,3703,0,0,0,0,0,0,0
1400000U,06037197420,6037197420,2015,3509,0,0,0,0,0,0,0
1400000U,06037197500,6037197500,2015,3889,0,0,0,0,0,0,0
1400000U,06037197600,6037197600,2015,2376,0,0,0,0,0,0,0
1400000U,06037197700,6037197700,2015,5103,0,0,0,0,0,0,0
1400000U,06037199001,6037199001,2015,811,0,0,0,0,0,0,0
1400000U,06037199002,6037199002,2015,4431,0,0,0,0,0,0,0
1400000U,06037199110,6037199110,2015,2710,0,0,0,0,0,0,0
1400000U,06037199120,6037199120,2015,4086,0,0,0,0,0,0,0
1400000U,06037199201,6037199201,2015,4089,0,0,0,0,0,0,0
1400000U,06037199202,6037199202,2015,3031,0,0,0,0,0,0,0
1400000U,06037199300,6037199300,2015,3848,0,0,0,0,0,0,0
1400000U,06037199400,6037199400,2015,4668,0,0,0,0,0,0,0
1400000U,06037199700,6037199700,2015,3411,0,0,0,0,0,0,0
1400000U,06037199801,6037199801,2015,2983,0,0,0,0,0,0,0
1400000U,06037199802,6037199802,2015,2648,0,0,0,0,0,0,0
1400000U,06037199900,6037199900,2015,2683,0,0,0,0,0,0,0
1400000U,06037201110,6037201110,2015,2574,0,0,0,0,0,0,0
1400000U,06037201120,6037201120,2015,4086,0,0,0,0,0,0,0
1400000U,06037201200,6037201200,2015,2509,0,0,0,0,0,0,0
1400000U,06037201301,6037201301,2015,3416,0,0,0,0,0,0,0
1400000U,06037201302,6037201302,2015,3732,0,0,0,0,0,0,0
1400000U,06037201401,6037201401,2015,4837,3,1,1,0,0.000620219,0.00020674,0.00020674
1400000U,06037201402,6037201402,2015,4311,3572,1189,811,623,0.828578056,0.275806077,0.188123405
1400000U,06037201501,6037201501,2015,5306,0,0,0,0,0,0,0
1400000U,06037201503,6037201503,2015,3323,0,0,0,0,0,0,0
1400000U,06037201504,6037201504,2015,2428,0,0,0,0,0,0,0
1400000U,06037201601,6037201601,2015,2288,191,99,43,39,0.083479021,0.043269231,0.018793706
1400000U,06037201602,6037201602,2015,2840,0,0,0,0,0,0,0
1400000U,06037201700,6037201700,2015,5093,3291,1482,639,263,0.646181033,0.29098763,0.125466326
1400000U,06037203100,6037203100,2015,4839,4798,3680,1781,282,0.991527175,0.760487704,0.36805125
1400000U,06037203200,6037203200,2015,4844,0,0,0,0,0,0,0
1400000U,06037203300,6037203300,2015,2607,135,69,37,14,0.051783659,0.026467204,0.014192558
1400000U,06037203500,6037203500,2015,3064,0,0,0,0,0,0,0
1400000U,06037203601,6037203601,2015,3216,0,0,0,0,0,0,0
1400000U,06037203602,6037203602,2015,2178,0,0,0,0,0,0,0
1400000U,06037203710,6037203710,2015,3259,0,0,0,0,0,0,0
1400000U,06037203720,6037203720,2015,4001,0,0,0,0,0,0,0
1400000U,06037203800,6037203800,2015,4589,0,0,0,0,0,0,0
1400000U,06037203900,6037203900,2015,2942,0,0,0,0,0,0,0
1400000U,06037204110,6037204110,2015,3078,0,0,0,0,0,0,0
1400000U,06037204120,6037204120,2015,2650,0,0,0,0,0,0,0
1400000U,06037204200,6037204200,2015,3303,0,0,0,0,0,0,0
1400000U,06037204300,6037204300,2015,4787,0,0,0,0,0,0,0
1400000U,06037204410,6037204410,2015,2363,0,0,0,0,0,0,0
1400000U,06037204420,6037204420,2015,3138,0,0,0,0,0,0,0
1400000U,06037204600,6037204600,2015,4101,0,0,0,0,0,0,0
1400000U,06037204700,6037204700,2015,4972,0,0,0,0,0,0,0
1400000U,06037204810,6037204810,2015,4478,0,0,0,0,0,0,0
1400000U,06037204820,6037204820,2015,2273,0,0,0,0,0,0,0
1400000U,06037204910,6037204910,2015,3105,0,0,0,0,0,0,0
1400000U,06037204920,6037204920,2015,2598,0,0,0,0,0,0,0
1400000U,06037205110,6037205110,2015,3766,0,0,0,0,0,0,0
1400000U,06037205120,6037205120,2015,3618,0,0,0,0,0,0,0
1400000U,06037206010,6037206010,2015,3127,0,0,0,0,0,0,0
1400000U,06037206020,6037206020,2015,7883,0,0,0,0,0,0,0
1400000U,06037206050,6037206050,2015,2173,0,0,0,0,0,0,0
1400000U,06037206051,6037206051,2015,2331,7,3,1,0,0.003003003,0.001287001,0.000429
1400000U,06037206052,6037206052,2015,578,2,1,0,0,0.003460208,0.001730104,0
1400000U,06037206053,6037206053,2015,3080,0,0,0,0,0,0,0
1400000U,06037206054,6037206054,2015,2184,0,0,0,0,0,0,0
1400000U,06037206201,6037206201,2015,1175,0,0,0,0,0,0,0
1400000U,06037206202,6037206202,2015,2211,0,0,0,0,0,0,0
1400000U,06037206301,6037206301,2015,1656,0,0,0,0,0,0,0
1400000U,06037206302,6037206302,2015,568,0,0,0,0,0,0,0
1400000U,06037206303,6037206303,2015,5316,0,0,0,0,0,0,0
1400000U,06037207101,6037207101,2015,3047,0,0,0,0,0,0,0
1400000U,06037207102,6037207102,2015,2553,0,0,0,0,0,0,0
1400000U,06037207103,6037207103,2015,2077,0,0,0,0,0,0,0
1400000U,06037207303,6037207303,2015,1861,0,0,0,0,0,0,0
1400000U,06037207304,6037207304,2015,529,0,0,0,0,0,0,0
1400000U,06037207305,6037207305,2015,2132,0,0,0,0,0,0,0
1400000U,06037207306,6037207306,2015,2388,0,0,0,0,0,0,0
1400000U,06037207307,6037207307,2015,723,0,0,0,0,0,0,0
1400000U,06037207308,6037207308,2015,679,0,0,0,0,0,0,0
1400000U,06037207400,6037207400,2015,1363,0,0,0,0,0,0,0
1400000U,06037207501,6037207501,2015,2218,0,0,0,0,0,0,0
1400000U,06037207502,6037207502,2015,2589,0,0,0,0,0,0,0
1400000U,06037207711,6037207711,2015,1568,0,0,0,0,0,0,0
1400000U,06037207712,6037207712,2015,921,0,0,0,0,0,0,0
1400000U,06037207901,6037207901,2015,937,0,0,0,0,0,0,0
1400000U,06037207902,6037207902,2015,3226,0,0,0,0,0,0,0
1400000U,06037208001,6037208001,2015,4088,0,0,0,0,0,0,0
1400000U,06037208002,6037208002,2015,2805,0,0,0,0,0,0,0
1400000U,06037208301,6037208301,2015,2201,0,0,0,0,0,0,0
1400000U,06037208302,6037208302,2015,4360,0,0,0,0,0,0,0
1400000U,06037208401,6037208401,2015,3770,0,0,0,0,0,0,0
1400000U,06037208402,6037208402,2015,2771,0,0,0,0,0,0,0
1400000U,06037208501,6037208501,2015,2656,0,0,0,0,0,0,0
1400000U,06037208502,6037208502,2015,3571,0,0,0,0,0,0,0
1400000U,06037208610,6037208610,2015,4195,0,0,0,0,0,0,0
1400000U,06037208620,6037208620,2015,4660,0,0,0,0,0,0,0
1400000U,06037208710,6037208710,2015,4309,0,0,0,0,0,0,0
1400000U,06037208720,6037208720,2015,4179,0,0,0,0,0,0,0
1400000U,06037208801,6037208801,2015,2995,0,0,0,0,0,0,0
1400000U,06037208802,6037208802,2015,2906,0,0,0,0,0,0,0
1400000U,06037208902,6037208902,2015,2339,0,0,0,0,0,0,0
1400000U,06037208903,6037208903,2015,4019,0,0,0,0,0,0,0
1400000U,06037208904,6037208904,2015,3926,0,0,0,0,0,0,0
1400000U,06037209103,6037209103,2015,3216,0,0,0,0,0,0,0
1400000U,06037209104,6037209104,2015,2434,0,0,0,0,0,0,0
1400000U,06037209105,6037209105,2015,1438,0,0,0,0,0,0,0
1400000U,06037209106,6037209106,2015,3829,0,0,0,0,0,0,0
1400000U,06037209201,6037209201,2015,1139,0,0,0,0,0,0,0
1400000U,06037209202,6037209202,2015,1646,0,0,0,0,0,0,0
1400000U,06037209300,6037209300,2015,5021,0,0,0,0,0,0,0
1400000U,06037209401,6037209401,2015,3914,0,0,0,0,0,0,0
1400000U,06037209402,6037209402,2015,3728,0,0,0,0,0,0,0
1400000U,06037209403,6037209403,2015,3600,0,0,0,0,0,0,0
1400000U,06037209510,6037209510,2015,2692,0,0,0,0,0,0,0
1400000U,06037209520,6037209520,2015,2791,0,0,0,0,0,0,0
1400000U,06037209810,6037209810,2015,2472,0,0,0,0,0,0,0
1400000U,06037209820,6037209820,2015,2968,0,0,0,0,0,0,0
1400000U,06037210010,6037210010,2015,3520,0,0,0,0,0,0,0
1400000U,06037211000,6037211000,2015,4431,0,0,0,0,0,0,0
1400000U,06037211121,6037211121,2015,2351,0,0,0,0,0,0,0
1400000U,06037211122,6037211122,2015,3075,0,0,0,0,0,0,0
1400000U,06037211123,6037211123,2015,1576,0,0,0,0,0,0,0
1400000U,06037211124,6037211124,2015,3618,0,0,0,0,0,0,0
1400000U,06037211201,6037211201,2015,2645,0,0,0,0,0,0,0
1400000U,06037211202,6037211202,2015,2645,0,0,0,0,0,0,0
1400000U,06037211310,6037211310,2015,3846,0,0,0,0,0,0,0
1400000U,06037211320,6037211320,2015,3184,0,0,0,0,0,0,0
1400000U,06037211410,6037211410,2015,3095,0,0,0,0,0,0,0
1400000U,06037211420,6037211420,2015,3859,0,0,0,0,0,0,0
1400000U,06037211500,6037211500,2015,4355,0,0,0,0,0,0,0
1400000U,06037211701,6037211701,2015,2827,0,0,0,0,0,0,0
1400000U,06037211703,6037211703,2015,4750,0,0,0,0,0,0,0
1400000U,06037211704,6037211704,2015,3016,0,0,0,0,0,0,0
1400000U,06037211802,6037211802,2015,4192,0,0,0,0,0,0,0
1400000U,06037211803,6037211803,2015,3529,0,0,0,0,0,0,0
1400000U,06037211804,6037211804,2015,3221,0,0,0,0,0,0,0
1400000U,06037211910,6037211910,2015,4657,0,0,0,0,0,0,0
1400000U,06037211921,6037211921,2015,2474,0,0,0,0,0,0,0
1400000U,06037211922,6037211922,2015,3389,0,0,0,0,0,0,0
1400000U,06037212101,6037212101,2015,2507,0,0,0,0,0,0,0
1400000U,06037212102,6037212102,2015,2446,0,0,0,0,0,0,0
1400000U,06037212202,6037212202,2015,3612,0,0,0,0,0,0,0
1400000U,06037212203,6037212203,2015,2679,0,0,0,0,0,0,0
1400000U,06037212204,6037212204,2015,3344,0,0,0,0,0,0,0
1400000U,06037212303,6037212303,2015,3326,0,0,0,0,0,0,0
1400000U,06037212304,6037212304,2015,1804,0,0,0,0,0,0,0
1400000U,06037212305,6037212305,2015,2865,0,0,0,0,0,0,0
1400000U,06037212306,6037212306,2015,3052,0,0,0,0,0,0,0
1400000U,06037212410,6037212410,2015,3903,0,0,0,0,0,0,0
1400000U,06037212420,6037212420,2015,3228,0,0,0,0,0,0,0
1400000U,06037212501,6037212501,2015,2165,0,0,0,0,0,0,0
1400000U,06037212502,6037212502,2015,2767,0,0,0,0,0,0,0
1400000U,06037212610,6037212610,2015,4074,0,0,0,0,0,0,0
1400000U,06037212620,6037212620,2015,4341,0,0,0,0,0,0,0
1400000U,06037212701,6037212701,2015,2430,0,0,0,0,0,0,0
1400000U,06037212702,6037212702,2015,3635,0,0,0,0,0,0,0
1400000U,06037212800,6037212800,2015,4273,0,0,0,0,0,0,0
1400000U,06037212900,6037212900,2015,4074,0,0,0,0,0,0,0
1400000U,06037213100,6037213100,2015,2721,0,0,0,0,0,0,0
1400000U,06037213201,6037213201,2015,4198,0,0,0,0,0,0,0
1400000U,06037213202,6037213202,2015,3873,0,0,0,0,0,0,0
1400000U,06037213310,6037213310,2015,3477,0,0,0,0,0,0,0
1400000U,06037213320,6037213320,2015,2481,0,0,0,0,0,0,0
1400000U,06037213401,6037213401,2015,4951,0,0,0,0,0,0,0
1400000U,06037213402,6037213402,2015,4645,0,0,0,0,0,0,0
1400000U,06037214000,6037214000,2015,3898,0,0,0,0,0,0,0
1400000U,06037214100,6037214100,2015,3944,0,0,0,0,0,0,0
1400000U,06037214400,6037214400,2015,2877,0,0,0,0,0,0,0
1400000U,06037214501,6037214501,2015,2932,0,0,0,0,0,0,0
1400000U,06037214503,6037214503,2015,3325,0,0,0,0,0,0,0
1400000U,06037214504,6037214504,2015,2865,0,0,0,0,0,0,0
1400000U,06037214505,6037214505,2015,2663,0,0,0,0,0,0,0
1400000U,06037214600,6037214600,2015,2411,0,0,0,0,0,0,0
1400000U,06037214700,6037214700,2015,2512,0,0,0,0,0,0,0
1400000U,06037214800,6037214800,2015,2573,0,0,0,0,0,0,0
1400000U,06037214902,6037214902,2015,2586,0,0,0,0,0,0,0
1400000U,06037214903,6037214903,2015,1346,0,0,0,0,0,0,0
1400000U,06037214904,6037214904,2015,1737,0,0,0,0,0,0,0
1400000U,06037215101,6037215101,2015,2477,0,0,0,0,0,0,0
1400000U,06037215102,6037215102,2015,3110,0,0,0,0,0,0,0
1400000U,06037216100,6037216100,2015,2289,0,0,0,0,0,0,0
1400000U,06037216201,6037216201,2015,2352,0,0,0,0,0,0,0
1400000U,06037216202,6037216202,2015,2559,0,0,0,0,0,0,0
1400000U,06037216301,6037216301,2015,2005,0,0,0,0,0,0,0
1400000U,06037216302,6037216302,2015,2521,0,0,0,0,0,0,0
1400000U,06037216401,6037216401,2015,4189,0,0,0,0,0,0,0
1400000U,06037216402,6037216402,2015,2615,0,0,0,0,0,0,0
1400000U,06037216700,6037216700,2015,3709,0,0,0,0,0,0,0
1400000U,06037216800,6037216800,2015,3289,0,0,0,0,0,0,0
1400000U,06037216901,6037216901,2015,3251,0,0,0,0,0,0,0
1400000U,06037216902,6037216902,2015,1809,0,0,0,0,0,0,0
1400000U,06037217001,6037217001,2015,2654,0,0,0,0,0,0,0
1400000U,06037217002,6037217002,2015,4977,0,0,0,0,0,0,0
1400000U,06037217101,6037217101,2015,2370,0,0,0,0,0,0,0
1400000U,06037217102,6037217102,2015,3004,0,0,0,0,0,0,0
1400000U,06037217200,6037217200,2015,3905,0,0,0,0,0,0,0
