geoid,FIPS,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_li_count,lowaccess_kids_count,lowaccess_seniors_count,pct_lowaccess,pct_lowaccess_li,pct_lowaccess_kids
1400000U,06037403328,6037403328,2019,4143,698,119,160,83,0.168476949,0.028723147,0.038619358
1400000U,06037403401,6037403401,2019,5032,0,0,0,0,0,0,0
1400000U,06037403402,6037403402,2019,3322,0,0,0,0,0,0,0
1400000U,06037403403,6037403403,2019,5203,2528,317,477,309,0.485873534,0.060926389,0.091677878
1400000U,06037403404,6037403404,2019,2521,74,11,17,8,0.029353431,0.004363348,0.006743356
1400000U,06037403407,6037403407,2019,2132,388,81,102,23,0.181988743,0.037992495,0.047842402
1400000U,06037403408,6037403408,2019,6566,2831,472,542,387,0.431160524,0.071885471,0.082546451
1400000U,06037403409,6037403409,2019,4392,363,71,73,37,0.082650273,0.016165756,0.016621129
1400000U,06037403500,6037403500,2019,1638,1134,275,279,178,0.692307692,0.167887668,0.17032967
1400000U,06037403601,6037403601,2019,6667,874,141,162,201,0.131093445,0.021148943,0.024298785
1400000U,06037403702,6037403702,2019,3794,226,58,49,38,0.059567739,0.015287296,0.012915129
1400000U,06037403703,6037403703,2019,4745,1703,282,361,294,0.35890411,0.05943098,0.076080084
1400000U,06037403721,6037403721,2019,4998,0,0,0,0,0,0,0
1400000U,06037403722,6037403722,2019,5734,0,0,0,0,0,0,0
1400000U,06037403801,6037403801,2019,6212,0,0,0,0,0,0,0
1400000U,06037403802,6037403802,2019,5553,0,0,0,0,0,0,0
1400000U,06037403901,6037403901,2019,3110,0,0,0,0,0,0,0
1400000U,06037403902,6037403902,2019,4806,0,0,0,0,0,0,0
1400000U,06037404000,6037404000,2019,4474,0,0,0,0,0,0,0
1400000U,06037404100,6037404100,2019,6445,0,0,0,0,0,0,0
1400000U,06037404201,6037404201,2019,3711,0,0,0,0,0,0,0
1400000U,06037404203,6037404203,2019,3362,0,0,0,0,0,0,0
1400000U,06037404301,6037404301,2019,5665,0,0,0,0,0,0,0
1400000U,06037404302,6037404302,2019,2498,0,0,0,0,0,0,0
1400000U,06037404401,6037404401,2019,3975,6,3,3,0,0.001509434,0.000754717,0.000754717
1400000U,06037404402,6037404402,2019,5107,0,0,0,0,0,0,0
1400000U,06037404501,6037404501,2019,2355,0,0,0,0,0,0,0
1400000U,06037404503,6037404503,2019,2977,0,0,0,0,0,0,0
1400000U,06037404504,6037404504,2019,5266,0,0,0,0,0,0,0
1400000U,06037404600,6037404600,2019,1520,404,122,107,39,0.265789474,0.080263158,0.070394737
1400000U,06037404701,6037404701,2019,5937,0,0,0,0,0,0,0
1400000U,06037404702,6037404702,2019,5880,0,0,0,0,0,0,0
1400000U,06037404703,6037404703,2019,3099,0,0,0,0,0,0,0
1400000U,06037404804,6037404804,2019,4953,0,0,0,0,0,0,0
1400000U,06037404805,6037404805,2019,2352,0,0,0,0,0,0,0
1400000U,06037404806,6037404806,2019,6072,0,0,0,0,0,0,0
1400000U,06037404901,6037404901,2019,5658,951,279,275,82,0.168080594,0.04931071,0.048603747
1400000U,06037404902,6037404902,2019,3958,0,0,0,0,0,0,0
1400000U,06037404903,6037404903,2019,2905,0,0,0,0,0,0,0
1400000U,06037405001,6037405001,2019,6170,1455,316,401,117,0.235818476,0.051215559,0.064991896
1400000U,06037405002,6037405002,2019,3174,1681,847,522,123,0.529615627,0.266855703,0.164461248
1400000U,06037405101,6037405101,2019,5304,0,0,0,0,0,0,0
1400000U,06037405102,6037405102,2019,5092,0,0,0,0,0,0,0
1400000U,06037405201,6037405201,2019,5197,0,0,0,0,0,0,0
1400000U,06037405202,6037405202,2019,5198,0,0,0,0,0,0,0
1400000U,06037405203,6037405203,2019,3483,0,0,0,0,0,0,0
1400000U,06037405301,6037405301,2019,3323,1164,421,397,42,0.350285886,0.126692748,0.119470358
1400000U,06037405302,6037405302,2019,5345,0,0,0,0,0,0,0
1400000U,06037405400,6037405400,2019,4728,3773,698,1030,393,0.798011844,0.147631134,0.2178511
1400000U,06037405500,6037405500,2019,6842,758,181,200,89,0.11078632,0.026454253,0.029231219
1400000U,06037405600,6037405600,2019,5374,0,0,0,0,0,0,0
1400000U,06037405701,6037405701,2019,3853,260,13,73,23,0.067479886,0.003373994,0.018946276
1400000U,06037405702,6037405702,2019,4906,0,0,0,0,0,0,0
1400000U,06037405800,6037405800,2019,5879,0,0,0,0,0,0,0
1400000U,06037405900,6037405900,2019,4048,0,0,0,0,0,0,0
1400000U,06037406000,6037406000,2019,5059,0,0,0,0,0,0,0
1400000U,06037406101,6037406101,2019,3139,0,0,0,0,0,0,0
1400000U,06037406103,6037406103,2019,7509,0,0,0,0,0,0,0
1400000U,06037406201,6037406201,2019,2390,0,0,0,0,0,0,0
1400000U,06037406300,6037406300,2019,6451,1761,353,371,267,0.272980933,0.054720198,0.057510463
1400000U,06037406413,6037406413,2019,7368,0,0,0,0,0,0,0
1400000U,06037406500,6037406500,2019,6705,0,0,0,0,0,0,0
1400000U,06037406601,6037406601,2019,5269,0,0,0,0,0,0,0
1400000U,06037406602,6037406602,2019,4973,0,0,0,0,0,0,0
1400000U,06037406701,6037406701,2019,3246,0,0,0,0,0,0,0
1400000U,06037406702,6037406702,2019,5823,0,0,0,0,0,0,0
1400000U,06037406801,6037406801,2019,4924,0,0,0,0,0,0,0
1400000U,06037406903,6037406903,2019,7850,0,0,0,0,0,0,0
1400000U,06037407001,6037407001,2019,5351,0,0,0,0,0,0,0
1400000U,06037407002,6037407002,2019,4434,0,0,0,0,0,0,0
1400000U,06037407101,6037407101,2019,4834,0,0,0,0,0,0,0
1400000U,06037407102,6037407102,2019,5445,0,0,0,0,0,0,0
1400000U,06037407201,6037407201,2019,3252,62,21,16,8,0.019065191,0.006457565,0.004920049
1400000U,06037407202,6037407202,2019,4063,77,26,20,10,0.018951514,0.006399212,0.004922471
1400000U,06037407301,6037407301,2019,4828,0,0,0,0,0,0,0
1400000U,06037407302,6037407302,2019,3497,0,0,0,0,0,0,0
1400000U,06037407400,6037407400,2019,2133,0,0,0,0,0,0,0
1400000U,06037407501,6037407501,2019,4408,0,0,0,0,0,0,0
1400000U,06037407502,6037407502,2019,3937,0,0,0,0,0,0,0
1400000U,06037407601,6037407601,2019,4366,0,0,0,0,0,0,0
1400000U,06037407602,6037407602,2019,4008,0,0,0,0,0,0,0
1400000U,06037407701,6037407701,2019,5447,0,0,0,0,0,0,0
1400000U,06037407702,6037407702,2019,6494,0,0,0,0,0,0,0
1400000U,06037407801,6037407801,2019,5060,0,0,0,0,0,0,0
1400000U,06037407802,6037407802,2019,3635,0,0,0,0,0,0,0
1400000U,06037407901,6037407901,2019,4315,0,0,0,0,0,0,0
1400000U,06037407902,6037407902,2019,1981,0,0,0,0,0,0,0
1400000U,06037408003,6037408003,2019,4822,0,0,0,0,0,0,0
1400000U,06037408004,6037408004,2019,2416,0,0,0,0,0,0,0
1400000U,06037408005,6037408005,2019,5066,505,16,119,74,0.099684169,0.00315831,0.023489933
1400000U,06037408006,6037408006,2019,3844,653,214,135,62,0.16987513,0.055671176,0.035119667
1400000U,06037408133,6037408133,2019,5725,0,0,0,0,0,0,0
1400000U,06037408134,6037408134,2019,2743,1068,273,201,141,0.389354721,0.099526066,0.073277433
1400000U,06037408135,6037408135,2019,4148,838,172,189,82,0.202025072,0.041465767,0.045564127
1400000U,06037408136,6037408136,2019,3846,0,0,0,0,0,0,0
1400000U,06037408137,6037408137,2019,4152,0,0,0,0,0,0,0
1400000U,06037408138,6037408138,2019,5874,0,0,0,0,0,0,0
1400000U,06037408139,6037408139,2019,4478,0,0,0,0,0,0,0
1400000U,06037408140,6037408140,2019,3801,660,385,201,59,0.173638516,0.101289134,0.052880821
1400000U,06037408141,6037408141,2019,5450,84,40,29,5,0.015412844,0.00733945,0.005321101
1400000U,06037408212,6037408212,2019,4485,0,0,0,0,0,0,0
1400000U,06037408213,6037408213,2019,1169,0,0,0,0,0,0,0
1400000U,06037408301,6037408301,2019,5580,14,6,4,1,0.002508961,0.001075269,0.000716846
1400000U,06037408302,6037408302,2019,4191,65,18,20,5,0.015509425,0.004294918,0.004772131
1400000U,06037408303,6037408303,2019,4060,15,5,4,1,0.003694581,0.001231527,0.000985222
1400000U,06037408401,6037408401,2019,4289,301,48,89,29,0.070179529,0.01119142,0.020750758
1400000U,06037408402,6037408402,2019,5779,1844,410,370,352,0.319086347,0.070946531,0.064024918
1400000U,06037408503,6037408503,2019,5642,2702,318,496,485,0.478908189,0.056362992,0.087912088
1400000U,06037408504,6037408504,2019,5322,0,0,0,0,0,0,0
1400000U,06037408505,6037408505,2019,2679,33,4,6,7,0.012318029,0.001493094,0.002239642
1400000U,06037408623,6037408623,2019,3023,0,0,0,0,0,0,0
1400000U,06037408624,6037408624,2019,3223,37,7,7,6,0.011479988,0.00217189,0.00217189
1400000U,06037408625,6037408625,2019,4211,288,78,71,57,0.068392306,0.018522916,0.016860603
1400000U,06037408626,6037408626,2019,4341,0,0,0,0,0,0,0
1400000U,06037408627,6037408627,2019,3006,1325,248,233,204,0.440785096,0.082501663,0.077511643
1400000U,06037408628,6037408628,2019,4893,234,38,46,42,0.047823421,0.007766197,0.009401185
1400000U,06037408629,6037408629,2019,2908,2703,448,521,470,0.929504814,0.154057772,0.179160935
1400000U,06037408631,6037408631,2019,5054,64,12,16,7,0.012663237,0.002374357,0.003165809
1400000U,06037408703,6037408703,2019,6527,4680,552,1015,573,0.717021603,0.084571779,0.15550789
1400000U,06037408705,6037408705,2019,5427,0,0,0,0,0,0,0
1400000U,06037408707,6037408707,2019,6843,49,8,7,8,0.007160602,0.001169078,0.001022943
1400000U,06037408722,6037408722,2019,4400,2164,528,420,269,0.491818182,0.12,0.095454545
1400000U,06037408724,6037408724,2019,5362,0,0,0,0,0,0,0
1400000U,06037408725,6037408725,2019,5980,0,0,0,0,0,0,0
1400000U,06037408800,6037408800,2019,3738,0,0,0,0,0,0,0
1400000U,06037408900,6037408900,2019,5728,140,15,32,10,0.024441341,0.002618715,0.005586592
1400000U,06037409000,6037409000,2019,7548,1635,1078,226,78,0.216613672,0.14281929,0.029941706
1400000U,06037409100,6037409100,2019,5575,644,210,168,71,0.115515695,0.037668161,0.030134529
1400000U,06037430003,6037430003,2019,4592,4592,454,918,700,1,0.098867596,0.199912892
1400000U,06037430004,6037430004,2019,3654,2392,695,531,299,0.654625068,0.190202518,0.145320197
1400000U,06037430005,6037430005,2019,3376,2227,648,495,279,0.659656398,0.191943128,0.146623223
1400000U,06037430101,6037430101,2019,4887,0,0,0,0,0,0,0
1400000U,06037430102,6037430102,2019,4775,0,0,0,0,0,0,0
1400000U,06037430200,6037430200,2019,1323,448,81,66,91,0.338624339,0.06122449,0.049886621
1400000U,06037430301,6037430301,2019,4418,1427,121,273,274,0.322996831,0.027387958,0.061792666
1400000U,06037430302,6037430302,2019,5837,0,0,0,0,0,0,0
1400000U,06037430400,6037430400,2019,4422,1025,114,236,206,0.231795568,0.02578019,0.053369516
1400000U,06037430501,6037430501,2019,4166,4144,288,822,714,0.994719155,0.069131061,0.19731157
1400000U,06037430502,6037430502,2019,6745,4354,472,847,722,0.645515196,0.069977761,0.1255745
1400000U,06037430600,6037430600,2019,4481,996,120,215,205,0.222271814,0.026779737,0.047980362
1400000U,06037430701,6037430701,2019,5271,357,74,85,78,0.067729084,0.014039082,0.016125972
1400000U,06037430721,6037430721,2019,3957,262,42,25,59,0.066211777,0.010614102,0.006317918
1400000U,06037430723,6037430723,2019,4118,0,0,0,0,0,0,0
1400000U,06037430724,6037430724,2019,4812,0,0,0,0,0,0,0
1400000U,06037430801,6037430801,2019,6342,0,0,0,0,0,0,0
1400000U,06037430802,6037430802,2019,4161,0,0,0,0,0,0,0
1400000U,06037430803,6037430803,2019,5436,0,0,0,0,0,0,0
1400000U,06037430901,6037430901,2019,4314,0,0,0,0,0,0,0
1400000U,06037430902,6037430902,2019,4652,0,0,0,0,0,0,0
1400000U,06037431002,6037431002,2019,3132,0,0,0,0,0,0,0
1400000U,06037431003,6037431003,2019,3479,0,0,0,0,0,0,0
1400000U,06037431004,6037431004,2019,3692,0,0,0,0,0,0,0
1400000U,06037431100,6037431100,2019,6610,163,21,52,12,0.024659607,0.003177005,0.007866868
1400000U,06037431200,6037431200,2019,6411,2938,823,840,267,0.45827484,0.128373109,0.131024801
1400000U,06037431300,6037431300,2019,2653,320,38,77,36,0.120618168,0.014323407,0.029023747
1400000U,06037431400,6037431400,2019,3970,697,208,165,92,0.175566751,0.052392947,0.041561713
1400000U,06037431501,6037431501,2019,4086,26,8,4,5,0.006363191,0.001957905,0.000978953
1400000U,06037431502,6037431502,2019,4345,0,0,0,0,0,0,0
1400000U,06037431600,6037431600,2019,4265,0,0,0,0,0,0,0
1400000U,06037431701,6037431701,2019,6894,0,0,0,0,0,0,0
1400000U,06037431800,6037431800,2019,5179,0,0,0,0,0,0,0
1400000U,06037431900,6037431900,2019,3577,0,0,0,0,0,0,0
1400000U,06037432001,6037432001,2019,2669,291,57,37,103,0.109029599,0.021356313,0.01386287
1400000U,06037432002,6037432002,2019,5511,601,119,75,212,0.109054618,0.021593177,0.013609145
1400000U,06037432101,6037432101,2019,4137,930,245,196,119,0.22480058,0.059221658,0.047377327
1400000U,06037432102,6037432102,2019,5613,0,0,0,0,0,0,0
1400000U,06037432201,6037432201,2019,4542,0,0,0,0,0,0,0
1400000U,06037432202,6037432202,2019,4050,0,0,0,0,0,0,0
1400000U,06037432300,6037432300,2019,3975,9,2,2,1,0.002264151,0.000503145,0.000503145
1400000U,06037432401,6037432401,2019,3795,0,0,0,0,0,0,0
1400000U,06037432402,6037432402,2019,6305,0,0,0,0,0,0,0
1400000U,06037432501,6037432501,2019,3122,1,0,0,0,0.000320307,0,0
1400000U,06037432502,6037432502,2019,5131,1,0,0,0,0.000194894,0,0
1400000U,06037432601,6037432601,2019,6564,0,0,0,0,0,0,0
1400000U,06037432602,6037432602,2019,4554,0,0,0,0,0,0,0
1400000U,06037432700,6037432700,2019,5211,0,0,0,0,0,0,0
1400000U,06037432801,6037432801,2019,2614,0,0,0,0,0,0,0
1400000U,06037432802,6037432802,2019,5819,0,0,0,0,0,0,0
1400000U,06037432901,6037432901,2019,4464,0,0,0,0,0,0,0
1400000U,06037432902,6037432902,2019,3473,0,0,0,0,0,0,0
1400000U,06037433103,6037433103,2019,6520,0,0,0,0,0,0,0
1400000U,06037433200,6037433200,2019,6173,0,0,0,0,0,0,0
1400000U,06037433302,6037433302,2019,1577,0,0,0,0,0,0,0
1400000U,06037433304,6037433304,2019,4726,0,0,0,0,0,0,0
1400000U,06037433305,6037433305,2019,4893,0,0,0,0,0,0,0
1400000U,06037433306,6037433306,2019,3333,0,0,0,0,0,0,0
1400000U,06037433307,6037433307,2019,3355,0,0,0,0,0,0,0
1400000U,06037433402,6037433402,2019,4662,0,0,0,0,0,0,0
1400000U,06037433403,6037433403,2019,4675,0,0,0,0,0,0,0
1400000U,06037433505,6037433505,2019,4419,0,0,0,0,0,0,0
1400000U,06037433506,6037433506,2019,4734,7,3,2,1,0.001478665,0.000633714,0.000422476
1400000U,06037433601,6037433601,2019,4923,0,0,0,0,0,0,0
1400000U,06037433602,6037433602,2019,2881,0,0,0,0,0,0,0
1400000U,06037433803,6037433803,2019,504,67,17,19,7,0.132936508,0.033730159,0.037698413
1400000U,06037433804,6037433804,2019,6371,0,0,0,0,0,0,0
1400000U,06037433901,6037433901,2019,5593,0,0,0,0,0,0,0
1400000U,06037433903,6037433903,2019,4434,0,0,0,0,0,0,0
1400000U,06037434001,6037434001,2019,4268,0,0,0,0,0,0,0
1400000U,06037434003,6037434003,2019,4202,0,0,0,0,0,0,0
1400000U,06037434004,6037434004,2019,2796,0,0,0,0,0,0,0
1400000U,06037434100,6037434100,2019,5520,501,226,133,61,0.09076087,0.040942029,0.024094203
1400000U,06037460001,6037460001,2019,3727,2005,192,419,417,0.537966193,0.051515965,0.11242286
1400000U,06037460002,6037460002,2019,1124,605,58,126,126,0.538256228,0.051601423,0.112099644
1400000U,06037460101,6037460101,2019,5846,736,49,112,185,0.12589805,0.0083818,0.019158399
1400000U,06037460200,6037460200,2019,5279,1503,134,294,299,0.284713014,0.025383595,0.055692366
1400000U,06037460301,6037460301,2019,4542,2276,326,455,304,0.501100837,0.071774549,0.100176134
1400000U,06037460302,6037460302,2019,4440,45,14,9,8,0.010135135,0.003153153,0.002027027
1400000U,06037460401,6037460401,2019,1067,282,76,68,44,0.264292409,0.071227741,0.063730084
1400000U,06037460501,6037460501,2019,5351,1430,130,318,292,0.267239768,0.024294524,0.059428144
1400000U,06037460502,6037460502,2019,4417,0,0,0,0,0,0,0
1400000U,06037460601,6037460601,2019,6615,660,139,165,105,0.099773243,0.02101285,0.024943311
1400000U,06037460700,6037460700,2019,5031,812,42,201,158,0.161399324,0.008348241,0.039952296
1400000U,06037460800,6037460800,2019,3247,2466,265,462,582,0.75947028,0.081613797,0.142285186
1400000U,06037460900,6037460900,2019,6998,119,57,22,18,0.017004859,0.008145184,0.003143755
1400000U,06037461000,6037461000,2019,6027,0,0,0,0,0,0,0
1400000U,06037461100,6037461100,2019,4844,0,0,0,0,0,0,0
1400000U,06037461200,6037461200,2019,4440,0,0,0,0,0,0,0
1400000U,06037461300,6037461300,2019,6636,0,0,0,0,0,0,0
1400000U,06037461400,6037461400,2019,3204,0,0,0,0,0,0,0
1400000U,06037461501,6037461501,2019,3700,0,0,0,0,0,0,0
1400000U,06037461502,6037461502,2019,6563,0,0,0,0,0,0,0
1400000U,06037461600,6037461600,2019,5826,7,2,0,1,0.00120151,0.000343289,0
1400000U,06037461700,6037461700,2019,1384,244,32,47,46,0.176300578,0.023121387,0.033959538
1400000U,06037461901,6037461901,2019,5116,0,0,0,0,0,0,0
1400000U,06037461902,6037461902,2019,1654,0,0,0,0,0,0,0
1400000U,06037462001,6037462001,2019,3974,0,0,0,0,0,0,0
1400000U,06037462002,6037462002,2019,3942,0,0,0,0,0,0,0
1400000U,06037462100,6037462100,2019,5259,0,0,0,0,0,0,0
1400000U,06037462201,6037462201,2019,3788,0,0,0,0,0,0,0
1400000U,06037462202,6037462202,2019,2927,0,0,0,0,0,0,0
1400000U,06037462301,6037462301,2019,4642,0,0,0,0,0,0,0
1400000U,06037462302,6037462302,2019,2972,0,0,0,0,0,0,0
1400000U,06037462400,6037462400,2019,4229,0,0,0,0,0,0,0
1400000U,06037462500,6037462500,2019,6039,337,48,65,47,0.055803941,0.007948336,0.010763371
1400000U,06037462600,6037462600,2019,2324,0,0,0,0,0,0,0
1400000U,06037462700,6037462700,2019,5471,0,0,0,0,0,0,0
1400000U,06037462800,6037462800,2019,2915,0,0,0,0,0,0,0
1400000U,06037462900,6037462900,2019,3779,0,0,0,0,0,0,0
1400000U,06037463000,6037463000,2019,2254,0,0,0,0,0,0,0
1400000U,06037463103,6037463103,2019,6167,0,0,0,0,0,0,0
1400000U,06037463200,6037463200,2019,3403,0,0,0,0,0,0,0
1400000U,06037463300,6037463300,2019,2037,0,0,0,0,0,0,0
1400000U,06037463400,6037463400,2019,5747,0,0,0,0,0,0,0
1400000U,06037463500,6037463500,2019,5747,0,0,0,0,0,0,0
1400000U,06037463601,6037463601,2019,5714,0,0,0,0,0,0,0
1400000U,06037463602,6037463602,2019,5051,0,0,0,0,0,0,0
1400000U,06037463700,6037463700,2019,2236,0,0,0,0,0,0,0
1400000U,06037463800,6037463800,2019,3888,236,18,39,59,0.060699588,0.00462963,0.010030864
1400000U,06037463900,6037463900,2019,3448,0,0,0,0,0,0,0
1400000U,06037464000,6037464000,2019,5613,0,0,0,0,0,0,0
1400000U,06037464101,6037464101,2019,3653,555,104,154,110,0.151929921,0.028469751,0.042157131
1400000U,06037464102,6037464102,2019,3542,539,100,149,107,0.152173913,0.028232637,0.042066629
1400000U,06037464200,6037464200,2019,5860,0,0,0,0,0,0,0
1400000U,06037480002,6037480002,2019,3529,0,0,0,0,0,0,0
1400000U,06037480011,6037480011,2019,5119,0,0,0,0,0,0,0
1400000U,06037480012,6037480012,2019,4763,0,0,0,0,0,0,0
1400000U,06037480101,6037480101,2019,3908,0,0,0,0,0,0,0
1400000U,06037480102,6037480102,2019,4297,0,0,0,0,0,0,0
1400000U,06037480201,6037480201,2019,3907,0,0,0,0,0,0,0
1400000U,06037480202,6037480202,2019,2530,0,0,0,0,0,0,0
1400000U,06037480302,6037480302,2019,4255,0,0,0,0,0,0,0
1400000U,06037480303,6037480303,2019,3858,0,0,0,0,0,0,0
1400000U,06037480304,6037480304,2019,4098,0,0,0,0,0,0,0
1400000U,06037480400,6037480400,2019,5654,0,0,0,0,0,0,0
1400000U,06037480500,6037480500,2019,5470,0,0,0,0,0,0,0
1400000U,06037480601,6037480601,2019,2335,0,0,0,0,0,0,0
1400000U,06037480602,6037480602,2019,5518,0,0,0,0,0,0,0
1400000U,06037480702,6037480702,2019,4460,0,0,0,0,0,0,0
1400000U,06037480703,6037480703,2019,3266,0,0,0,0,0,0,0
1400000U,06037480704,6037480704,2019,4505,0,0,0,0,0,0,0
1400000U,06037480802,6037480802,2019,3321,158,57,27,32,0.047576031,0.017163505,0.008130081
1400000U,06037480803,6037480803,2019,3464,0,0,0,0,0,0,0
1400000U,06037480804,6037480804,2019,4998,0,0,0,0,0,0,0
1400000U,06037480901,6037480901,2019,4686,0,0,0,0,0,0,0
1400000U,06037480902,6037480902,2019,4157,0,0,0,0,0,0,0
1400000U,06037480903,6037480903,2019,3206,0,0,0,0,0,0,0
1400000U,06037481001,6037481001,2019,3842,0,0,0,0,0,0,0
1400000U,06037481002,6037481002,2019,5446,0,0,0,0,0,0,0
1400000U,06037481101,6037481101,2019,3812,0,0,0,0,0,0,0
1400000U,06037481102,6037481102,2019,3624,0,0,0,0,0,0,0
1400000U,06037481103,6037481103,2019,5350,0,0,0,0,0,0,0
1400000U,06037481201,6037481201,2019,3728,0,0,0,0,0,0,0
1400000U,06037481203,6037481203,2019,6477,0,0,0,0,0,0,0
1400000U,06037481300,6037481300,2019,3153,0,0,0,0,0,0,0
1400000U,06037481401,6037481401,2019,6061,0,0,0,0,0,0,0
1400000U,06037481403,6037481403,2019,3169,0,0,0,0,0,0,0
1400000U,06037481404,6037481404,2019,4006,0,0,0,0,0,0,0
1400000U,06037481500,6037481500,2019,4347,0,0,0,0,0,0,0
1400000U,06037481603,6037481603,2019,3802,0,0,0,0,0,0,0
1400000U,06037481604,6037481604,2019,3942,0,0,0,0,0,0,0
1400000U,06037481605,6037481605,2019,3385,0,0,0,0,0,0,0
1400000U,06037481606,6037481606,2019,4871,0,0,0,0,0,0,0
1400000U,06037481711,6037481711,2019,4530,0,0,0,0,0,0,0
1400000U,06037481712,6037481712,2019,5225,0,0,0,0,0,0,0
1400000U,06037481713,6037481713,2019,2507,0,0,0,0,0,0,0
1400000U,06037481714,6037481714,2019,2551,0,0,0,0,0,0,0
1400000U,06037481800,6037481800,2019,2596,0,0,0,0,0,0,0
1400000U,06037481901,6037481901,2019,5770,3216,454,648,512,0.557365685,0.078682842,0.112305026
1400000U,06037481902,6037481902,2019,3355,552,141,147,78,0.164530551,0.042026826,0.043815201
1400000U,06037482001,6037482001,2019,2758,1063,139,186,337,0.38542422,0.05039884,0.067440174
1400000U,06037482002,6037482002,2019,6947,200,73,47,21,0.028789405,0.010508133,0.00676551
1400000U,06037482101,6037482101,2019,4568,0,0,0,0,0,0,0
1400000U,06037482102,6037482102,2019,2828,0,0,0,0,0,0,0
1400000U,06037482201,6037482201,2019,3813,0,0,0,0,0,0,0
1400000U,06037482202,6037482202,2019,5229,0,0,0,0,0,0,0
1400000U,06037482301,6037482301,2019,5162,0,0,0,0,0,0,0
1400000U,06037482303,6037482303,2019,5816,0,0,0,0,0,0,0
1400000U,06037482304,6037482304,2019,3556,0,0,0,0,0,0,0
1400000U,06037482401,6037482401,2019,3761,0,0,0,0,0,0,0
1400000U,06037482403,6037482403,2019,1928,2,1,0,0,0.001037344,0.000518672,0
1400000U,06037482404,6037482404,2019,1882,2,1,0,0,0.001062699,0.00053135,0
1400000U,06037482502,6037482502,2019,3373,0,0,0,0,0,0,0
1400000U,06037482503,6037482503,2019,4357,0,0,0,0,0,0,0
1400000U,06037482521,6037482521,2019,5753,261,77,48,47,0.045367634,0.013384321,0.008343473
1400000U,06037482522,6037482522,2019,4269,512,171,108,51,0.119934411,0.040056219,0.025298665
1400000U,06037482600,6037482600,2019,6864,1634,367,237,535,0.238053613,0.053467366,0.034527972
1400000U,06037482701,6037482701,2019,4298,0,0,0,0,0,0,0
1400000U,06037482702,6037482702,2019,2397,0,0,0,0,0,0,0
1400000U,06037482801,6037482801,2019,4072,0,0,0,0,0,0,0
1400000U,06037500100,6037500100,2019,3831,1878,147,321,410,0.490211433,0.038371182,0.083790133
1400000U,06037500202,6037500202,2019,4935,1152,22,245,272,0.23343465,0.004457953,0.04964539
1400000U,06037500203,6037500203,2019,1596,303,39,66,52,0.189849624,0.02443609,0.041353383
1400000U,06037500204,6037500204,2019,4550,864,111,189,148,0.18989011,0.024395604,0.041538462
1400000U,06037500300,6037500300,2019,2958,1765,189,344,223,0.596686951,0.063894523,0.116294794
1400000U,06037500402,6037500402,2019,4898,0,0,0,0,0,0,0
1400000U,06037500403,6037500403,2019,3892,2381,596,636,334,0.611767729,0.153134635,0.163412127
1400000U,06037500404,6037500404,2019,4666,2518,556,655,286,0.539648521,0.11915988,0.140377197
1400000U,06037500500,6037500500,2019,2594,252,100,68,30,0.097147263,0.038550501,0.026214341
1400000U,06037500600,6037500600,2019,5687,0,0,0,0,0,0,0
1400000U,06037500700,6037500700,2019,6495,0,0,0,0,0,0,0
1400000U,06037500800,6037500800,2019,5554,0,0,0,0,0,0,0
1400000U,06037500900,6037500900,2019,6349,0,0,0,0,0,0,0
1400000U,06037501001,6037501001,2019,2618,0,0,0,0,0,0,0
1400000U,06037501002,6037501002,2019,4858,0,0,0,0,0,0,0
1400000U,06037501200,6037501200,2019,5016,0,0,0,0,0,0,0
1400000U,06037501301,6037501301,2019,3116,0,0,0,0,0,0,0
1400000U,06037501302,6037501302,2019,4122,0,0,0,0,0,0,0
1400000U,06037501400,6037501400,2019,3951,0,0,0,0,0,0,0
1400000U,06037501501,6037501501,2019,2261,338,66,70,43,0.149491375,0.029190624,0.030959752
1400000U,06037501503,6037501503,2019,5016,452,114,91,34,0.090111643,0.022727273,0.018141946
1400000U,06037501504,6037501504,2019,3592,56,24,7,8,0.0155902,0.006681514,0.001948775
1400000U,06037501600,6037501600,2019,7898,3573,783,690,596,0.452393011,0.099139023,0.08736389
1400000U,06037501700,6037501700,2019,3695,168,5,37,35,0.045466847,0.00135318,0.010013532
1400000U,06037501802,6037501802,2019,3326,0,0,0,0,0,0,0
1400000U,06037501803,6037501803,2019,4702,0,0,0,0,0,0,0
1400000U,06037501804,6037501804,2019,2131,0,0,0,0,0,0,0
1400000U,06037501900,6037501900,2019,4267,0,0,0,0,0,0,0
1400000U,06037502003,6037502003,2019,2692,0,0,0,0,0,0,0
1400000U,06037502004,6037502004,2019,4359,1,0,0,0,0.00022941,0,0
1400000U,06037502005,6037502005,2019,4197,0,0,0,0,0,0,0
1400000U,06037502100,6037502100,2019,5140,0,0,0,0,0,0,0
1400000U,06037502200,6037502200,2019,6492,0,0,0,0,0,0,0
1400000U,06037502303,6037502303,2019,8393,11,6,5,0,0.001310616,0.000714881,0.000595735
1400000U,06037502401,6037502401,2019,4747,0,0,0,0,0,0,0
1400000U,06037502402,6037502402,2019,3823,0,0,0,0,0,0,0
1400000U,06037502500,6037502500,2019,4215,0,0,0,0,0,0,0
1400000U,06037502602,6037502602,2019,4321,0,0,0,0,0,0,0
