X,Y,Record_ID,Store_Name,Store_Street_Address,Additonal_Address,City,State,Zip_Code,Zip4,County,Store_Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId
-118.38191,34.054405,253280,GLATT MART 1,8708 W Pico Blvd,,Los Angeles,CA,90035,2206,LOS ANGELES,Super Store,34.054405,-118.38191,,,5
-118.2141,34.069725,242790,ABC MARKET,2100 Workman St,,Los Angeles,CA,90031,3035,LOS ANGELES,Convenience Store,34.069725,-118.2141,,,103
-118.01152,34.097252,242960,Los Toros Meat Mkt #2,5225 Peck Rd,,El Monte,CA,91732,1122,LOS ANGELES,Grocery Store,34.097252,-118.01152,,,116
-118.25647,34.00705,254038,Mercado Garibaldi,4212 S Central Ave,,Los Angeles,CA,90011,3002,LOS ANGELES,Grocery Store,34.00705,-118.25647,,,163
-118.11625,34.579937,254109,7-ELEVEN 24483 C,703 E Palmdale Blvd,,Palmdale,CA,93550,4741,LOS ANGELES,Convenience Store,34.579937,-118.11625,,,169
-118.36813,34.139675,251805,Ralphs Fresh Fare 133,10901 Ventura Blvd,,Studio City,CA,91604,3341,LOS ANGELES,Super Store,34.139675,-118.36813,,,260
-117.7288,34.062954,251810,HOA BINH POMONA SUPERMARKET,1093 E Holt Ave,,Pomona,CA,91767,5726,LOS ANGELES,Super Store,34.062954,-117.7288,,,262
-118.2096,33.980381,354860,Georges Liquor Market 0,3224 E Gage Ave,,Huntington Park,CA,90255,5405,LOS ANGELES,Convenience Store,33.980381,-118.2096,,,334
-118.22414,33.974331,1561611,Jn Mart,2625 E Florence Ave,Ste D,Huntington Park,CA,90255,4756,LOS ANGELES,Convenience Store,33.974331,-118.22414,,,335
-118.47261,34.02737,250160,Ralphs Fresh Fare 292,1644 Cloverfield Blvd,,Santa Monica,CA,90404,4006,LOS ANGELES,Super Store,34.02737,-118.47261,,,395
-117.92565,34.044193,252488,FASTRIP FOOD STORE,1400 Valinda Ave,,La Puente,CA,91744,1436,LOS ANGELES,Convenience Store,34.044193,-117.92565,,,431
-118.40502,34.186695,252600,7-ELEVEN 18607 B,12463 Victory Blvd,,North Hollywood,CA,91606,3139,LOS ANGELES,Convenience Store,34.186695,-118.40502,,,441
-118.10508,33.985016,250221,Walmart 2886,8500 WASHINGTON BLVD,,PICO RIVERA,CA,90660,    ,LOS ANGELES,Super Store,33.985016,-118.10508,,,503
-118.50122,34.208515,255027,Balboa Market,7613 Balboa Blvd,,Van Nuys,CA,91406,2203,LOS ANGELES,Grocery Store,34.208515,-118.50122,,,573
-118.29078,34.069107,255410,VONS 2261,3461 W 3rd St,,Los Angeles,CA,90020,1604,LOS ANGELES,Supermarket,34.069107,-118.29078,,,608
-118.18212,34.114624,250569,York Square Liquor,6312 York Blvd,,Los Angeles,CA,90042,3640,LOS ANGELES,Convenience Store,34.114624,-118.18212,,,647
-117.87888,34.090897,250814,G & H Liquor,606 E San Bernardino Rd,,Covina,CA,91723,1733,LOS ANGELES,Convenience Store,34.090897,-117.87888,,,665
-118.30773,34.052631,245467,GALLERIA MARKET,3250 W Olympic Blvd,Ste 100,Los Angeles,CA,90006,2370,LOS ANGELES,Super Store,34.052631,-118.30773,,,814
-118.26444,34.163143,245782,Gyumri Market & Deli,452 W Stocker St,Ste B,Glendale,CA,91202,3262,LOS ANGELES,Grocery Store,34.163143,-118.26444,,,848
-118.16991,34.018719,245970,Lucky Market,4635 E Olympic Blvd,,Los Angeles,CA,90022,3701,LOS ANGELES,Convenience Store,34.018719,-118.16991,,,861
-118.51774,34.172241,246252,Trader Joe's 56,17640 Burbank Blvd,,Encino,CA,91316,1725,LOS ANGELES,Supermarket,34.172241,-118.51774,,,882
-118.36819,34.16486,244166,RALPHS GROCERY COMPANY 56,10900 Magnolia Blvd,,North Hollywood,CA,91601,3903,LOS ANGELES,Super Store,34.16486,-118.36819,,,902
-117.7062,34.121593,244864,VONS 2155,550 E Baseline Rd,,Claremont,CA,91711,2236,LOS ANGELES,Supermarket,34.121593,-117.7062,,,971
-118.21269,33.804359,270667,Big Saver Foods 15,1500 W Willow St,,Long Beach,CA,90810,3121,LOS ANGELES,Super Store,33.804359,-118.21269,,,1030
-118.31764,34.105278,270935,GELSONS MARKET 114,5877 Franklin Ave,,Los Angeles,CA,90028,5618,LOS ANGELES,Supermarket,34.105278,-118.31764,,,1047
-118.21169,33.789886,270973,PACIFIC MARKET,1449 W Pacific Coast Hwy,,Long Beach,CA,90810,4225,LOS ANGELES,Convenience Store,33.789886,-118.21169,,,1054
-118.29162,34.006161,271036,LUIS MEAT MARKET,4253 S Vermont Ave,,Los Angeles,CA,90037,2463,LOS ANGELES,Supermarket,34.006161,-118.29162,,,1059
-118.18638,33.982407,271193,99 CENTS ONLY STORES  14,6161 Atlantic Blvd,,Maywood,CA,90270,3120,LOS ANGELES,Other,33.982407,-118.18638,,,1073
-118.04139,34.091763,271288,CORNER LIQUOR,10336 Lower Azusa Rd,,El Monte,CA,91731,1207,LOS ANGELES,Convenience Store,34.091763,-118.04139,,,1082
-118.35572,34.032475,268721,R-RANCH MARKET #14,5212 W Adams Blvd,,Los Angeles,CA,90016,2625,LOS ANGELES,Super Store,34.032475,-118.35572,,,1149
-118.46778,34.235455,268744,Short Stop 23,15400 Nordhoff St,,North Hills,CA,91343,3915,LOS ANGELES,Convenience Store,34.235455,-118.46778,,,1153
-118.47092,34.413841,268996,FOOD 4 LESS 376,19200 Soledad Canyon Rd,,Canyon Country,CA,91351,3366,LOS ANGELES,Super Store,34.413841,-118.47092,,,1182
-117.7594,34.069962,248819,Di Carlos Liquor,1247 N White Ave,,Pomona,CA,91768,1930,LOS ANGELES,Convenience Store,34.069962,-117.7594,,,1220
-118.43841,34.022743,266774,Whole Foods Market 10045,11666 National Blvd,,Los Angeles,CA,90064,3802,LOS ANGELES,Super Store,34.022743,-118.43841,,,1255
-118.32665,34.08432,267127,Pavilions 2229,727 Vine St,,Los Angeles,CA,90038,3713,LOS ANGELES,Supermarket,34.08432,-118.32665,,,1283
-117.75532,34.062286,247245,POMONA HAPPY MARKET,445 W Holt Ave,,Pomona,CA,91768,3602,LOS ANGELES,Convenience Store,34.062286,-117.75532,,,1362
-118.33871,34.062084,247655,7-ELEVEN 18406C,5000 Wilshire Blvd,,Los Angeles,CA,90036,4315,LOS ANGELES,Convenience Store,34.062084,-118.33871,,,1399
-118.60397,34.168476,248049,Ralphs Fresh Fare 81,21909 Ventura Blvd,,Woodland Hills,CA,91364,1725,LOS ANGELES,Super Store,34.168476,-118.60397,,,1441
-118.288,33.727699,248069,STANLEY'S LIQUOR JR. MARKET,1803 S Pacific Ave,,San Pedro,CA,90731,5426,LOS ANGELES,Convenience Store,33.727699,-118.288,,,1443
-118.41435,34.193909,248092,HAIG'S KABOB HOUSE,12912 Vanowen St,,North Hollywood,CA,91605,4825,LOS ANGELES,Grocery Store,34.193909,-118.41435,,,1447
-118.16513,33.782623,272607,LEE HENG MARKET,2211 E Anaheim St,,Long Beach,CA,90804,3444,LOS ANGELES,Other,33.782623,-118.16513,,,1627
-118.32166,34.043598,267468,SHOW PLACE LIQUOR,3401 W Venice Blvd,,Los Angeles,CA,90019,6116,LOS ANGELES,Convenience Store,34.043598,-118.32166,,,1744
-118.37967,33.887447,272128,Trader Joe's 34,1821 Manhattan Beach Blvd,,Manhattan Beach,CA,90266,6221,LOS ANGELES,Supermarket,33.887447,-118.37967,,,1804
-118.4603,34.024395,267812,99 CENTS ONLY STORES  35,2801 Pico Blvd,,Santa Monica,CA,90405,1919,LOS ANGELES,Other,34.024395,-118.4603,,,1821
-118.2902,34.17168,267881,JONS MARKET 9,1717 W Glenoaks Blvd,,Glendale,CA,91201,1815,LOS ANGELES,Supermarket,34.17168,-118.2902,,,1836
-118.11649,33.847389,268013,99 CENTS ONLY STORES  58,4929 Woodruff Ave,,Lakewood,CA,90713,1525,LOS ANGELES,Other,33.847389,-118.11649,,,1852
-118.43119,34.207073,268084,MICHAEL'S MARKET,7510 Woodman Ave,,Van Nuys,CA,91405,    ,LOS ANGELES,Convenience Store,34.207073,-118.43119,,,1866
-118.29158,33.993973,272504,Poblano Market,5315 S Vermont Ave,,Los Angeles,CA,90037,3529,LOS ANGELES,Other,33.993973,-118.29158,,,1886
-118.30878,33.877602,235191,Casino Liquor,16924 S Western Ave,,Gardena,CA,90247,5220,LOS ANGELES,Convenience Store,33.877602,-118.30878,,,1907
-118.49199,34.193962,235195,LOUIE'S LIQUOR,16461 Vanowen St,,Van Nuys,CA,91406,4730,LOS ANGELES,Convenience Store,34.193962,-118.49199,,,1908
-118.35528,34.090855,235550,7-ELEVEN 24131 B,7609 Santa Monica Blvd,,West Hollywood,CA,90046,6408,LOS ANGELES,Convenience Store,34.090855,-118.35528,,,1939
-118.55466,34.03949,236135,VONS 2266,17380 W Sunset Blvd,,Pacific Palisades,CA,90272,4102,LOS ANGELES,Supermarket,34.03949,-118.55466,,,1980
-118.42983,33.998829,236304,VONS 2270,4030 S Centinela Ave,,Los Angeles,CA,90066,4907,LOS ANGELES,Supermarket,33.998829,-118.42983,,,1995
-118.43743,34.035854,283837,SMART & FINAL 395,11221 W Pico Blvd,,Los Angeles,CA,90064,1714,LOS ANGELES,Super Store,34.035854,-118.43743,,,2051
-117.96302,34.010185,287632,99 Cents Only Stores 193,1120 S Hacienda Blvd,,Hacienda Heights,CA,91745,2230,LOS ANGELES,Other,34.010185,-117.96302,,,2143
-118.33968,34.184593,287694,RALPHS  648,2600 W Victory Blvd,,Burbank,CA,91505,1670,LOS ANGELES,Super Store,34.184593,-118.33968,,,2182
-118.26521,33.94717,285825,FARM FRESH DAIRY,9803 Avalon Blvd,,Los Angeles,CA,90003,4314,LOS ANGELES,Convenience Store,33.94717,-118.26521,,,2229
-118.44408,34.06258,286372,Ralphs Fresh Fare 759,10861 Weyburn Ave,,Los Angeles,CA,90024,2957,LOS ANGELES,Super Store,34.06258,-118.44408,,,2295
-118.17687,34.056038,287751,ALVAREZ BAKERY,4125 City Terrace Dr,,Los Angeles,CA,90063,1106,LOS ANGELES,Specialty Store,34.056038,-118.17687,,,2318
-118.1453,33.902107,287875,Walmart 2110,14501 LAKEWOOD BLVD,,PARAMOUNT,CA,90723,    ,LOS ANGELES,Super Store,33.902107,-118.1453,,,2399
-118.27385,33.941292,284738,B & B MARKET,10420 S Main St,,Los Angeles,CA,90003,4626,LOS ANGELES,Grocery Store,33.941292,-118.27385,,,2413
-118.458,34.186607,238780,Los 3 Potrillos Carniceria,14920 Victory Blvd,,Van Nuys,CA,91411,1805,LOS ANGELES,Grocery Store,34.186607,-118.458,,,2444
-117.99387,34.078533,239769,El Mercado Del Pueblo,12760 Ramona Blvd,,Baldwin Park,CA,91706,3627,LOS ANGELES,Grocery Store,34.078533,-117.99387,,,2486
-118.29753,34.069004,239773,ASIAN MART,3732 W 3rd St,,Los Angeles,CA,90020,2305,LOS ANGELES,Grocery Store,34.069004,-118.29753,,,2493
-118.19363,33.898201,286453,Kathy's Bakery,14815 S Atlantic Ave,,Compton,CA,90221,3003,LOS ANGELES,Specialty Store,33.898201,-118.19363,,,2664
-118.27209,34.10733,286613,Trader Joe's 17,2738 Hyperion Ave,,Los Angeles,CA,90027,3002,LOS ANGELES,Supermarket,34.10733,-118.27209,,,2683
-118.56497,34.172321,286709,99 Cents Only Store 87,19836 Ventura Blvd,,Woodland Hills,CA,91364,2661,LOS ANGELES,Other,34.172321,-118.56497,,,2690
-118.25303,33.978348,287237,Star Market,1258 E 68th St,,Los Angeles,CA,90001,1631,LOS ANGELES,Convenience Store,33.978348,-118.25303,,,2747
-118.23026,33.97604,287433,FOOD 4 LESS 321,6920 Santa Fe Ave,,Huntington Park,CA,90255,3908,LOS ANGELES,Super Store,33.97604,-118.23026,,,2762
-118.29659,33.872753,240227,99 Ranch Market 6,1340 W Artesia Blvd,,Gardena,CA,90248,3370,LOS ANGELES,Super Store,33.872753,-118.29659,,,2822
-118.09837,34.16869,240410,7-ELEVEN 25293 A,1319 N Altadena Dr,,Pasadena,CA,91107,1431,LOS ANGELES,Convenience Store,34.16869,-118.09837,,,2842
-118.55851,34.378643,238217,99 CENTS ONLY STORES 60,24200 Lyons Ave,,Newhall,CA,91321,2343,LOS ANGELES,Other,34.378643,-118.55851,,,2901
-118.20409,34.073784,258763,CONCHITA MARKET,3432 N Broadway,,Los Angeles,CA,90031,2832,LOS ANGELES,Convenience Store,34.073784,-118.20409,,,3006
-118.18827,34.136333,258816,VONS 2655,7311 N Figueroa St,,Los Angeles,CA,90041,2512,LOS ANGELES,Supermarket,34.136333,-118.18827,,,3011
-118.18468,33.841644,258998,VONS 3519,4550 Atlantic Ave,,Long Beach,CA,90807,1513,LOS ANGELES,Supermarket,33.841644,-118.18468,,,3028
-118.36572,34.224586,226214,7-ELEVEN 13834B,8475 Sunland Blvd,,Sun Valley,CA,91352,3437,LOS ANGELES,Convenience Store,34.224586,-118.36572,,,3121
-118.42455,34.26836,232008,SMART & FINAL 372,10893 San Fernando Rd,,Pacoima,CA,91331,2629,LOS ANGELES,Super Store,34.26836,-118.42455,,,3206
-118.14136,33.928478,261140,CIRCLE M MINI MARKET,12142 Downey Ave,,Downey,CA,90242,2534,LOS ANGELES,Convenience Store,33.928478,-118.14136,,,3343
-118.19077,33.888737,261464,LOS DOS HERMANOS,4618 E Alondra Blvd,# 24,Compton,CA,90221,3749,LOS ANGELES,Grocery Store,33.888737,-118.19077,,,3377
-118.36698,33.900181,259813,FOOD 4 LESS  313,14500 Ocean Gate Ave,,Hawthorne,CA,90250,6745,LOS ANGELES,Super Store,33.900181,-118.36698,,,3413
-118.26523,34.001968,262078,JENNY BAKERY,4518 Avalon Blvd,,Los Angeles,CA,90011,5629,LOS ANGELES,Convenience Store,34.001968,-118.26523,,,3447
-117.82687,34.116665,230754,Walmart 1941,1950 Auto Centre Dr,,Glendora,CA,91740,6700,LOS ANGELES,Super Store,34.116665,-117.82687,,,3634
-118.30916,33.929821,231039,Food 4 Less 399,11407 S Western Ave,,Los Angeles,CA,90047,5002,LOS ANGELES,Super Store,33.929821,-118.30916,,,3747
-118.1349,34.1059,231240,RALPHS 21,1745 Garfield Ave,,South Pasadena,CA,91030,4923,LOS ANGELES,Super Store,34.1059,-118.1349,,,3770
-118.57977,34.257908,226678,Trader Joe's 184,10330 Mason Ave,,Chatsworth,CA,91311,3305,LOS ANGELES,Supermarket,34.257908,-118.57977,,,3847
-118.1763,33.81913,226843,EDDIE'S LIQUOR & JR MARKET,3400 Orange Ave,,Long Beach,CA,90807,4827,LOS ANGELES,Convenience Store,33.81913,-118.1763,,,3861
-118.69308,34.0336,260107,Ralphs Fresh Fare 731,23841 Malibu Rd,,Malibu,CA,90265,4644,LOS ANGELES,Super Store,34.0336,-118.69308,,,3934
-118.36454,34.148296,260111,99 CENTS ONLY STORES  40,4304 Lankershim Blvd,,North Hollywood,CA,91602,2752,LOS ANGELES,Other,34.148296,-118.36454,,,3935
-118.33942,33.938808,260342,RICHARD'S MARKET,3757 W 107th St,,Inglewood,CA,90303,1933,LOS ANGELES,Convenience Store,33.938808,-118.33942,,,3962
-118.34415,34.093441,279798,RALPHS 293,1233 N la Brea Ave,,West Hollywood,CA,90038,1023,LOS ANGELES,Super Store,34.093441,-118.34415,,,4005
-118.18771,33.973846,280127,NORTHGATE #10,6801 Atlantic Ave,,Bell,CA,90201,3644,LOS ANGELES,Super Store,33.973846,-118.18771,,The Regents of the Univ. of Calif. San Diego,4035
-118.35277,33.935017,280439,Carniceria Los Tapatios,11045 Hawthorne Blvd,,Lennox,CA,90304,2315,LOS ANGELES,Specialty Store,33.935017,-118.35277,,,4057
-118.20345,33.97971,249657,GUADALUPANA MEAT MARKET INC,3472 Gage Ave,,Bell,CA,90201,2131,LOS ANGELES,Grocery Store,33.97971,-118.20345,,,4109
-117.73897,34.062634,275536,99 CENTS ONLY STORE 82,606 E Holt Ave,,Pomona,CA,91767,5626,LOS ANGELES,Other,34.062634,-117.73897,,,4122
-118.25603,33.993591,275556,Mi Ranchito Meat Market,5400 S Central Ave,,Los Angeles,CA,90011,4728,LOS ANGELES,Grocery Store,33.993591,-118.25603,,,4131
-118.19226,34.040527,279194,El Super 4,3405 E Cesar E Chavez Ave,,Los Angeles,CA,90063,4105,LOS ANGELES,Supermarket,34.040527,-118.19226,,,4171
-118.34977,34.097973,279644,GRANDMA'S DELI,7300 W Sunset Blvd,Ste M,Los Angeles,CA,90046,3429,LOS ANGELES,Grocery Store,34.097973,-118.34977,,,4214
-118.28277,34.007973,279729,BESTWAY LIQUOR,4157 S Figueroa St,,Los Angeles,CA,90037,2038,LOS ANGELES,Convenience Store,34.007973,-118.28277,,,4225
-118.23029,33.9697,277920,LA PERLA MKT,7681 Santa Fe Ave,,Huntington Park,CA,90255,6054,LOS ANGELES,Convenience Store,33.9697,-118.23029,,,4363
-118.28793,33.741741,278484,Guanajuato Meat Market 5,235 S Pacific Ave,,San Pedro,CA,90731,2648,LOS ANGELES,Grocery Store,33.741741,-118.28793,,,4421
-118.10154,34.079613,278541,99 Ranch Market 208,140 W Valley Blvd,,San Gabriel,CA,91776,    ,LOS ANGELES,Super Store,34.079613,-118.10154,,,4429
-118.38107,34.054241,278557,Kabob By Faraj,8678 W Pico Blvd,,Los Angeles,CA,90035,2313,LOS ANGELES,Specialty Store,34.054241,-118.38107,,,4431
-118.4482,34.034092,278618,Ralphs Fresh Fare 210,11727 W Olympic Blvd,,Los Angeles,CA,90064,1202,LOS ANGELES,Super Store,34.034092,-118.4482,,,4439
-118.31712,33.993267,278668,54TH VAN NESS LIQUOR MARKET,2201 W 54th St,,Los Angeles,CA,90043,2607,LOS ANGELES,Convenience Store,33.993267,-118.31712,,,4443
-118.13947,34.710629,281141,SUPER STORE,45549 Beech Ave,,Lancaster,CA,93534,1621,LOS ANGELES,Convenience Store,34.710629,-118.13947,,,4478
-117.92643,34.009357,263995,R-RANCH MARKET #11,17305 Valley Blvd,,La Puente,CA,91744,5653,LOS ANGELES,Supermarket,34.009357,-117.92643,,,4483
-118.32722,33.872978,308407,J'S LIQUOR,3133 Artesia Blvd,,Torrance,CA,90504,2614,LOS ANGELES,Convenience Store,33.872978,-118.32722,,,4546
-118.09428,34.146202,262865,7-ELEVEN 20269C,2717 E Colorado Blvd,,Pasadena,CA,91107,4369,LOS ANGELES,Convenience Store,34.146202,-118.09428,,,4635
-118.44987,34.227131,308596,Tapalchulteca,8640 Van Nuys Blvd,,Panorama City,CA,91402,2913,LOS ANGELES,Other,34.227131,-118.44987,,,4650
-118.5234,34.257938,276045,7-ELEVEN 32696 A,10325 Zelzah Ave,,Porter Ranch,CA,91326,3507,LOS ANGELES,Convenience Store,34.257938,-118.5234,,,4652
-118.45872,34.303341,274916,VALLARTA SUPERMARKET 7,12881 Bradley Ave,,Sylmar,CA,91342,3828,LOS ANGELES,Super Store,34.303341,-118.45872,,,4656
-118.02694,33.942268,274927,Stater Bros. Markets 15,14212 Mulberry Dr,,Whittier,CA,90604,1204,LOS ANGELES,Supermarket,33.942268,-118.02694,,,4662
-118.25543,33.916416,274954,SMART & FINAL 341,1125 E El Segundo Blvd,,Los Angeles,CA,90059,3101,LOS ANGELES,Super Store,33.916416,-118.25543,,,4695
-118.19054,34.046009,308679,XENNA'S MARKET,3318 Blanchard St,,Los Angeles,CA,90063,3840,LOS ANGELES,Convenience Store,34.046009,-118.19054,,,4705
-118.11603,33.847107,275032,RALPH'S GROCERY COMPANY 165,5951 Del Amo Blvd,,Lakewood,CA,90713,1999,LOS ANGELES,Super Store,33.847107,-118.11603,,,4738
-118.4206,34.247841,276281,Superior Grocers 111,9801 Laurel Canyon Blvd,,Pacoima,CA,91331,4039,LOS ANGELES,Supermarket,34.247841,-118.4206,,,4800
-118.33032,33.945499,276294,Walgreens 06974,3331 W Century Blvd,,Inglewood,CA,90303,1366,LOS ANGELES,Other,33.945499,-118.33032,,,4821
-118.21622,33.908298,249522,Satellite Market,1739 N Santa Fe Ave,,Compton,CA,90221,1007,LOS ANGELES,Convenience Store,33.908298,-118.21622,,,4856
-118.11306,34.164761,275430,Garos Basturma,1082 N Allen Ave,,Pasadena,CA,91104,3203,LOS ANGELES,Grocery Store,34.164761,-118.11306,,,4944
-118.36109,33.901848,263778,CVS Pharmacy 5809,4775 W Rosecrans Ave,,Hawthorne,CA,90250,6842,LOS ANGELES,Other,33.901848,-118.36109,,,4990
-118.02172,34.052345,232544,Riveras Meat Market,2514 Durfee Ave,Ste B,El Monte,CA,91732,3709,LOS ANGELES,Specialty Store,34.052345,-118.02172,,,5066
-118.18626,34.040493,232602,Superior Grocers 113,3600 E Cesar E Chavez Ave,,Los Angeles,CA,90063,2217,LOS ANGELES,Supermarket,34.040493,-118.18626,,,5071
-118.2048,33.960049,291777,7-ELEVEN 18517 D,3507 Liberty Blvd,,South Gate,CA,90280,2419,LOS ANGELES,Convenience Store,33.960049,-118.2048,,,5130
-118.62347,34.192383,291916,Trader Joe's 50,6751 Fallbrook Ave,,West Hills,CA,91307,3948,LOS ANGELES,Supermarket,34.192383,-118.62347,,,5142
-118.31876,34.188244,291955,RALPHS 712,1100 N San Fernando Blvd,,Burbank,CA,91504,4330,LOS ANGELES,Super Store,34.188244,-118.31876,,,5146
-118.11113,34.102386,292192,7-Eleven 23289B,805 W Las Tunas Dr,,San Gabriel,CA,91776,1070,LOS ANGELES,Convenience Store,34.102386,-118.11113,,,5164
-118.2009,34.108566,292613,La Tropicana Market Inc.,5200 Monte Vista St,,Los Angeles,CA,90042,4015,LOS ANGELES,Grocery Store,34.108566,-118.2009,,,5172
-118.1697,34.111748,232938,FOREMOST LIQUOR MARKET,301 Monterey Rd,,South Pasadena,CA,91030,3524,LOS ANGELES,Convenience Store,34.111748,-118.1697,,,5284
-118.54516,34.220551,312659,7-Eleven 13891 G,18916 Roscoe Blvd,,Northridge,CA,91324,4418,LOS ANGELES,Convenience Store,34.220551,-118.54516,,,5406
-117.88269,34.128826,233125,Stater Bros. Markets 57,1145 E Alosta Ave,,Azusa,CA,91702,2740,LOS ANGELES,Supermarket,34.128826,-117.88269,,,5489
-118.01201,34.140186,233144,Trader Joe's 112,604 W Huntington Dr,,Monrovia,CA,91016,3206,LOS ANGELES,Supermarket,34.140186,-118.01201,,,5513
-118.05327,34.10767,312869,CVS Pharmacy 5170,9952 Las Tunas Dr,,Temple City,CA,91780,2212,LOS ANGELES,Other,34.10767,-118.05327,,,5541
-117.92793,34.009651,312930,ENSENADA MEAT,17259 Valley Blvd,,La Puente,CA,91744,5658,LOS ANGELES,Grocery Store,34.009651,-117.92793,,,5588
-118.3092,34.087872,233395,SMART & FINAL 363,939 N Western Ave,,Los Angeles,CA,90029,3246,LOS ANGELES,Super Store,34.087872,-118.3092,,,5687
-118.02172,34.052345,313193,Ted's Quality Market,2514 Durfee Ave,,El Monte,CA,91732,3709,LOS ANGELES,Convenience Store,34.052345,-118.02172,,,5728
-118.25808,34.12867,309765,VONS 2254,311 W Los Feliz Rd,,Glendale,CA,91204,2513,LOS ANGELES,Supermarket,34.12867,-118.25808,,,5750
-118.34793,34.097973,309796,SHALOM PRODUCE INC.,7222 W Sunset Blvd,,Los Angeles,CA,90046,3406,LOS ANGELES,Grocery Store,34.097973,-118.34793,,,5781
-118.20769,33.888577,294420,99 CENTS ONLY STORES  197,1320 E Alondra Blvd,,Compton,CA,90221,4402,LOS ANGELES,Other,33.888577,-118.20769,,,5885
-118.40967,34.201267,233796,99 CENTS ONLY STORES  61,12711 Sherman Way,,North Hollywood,CA,91605,5032,LOS ANGELES,Other,34.201267,-118.40967,,,5948
-118.26749,34.020203,381881,MAPLE LIQUOR MARKET,3000 Maple Ave,,Los Angeles,CA,90011,1924,LOS ANGELES,Convenience Store,34.020203,-118.26749,,,6016
-118.33941,34.040424,333004,PICKFORD MARKET,4566 Pickford St,,Los Angeles,CA,90019,5817,LOS ANGELES,Grocery Store,34.040424,-118.33941,GusNIP,California Department of Food and Agriculture,6066
-118.13232,34.168861,333120,FOOD 4 LESS 327,1329 N Lake Ave,,Pasadena,CA,91104,2895,LOS ANGELES,Super Store,34.168861,-118.13232,,,6078
-117.90786,34.07711,379789,STATER BROS. MARKETS 106,375 N Azusa Ave,,West Covina,CA,91791,1346,LOS ANGELES,Supermarket,34.07711,-117.90786,,,6135
-118.19368,33.811417,313705,PACIFIC MARKET,2990 Pacific Ave,,Long Beach,CA,90806,1417,LOS ANGELES,Convenience Store,33.811417,-118.19368,,,6138
-117.90813,34.050442,331447,7-ELEVEN 29939 B,1347 S Azusa Ave,,West Covina,CA,91791,    ,LOS ANGELES,Convenience Store,34.050442,-117.90813,,,6148
-118.23682,34.222294,382000,Ralphs Fresh Fare 1,2675 Foothill Blvd,,La Crescenta,CA,91214,3511,LOS ANGELES,Super Store,34.222294,-118.23682,,,6169
-118.00621,33.948807,382283,Trader Joe's 48,15025 Whittier Blvd,,Whittier,CA,90603,2066,LOS ANGELES,Supermarket,33.948807,-118.00621,,,6194
-118.30166,34.057682,382642,JONS MARKET 3,3334 W 8th St,,Los Angeles,CA,90005,2435,LOS ANGELES,Supermarket,34.057682,-118.30166,,,6213
-118.22057,33.955616,382749,ELIZABETH BAKERY,2828 Firestone Blvd,,South Gate,CA,90280,    ,LOS ANGELES,Specialty Store,33.955616,-118.22057,,,6225
-117.73678,34.058125,379813,JAY'S LIQUOR,1006 E 2nd St,,Pomona,CA,91766,2110,LOS ANGELES,Convenience Store,34.058125,-117.73678,,,6361
-118.2429,34.154797,314997,VONS 1707,561 N Glendale Ave,,Glendale,CA,91206,3307,LOS ANGELES,Supermarket,34.154797,-118.2429,,,6369
-118.16776,33.775276,315015,7-ELEVEN 16569 C,1994 E 7th St,,Long Beach,CA,90813,5105,LOS ANGELES,Convenience Store,33.775276,-118.16776,,,6378
-118.26555,34.135647,313984,V & V ARMASH PRODUCE,541 W Garfield Ave,,Glendale,CA,91204,1801,LOS ANGELES,Grocery Store,34.135647,-118.26555,,,6415
-118.3959,33.896004,314491,Ralphs Fresh Fare 166,2700 N Sepulveda Blvd,,Manhattan Beach,CA,90266,2726,LOS ANGELES,Super Store,33.896004,-118.3959,,,6458
-118.24522,34.003902,314671,GUMBO MARKET,1610 E Vernon Ave,,Los Angeles,CA,90011,3851,LOS ANGELES,Convenience Store,34.003902,-118.24522,,,6473
-118.27831,34.009087,331581,UNO PRODUCE MARKET,4100 S Broadway,,Los Angeles,CA,90037,2221,LOS ANGELES,Supermarket,34.009087,-118.27831,,,6493
-118.55642,34.412975,273350,Whole Foods Market 10178,24130 Valencia Blvd,,Santa Clarita,CA,91355,5392,LOS ANGELES,Super Store,34.412975,-118.55642,,,6587
-117.97782,34.041073,331836,NELSON PRODUCE MARKET,14240 Nelson Ave,,City of Industry,CA,91746,2641,LOS ANGELES,Grocery Store,34.041073,-117.97782,,,6644
-118.35062,34.062378,380136,Ralphs Fresh Fare 289,5601 Wilshire Blvd,,Los Angeles,CA,90036,3701,LOS ANGELES,Super Store,34.062378,-118.35062,,,6696
-118.0715,33.831371,273766,FOOD 4 LESS 775,12222 Carson St,,Hawaiian Gardens,CA,90716,1602,LOS ANGELES,Super Store,33.831371,-118.0715,,,6735
-118.3479,33.930935,380469,SNAPPY FOOD MART & LIQUOR,4172 W Imperial Hwy,,Inglewood,CA,90304,2913,LOS ANGELES,Convenience Store,33.930935,-118.3479,,,6949
-118.59777,34.257298,381642,RALPHS 710,21431 Devonshire St,,Chatsworth,CA,91311,2935,LOS ANGELES,Super Store,34.257298,-118.59777,,,6980
-118.29473,33.822689,298430,MEYLER MARKET,22438 Meyler St,,Torrance,CA,90502,2338,LOS ANGELES,Convenience Store,33.822689,-118.29473,,,7030
