,tract,census tract,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length,Total Woman 15-50,Women with births 12 Months,Total Population,Birth Rate,Fertility Rate,Low Birth Weight,Low Birth Weight Pctl,Average income,Grocery Store Access,Grocery Store Access Percent
0,6037191710,06037191710,District 3,Los Angeles - Melrose,SPA 4 - Metro,4617,7627194.529,13209.02715,610,24,2576,0.009316770186,0.0393442623,5.73,69.53,27254,0,0
0,6037191720,06037191720,District 3,Los Angeles - Melrose,SPA 4 - Metro,4618,2845306.476,6946.316352,768,0,3534,0,0,6.25,79.73,33106,0,0
0,6037191810,06037191810,District 3,Los Angeles - Melrose,SPA 4 - Metro,4619,4350630.715,9234.497787,977,46,3028,0.01519154557,0.04708290686,4.98,51.82,48584,0,0
0,6037191820,06037191820,District 3,Los Angeles - Melrose,SPA 4 - Metro,4620,4356997.034,9240.099245,1256,89,3279,0.02714242147,0.07085987261,4.76,45.87,65469,0,0
0,6037191901,06037191901,District 3,Los Angeles - Melrose,SPA 4 - Metro,4621,8323634.666,11867.31917,1436,0,3563,0,0,2.05,2.22,51391,0,0
0,6037191902,06037191902,District 3,Los Angeles - Melrose,SPA 4 - Metro,4622,7818740.748,11569.20775,795,24,2961,0.008105369807,0.03018867925,1.41,0.54,89583,0,0
0,6037192001,06037192001,District 3,Los Angeles - Melrose,SPA 4 - Metro,4623,5713216.985,11592.71507,528,22,2574,0.008547008547,0.04166666667,3.3,12.97,73322,0,0
0,6037192002,06037192002,District 3,Los Angeles - Melrose,SPA 4 - Metro,4624,9235858.898,12792.96101,626,0,2550,0,0,5.62,67.37,120475,0,0
0,6037192300,06037192300,District 3,Los Angeles - Melrose,SPA 4 - Metro,4625,9456509.244,12470.62227,647,28,2863,0.0097799511,0.04327666151,3.37,14.01,84924,0,0
0,6037192410,06037192410,District 3,Los Angeles - Melrose,SPA 4 - Metro,4712,7360628.904,10853.93426,1279,15,3573,0.004198152813,0.01172791243,4.01,26.87,87302,0,0
0,6037192420,06037192420,District 3,Los Angeles - Melrose,SPA 4 - Metro,4713,3494301.186,7935.384087,1075,0,3645,0,0,5.21,57.72,58784,0,0
0,6037192510,06037192510,District 3,Los Angeles - Melrose,SPA 4 - Metro,4714,3676220.52,8083.487154,963,73,3508,0.02080957811,0.07580477674,8.33,97.66,54688,0,0
0,6037192520,06037192520,District 3,Los Angeles - Melrose,SPA 4 - Metro,4715,3307689.511,7772.457267,1490,38,4326,0.008784096163,0.0255033557,5.95,74.22,48110,0,0
0,6037192610,06037192610,District 3,Los Angeles - Melrose,SPA 4 - Metro,4716,4469637.643,9148.63121,1119,31,4149,0.007471679923,0.02770330652,5.18,57.1,44045,0,0
0,6037192620,06037192620,District 3,Los Angeles - Melrose,SPA 4 - Metro,4717,2621282.093,7268.933306,903,36,3260,0.01104294479,0.03986710963,7.51,93.92,41553,0,0
0,6037192700,06037192700,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4718,5724862.038,9589.41664,919,33,3550,0.009295774648,0.0359085963,4.02,27.12,50430,0,0
0,6037194101,06037194101,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,4719,27180830.03,31075.05626,687,22,3236,0.006798516687,0.03202328967,4.32,34.18,92434,774,0.2504044
0,6037194102,06037194102,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,4720,37645454.39,34914.69752,498,4,3462,0.001155401502,0.008032128514,2.23,2.95,100515,1502,0.434355119
0,6037194200,06037194200,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4721,28373047.38,25984.2625,711,23,3596,0.006395995551,0.0323488045,4.33,34.39,190671,490,0.136566332
0,6037194300,06037194300,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4722,26227895.59,30785.97294,457,32,2972,0.01076716016,0.07002188184,4.35,34.77,228836,1367,0.451304061
0,6037194401,06037194401,District 3,Los Angeles - Melrose,SPA 4 - Metro,4723,5154787.685,9246.950612,842,0,2559,0,0,1.92,1.68,89657,0,0
0,6037194402,06037194402,District 3,Los Angeles - Melrose,SPA 4 - Metro,4724,6337662.805,14182.45849,995,42,3146,0.01335028608,0.04221105528,5.77,70.36,83485,0,0
0,6037194500,06037194500,District 3,Los Angeles - Melrose,SPA 4 - Metro,4725,7266523.675,14479.90367,578,29,2347,0.0123561994,0.05017301038,4.02,27.12,105959,0,0
0,6037195100,06037195100,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4726,20453803.89,21319.03327,897,0,4974,0,0,2.25,3.07,131745,0,0
0,6037195201,06037195201,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4727,6368770.976,13708.09692,852,7,3080,0.002272727273,0.008215962441,3.75,21.08,96696,0,0
0,6037195202,06037195202,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4728,9353385.49,14469.56877,843,27,3194,0.008453350031,0.03202846975,2.52,4.71,126458,0,0
0,6037195300,06037195300,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4729,6250975.548,11070.14042,847,29,3070,0.009446254072,0.03423848878,2.78,6.79,77525,0,0
0,6037195400,06037195400,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4730,10992588.21,16204.9071,1056,54,4244,0.01272384543,0.05113636364,4.73,44.77,101149,0,0
0,6037195500,06037195500,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4731,13164198.9,19218.2547,1536,79,4991,0.01582849128,0.05143229167,5.62,67.37,97610,0,0
0,6037195600,06037195600,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4732,5712584.264,10997.16684,839,28,3056,0.009162303665,0.03337306317,4.5,38.71,53145,0,0
0,6037195710,06037195710,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4733,5192040.212,9745.730029,1379,105,3939,0.02665651181,0.07614213198,4.65,42.52,60359,0,0
0,6037195720,06037195720,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4734,3067002.278,8340.768198,501,32,1896,0.01687763713,0.06387225549,7.24,91.98,51518,0,0
0,6037195802,06037195802,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4735,4341880.869,9929.551367,769,45,2744,0.01639941691,0.05851755527,7.14,91.28,59464,0,0
0,6037195803,06037195803,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4736,4074198.948,9002.277082,721,41,2457,0.01668701669,0.05686546463,4.49,38.49,85234,0,0
0,6037195804,06037195804,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,4737,3621379.552,7702.845186,705,70,2459,0.02846685645,0.09929078014,5.84,71.79,54459,0,0
0,6037195901,06037195901,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4738,3167895.595,7993.588992,806,24,2248,0.01067615658,0.02977667494,6.31,80.51,64821,0,0
0,6037195902,06037195902,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4739,3659790.434,8148.34835,415,42,1848,0.02272727273,0.1012048193,4.3,33.73,103438,0,0
0,6037195903,06037195903,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4740,2560973.891,6617.766511,665,17,1988,0.008551307847,0.02556390977,4.1,28.96,60313,0,0
0,6037197200,06037197200,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4741,8254417.317,14769.06805,977,27,3287,0.008214177061,0.02763561924,3.3,12.97,62612,0,0
0,6037197300,06037197300,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4742,6852261.595,14683.68498,1110,30,3650,0.008219178082,0.02702702703,6.25,79.73,86326,0,0
0,6037197410,06037197410,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4743,14961791.12,17855.05973,1068,22,3707,0.005934718101,0.02059925094,5.93,73.76,86414,0,0
0,6037197420,06037197420,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4744,6662696.074,11589.35682,1331,43,3376,0.01273696682,0.03230653644,5.5,64.47,83400,0,0
0,6037197500,06037197500,District 1,Los Angeles - Echo Park,SPA 4 - Metro,4745,6903041.98,10403.77306,1295,39,3973,0.009816259753,0.03011583012,4.67,43.08,75276,0,0
0,6037197600,06037197600,District 1,Los Angeles - Angelino Heights,SPA 4 - Metro,4746,4213783.379,10380.06474,576,24,2431,0.009872480461,0.04166666667,5.23,58.2,77308,0,0
0,6037197700,06037197700,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,4747,7539991.258,13637.86331,1545,16,4565,0.003504928806,0.01035598706,6.96,89.4,52250,0,0
0,6037199001,06037199001,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4748,2823832.105,7991.60286,477,60,2552,0.02351097179,0.1257861635,0,0,50679,0,0
0,6037199002,06037199002,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4749,14153143.55,20590.57379,836,31,2913,0.01064194988,0.03708133971,0,0,62390,0,0
0,6037199110,06037199110,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4750,9922886.959,13487.68986,554,16,2377,0.006731173748,0.02888086643,5.81,71.26,62837,0,0
0,6037199120,06037199120,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4751,10366630.68,16430.64353,1044,68,3777,0.01800370665,0.06513409962,4.01,26.87,33750,0,0
0,6037199201,06037199201,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4752,4272810.895,8743.52631,958,13,3584,0.003627232143,0.01356993737,7.97,96.29,51250,0,0
0,6037199202,06037199202,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4753,10262323.06,17337.62623,676,58,2785,0.02082585278,0.08579881657,5.53,65.18,55799,0,0
0,6037199300,06037199300,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,4754,27667373.48,30528.99057,940,29,3545,0.008180535966,0.03085106383,5.59,66.64,102000,0,0
0,6037199400,06037199400,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4755,7705435.548,16525.89308,1093,50,4470,0.01118568233,0.04574565416,7.11,90.89,49449,0,0
0,6037216401,06037216401,District 3,Los Angeles - South Carthay,SPA 5 - West,2795,4453771.929,8573.050905,1143,33,4165,0.007923169268,0.02887139108,4.07,28.36,86504,0,0
0,6037216402,06037216402,District 3,Los Angeles - South Carthay,SPA 5 - West,2796,2454486.62,6352.559841,740,45,2644,0.01701966717,0.06081081081,5.69,68.71,79583,0,0
0,6037217001,06037217001,District 3,Los Angeles - Crestview,SPA 5 - West,2930,5932737.093,10781.49167,656,53,2863,0.0185120503,0.08079268293,4.29,33.44,105532,0,0
0,6037217002,06037217002,District 3,Los Angeles - Crestview,SPA 5 - West,2931,8310430.762,11537.25747,1511,30,5084,0.00590086546,0.01985440106,3.75,21.08,98265,0,0
0,6037700600,06037700600,District 3,City of Beverly Hills,SPA 5 - West,3555,61159774.47,45106.84674,1023,12,5032,0.002384737679,0.01173020528,3.74,20.89,173672,1729,0.312319364
0,6037700700,06037700700,District 3,City of Beverly Hills,SPA 5 - West,3556,37897052.82,31200.99347,507,13,3111,0.004178720669,0.02564102564,6.06,76.44,194154,1690,0.485911443
0,6037700801,06037700801,District 3,City of Beverly Hills,SPA 5 - West,3557,15717383.36,19965.10576,839,13,4941,0.002631046347,0.01549463647,2.31,3.4,80417,0,0
0,6037700802,06037700802,District 3,City of Beverly Hills,SPA 5 - West,3558,7302287.234,14888.34372,803,15,3892,0.003854059609,0.01867995019,2.39,3.7,89398,0,0
0,6037700901,06037700901,District 3,City of Beverly Hills,SPA 5 - West,3559,11377820.65,18770.36986,1249,129,3863,0.03339373544,0.1032826261,4.2,31.33,82857,0,0
0,6037700902,06037700902,District 3,City of Beverly Hills,SPA 5 - West,3560,10288596.88,12917.87842,1741,47,6561,0.007163542143,0.02699597932,3.88,23.92,79037,0,0
0,6037701000,06037701000,District 3,City of Beverly Hills,SPA 5 - West,3561,15201980.04,17530.92091,1052,42,5301,0.00792303339,0.03992395437,3.92,24.76,107695,0,0
0,6037701201,06037701201,District 3,City of Santa Monica,SPA 5 - West,3562,20797737.92,18156.85949,673,61,4228,0.01442762535,0.09063893016,6.38,81.88,209083,45,0.010151139
0,6037701202,06037701202,District 3,City of Santa Monica,SPA 5 - West,3563,4362526.576,9140.208205,856,63,3498,0.0180102916,0.07359813084,4.6,41.15,138857,0,0
0,6037701302,06037701302,District 3,City of Santa Monica,SPA 5 - West,3564,4915205.767,9925.940354,1532,137,4951,0.02767117754,0.08942558747,6.52,83.85,78542,0,0
0,6037701304,06037701304,District 3,City of Santa Monica,SPA 5 - West,3565,21323398.53,20489.18545,1116,66,6462,0.01021355617,0.05913978495,6.12,77.55,127115,0,0
0,6037701402,06037701402,District 3,City of Santa Monica,SPA 5 - West,3566,7457864.641,12197.09515,1334,0,6494,0,0,4.97,51.49,107429,0,0
0,6037701501,06037701501,District 3,City of Santa Monica,SPA 5 - West,3567,6637488.002,12363.0986,1195,86,5283,0.01627862957,0.0719665272,2.99,9.08,126875,0,0
0,6037701502,06037701502,District 3,City of Santa Monica,SPA 5 - West,3568,6589618.769,12353.4412,1034,26,3665,0.007094133697,0.0251450677,3.02,9.51,93590,0,0
0,6037701601,06037701601,District 3,City of Santa Monica,SPA 5 - West,3569,13023655.41,15732.07102,744,8,4175,0.001916167665,0.01075268817,5.51,64.78,136250,0,0
0,6037701602,06037701602,District 3,City of Santa Monica,SPA 5 - West,3570,7119825.181,13111.23926,1275,82,4356,0.01882460973,0.06431372549,5.54,65.36,101648,0,0
0,6037701701,06037701701,District 3,City of Santa Monica,SPA 5 - West,3571,7049752.503,13086.27912,660,17,3543,0.004798193621,0.02575757576,5.79,70.81,67113,0,0
0,6037701702,06037701702,District 3,City of Santa Monica,SPA 5 - West,3572,6507747.254,12303.03064,969,10,3326,0.003006614552,0.01031991744,3.92,24.76,69904,0,0
0,6037701801,06037701801,District 3,City of Santa Monica,SPA 5 - West,3573,20423768.01,19261.62465,1815,92,5973,0.01540264524,0.05068870523,5.59,66.64,66464,0,0
0,6037701802,06037701802,District 3,City of Santa Monica,SPA 5 - West,3574,13452438.07,15254.84606,1439,12,4207,0.002852388876,0.008339124392,5.53,65.18,75020,0,0
0,6037701902,06037701902,District 3,City of Santa Monica,SPA 5 - West,3575,16583120.92,16639.09134,1403,40,5478,0.007301935013,0.028510335,6.67,86.03,68935,0,0
0,6037702002,06037702002,District 3,City of Santa Monica,SPA 5 - West,3576,10473116.6,13179.75352,1482,84,5989,0.01402571381,0.05668016194,4.96,51.31,88375,0,0
0,6037261102,06037261102,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3646,85407661.25,51227.15786,683,69,4072,0.01694499018,0.1010248902,2.24,3.03,164219,3517,0.806281522
0,6037261103,06037261103,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3647,22597179.56,25395.64697,408,30,1880,0.01595744681,0.07352941176,0,0,202266,1088,1
0,6037261104,06037261104,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3648,49580283.87,40730.72615,231,18,1638,0.01098901099,0.07792207792,0,0,217396,2404,0.9995842
0,6037261200,06037261200,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3649,82038321.54,56064.16523,831,12,4329,0.002772002772,0.01444043321,3.52,16.63,178750,1895,0.436937976
0,6037262100,06037262100,District 3,Los Angeles - Bel Air,SPA 5 - West,3650,94268460.67,66231.93803,425,10,3195,0.003129890454,0.02352941176,2.56,5.03,250001,2601,0.725320692
0,6037262200,06037262200,District 3,Los Angeles - Bel Air,SPA 5 - West,3651,92556288.24,51023.03124,1182,7,4553,0.001537447837,0.005922165821,3.75,21.08,173472,2439,0.52171123
0,6037262301,06037262301,District 3,Los Angeles - Brentwood,SPA 5 - West,3652,140668877.1,70786.55679,927,50,2778,0.01799856012,0.05393743258,3.16,10.94,231188,2679,0.97702407
0,6037262302,06037262302,District 3,Los Angeles - Brentwood,SPA 5 - West,3653,33189565.13,31673.58828,556,9,2870,0.003135888502,0.01618705036,3.14,10.75,200781,1551,0.550390348
0,6037262303,06037262303,District 3,Los Angeles - Brentwood,SPA 5 - West,3654,27867591.14,27207.24354,388,0,3157,0,0,4.31,33.95,250001,1711,0.52006079
0,6037262400,06037262400,District 3,Los Angeles - Mandeville Canyon,SPA 5 - West,3655,121143587.9,72274.41007,506,48,3242,0.01480567551,0.09486166008,0,0,250001,2990,0.924837612
0,6037262501,06037262501,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3656,17477545.71,19392.94341,615,49,3741,0.01309810211,0.07967479675,2.67,5.75,246750,0,0
0,6037262601,06037262601,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,3657,39178592.96,34168.35976,528,16,3783,0.004229447528,0.0303030303,5.16,56.61,201094,3577,1
0,6037262604,06037262604,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3658,60968352.43,50692.93846,1146,80,6116,0.01308044474,0.06980802792,0,0,187500,1533,0.251889583
0,6037262704,06037262704,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3659,19521291.02,24493.05013,665,42,3651,0.01150369762,0.06315789474,5.11,55.38,126528,0,0
0,6037262706,06037262706,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3660,23157872.03,21210.20583,580,47,3537,0.01328809726,0.08103448276,0,0,158625,1,0.000280662
0,6037262802,06037262802,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3661,35627253.87,36744.70469,510,32,3907,0.008190427438,0.06274509804,0,0,182042,635,0.169017833
0,6037264000,06037264000,District 3,Los Angeles - Brentwood,SPA 5 - West,3662,20114439.2,22839.60365,521,40,3284,0.01218026797,0.07677543186,10.2,99.64,196250,8,0.00238237
0,6037264102,06037264102,District 3,Los Angeles - Brentwood,SPA 5 - West,3663,4343038.615,10171.08101,947,12,3064,0.003916449086,0.01267159451,5.41,62.39,107228,0,0
0,6037702102,06037702102,District 3,City of Santa Monica,SPA 5 - West,3708,9506242.06,13118.11235,1370,23,6447,0.003567550799,0.01678832117,6.82,87.97,96724,0,0
0,6037702201,06037702201,District 3,City of Santa Monica,SPA 5 - West,3709,12958863.09,15186.02708,1029,0,4475,0,0,3.1,10.26,97642,0,0
0,6037702202,06037702202,District 3,City of Santa Monica,SPA 5 - West,3710,10861256.55,13823.86672,970,0,3890,0,0,3.61,18.4,120268,0,0
0,6037702300,06037702300,District 3,City of Santa Monica,SPA 5 - West,3711,27881109.19,21112.11093,1800,32,6603,0.004846281993,0.01777777778,4.07,28.36,101014,0,0
0,6037702400,06037702400,District 2,City of Culver City,SPA 5 - West,3712,21577030.23,23594.31421,1536,56,4677,0.01197348728,0.03645833333,4.46,37.58,98656,0,0
0,6037702501,06037702501,District 2,City of Culver City,SPA 5 - West,3713,14580560.09,15468.92957,1098,36,4952,0.007269789984,0.03278688525,3.33,13.5,126875,0,0
0,6037702502,06037702502,District 2,City of Culver City,SPA 5 - West,3714,19535183.03,25393.48453,1135,12,4320,0.002777777778,0.01057268722,4.55,39.89,89926,0,0
0,6037702600,06037702600,District 2,City of Culver City,SPA 5 - West,3715,23564257.6,23632.56217,1313,63,6459,0.009753831863,0.04798172125,4.64,42.2,110285,0,0
0,6037702700,06037702700,District 2,City of Culver City,SPA 5 - West,3716,14571730.81,17411.60732,667,21,3798,0.005529225908,0.03148425787,7.36,92.89,122188,0,0
0,6037702801,06037702801,District 2,City of Culver City,SPA 5 - West,3717,12920974.87,14939.81152,1046,16,5272,0.003034901366,0.01529636711,6.31,80.51,84207,0,0
0,6037702802,06037702802,District 2,City of Culver City,SPA 5 - West,3718,6280920.613,15114.50502,600,7,2278,0.003072870939,0.01166666667,5.88,72.85,91743,0,0
0,6037702803,06037702803,District 2,City of Culver City,SPA 5 - West,3719,9086121.841,27321.20754,730,26,2986,0.008707300737,0.03561643836,5.53,65.18,81184,0,0
0,6037702900,06037702900,District 2,Unincorporated - Marina del Rey,SPA 5 - West,3720,40658542.4,25781.56671,3729,200,11373,0.01758550954,0.05363368195,0,0,120437,137,0.015483725
0,6037703002,06037703002,District 2,Unincorporated - Ladera Heights,SPA 5 - West,3721,35357695.67,27551.11384,1652,13,6907,0.001882148545,0.007869249395,4.87,48.77,101264,617,0.092963688
0,6037703003,06037703003,District 2,City of Culver City,SPA 5 - West,3722,21768486.62,25008.23921,1824,99,6037,0.01639887361,0.05427631579,0,0,95613,0,0
0,6037800406,06037800406,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3742,976025588.5,183400.0599,404,28,1673,0.01673640167,0.06930693069,2.47,4.29,149048,0,0
0,6037800410,06037800410,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3743,398549061.5,115553.7696,1606,23,3847,0.005978684689,0.01432129514,5.97,74.52,150469,0,0
0,6037800411,06037800411,District 3,City of Malibu,SPA 5 - West,3744,96023885.2,53070.92375,867,25,2415,0.01035196687,0.02883506344,0,0,170299,896,0.224336505
0,6037800412,06037800412,District 3,City of Malibu,SPA 5 - West,3745,73279113.92,59344.04636,686,0,3437,0,0,0,0,111992,701,0.224176527
0,6037800504,06037800504,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3746,231271325.3,105654.7521,376,0,2261,0,0,4.55,39.89,170458,0,0
0,6037800506,06037800506,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3748,283541147.6,93296.02551,546,53,2954,0.01794177387,0.09706959707,3.31,13.14,180493,0,0
0,6037264103,06037264103,District 3,Los Angeles - Brentwood,SPA 5 - West,3796,2490260.745,7354.991688,979,57,2605,0.02188099808,0.0582226762,3.78,21.62,126538,0,0
0,6037264303,06037264303,District 3,Los Angeles - Brentwood,SPA 5 - West,3797,2261081.603,6586.023665,1233,0,2733,0,0,0,0,116414,0,0
0,6037264304,06037264304,District 3,Los Angeles - Brentwood,SPA 5 - West,3798,2225741.226,7198.827025,988,11,2616,0.004204892966,0.01113360324,0,0,97078,0,0
0,6037264305,06037264305,District 3,Los Angeles - Brentwood,SPA 5 - West,3799,14595887.88,19041.33218,901,167,3712,0.04498922414,0.1853496115,0,0,85493,0,0
0,6037264306,06037264306,District 3,Los Angeles - Brentwood,SPA 5 - West,3800,3884954.243,8953.877187,465,15,2228,0.006732495512,0.03225806452,0,0,94313,0,0
0,6037265100,06037265100,District 3,Los Angeles - Westwood,SPA 5 - West,3801,25359898.28,23623.53091,329,41,2835,0.01446208113,0.1246200608,2.65,5.68,103750,391,0.157091201
0,6037265201,06037265201,District 3,Los Angeles - Westwood,SPA 5 - West,3802,4644328.417,11660.50755,1119,22,2108,0.01043643264,0.01966041108,2.94,8.6,117798,0,0
0,6037265203,06037265203,District 3,Los Angeles - Westwood,SPA 5 - West,3803,3384581.377,8364.391716,444,2,2228,0.0008976660682,0.004504504505,0,0,56656,0,0
0,6037265204,06037265204,District 3,Los Angeles - Westwood,SPA 5 - West,3804,2769406.648,7451.480282,803,0,1182,0,0,0,0,108295,0,0
0,6037265301,06037265301,District 3,Los Angeles - Westwood,SPA 5 - West,3805,17371241.08,20071.7787,7621,0,13527,0,0,0,0,,0,0
0,6037265303,06037265303,District 3,Los Angeles - Westwood,SPA 5 - West,3806,1594116.397,5706.964201,2469,0,4012,0,0,,,29375,0,0
0,6037265304,06037265304,District 3,Los Angeles - Westwood,SPA 5 - West,3807,1394810.988,5790.8978,1568,0,3855,0,0,,,20343,0,0
0,6037265306,06037265306,District 3,Los Angeles - Westwood,SPA 5 - West,3808,961217.959,4565.474167,1212,0,2081,0,0,0,0,15417,0,0
0,6037265307,06037265307,District 3,Los Angeles - Westwood,SPA 5 - West,3809,2468513.828,7795.626288,1074,5,3190,0.001567398119,0.004655493482,0,0,16772,0,0
0,6037265410,06037265410,District 3,Los Angeles - Brentwood,SPA 5 - West,3810,7638860,15973.55043,477,11,1592,0.006909547739,0.02306079665,6.14,77.94,105625,262,0.161828289
0,6037265420,06037265420,District 3,Los Angeles - Westwood,SPA 5 - West,3811,7849221.043,12202.56918,235,14,1887,0.00741918389,0.05957446809,4.24,32.27,200179,643,0.355052457
0,6037265521,06037265521,District 3,Los Angeles - Westwood,SPA 5 - West,3812,1452625.41,5481.341594,650,0,1948,0,0,0,0,51014,0,0
0,6037265522,06037265522,District 3,Los Angeles - Westwood,SPA 5 - West,3813,2667208.061,7734.379654,953,0,2090,0,0,0,0,77348,0,0
0,6037265523,06037265523,District 3,Los Angeles - Westwood,SPA 5 - West,3814,3627106.281,7646.927365,620,54,1884,0.02866242038,0.08709677419,0,0,63594,0,0
0,6037265524,06037265524,District 3,Los Angeles - Westwood,SPA 5 - West,3815,4685379.452,8662.149005,936,23,2751,0.008360596147,0.02457264957,0,0,98906,0,0
0,6037265601,06037265601,District 3,Los Angeles - Westwood,SPA 5 - West,3816,6758653.258,11344.17226,680,0,3140,0,0,3.45,15.36,89844,0,0
0,6037265602,06037265602,District 3,Los Angeles - Westwood,SPA 5 - West,3817,3614948.774,9204.148606,521,47,3318,0.01416515973,0.09021113244,5.06,54.12,104375,0,0
0,6037265701,06037265701,District 3,Los Angeles - Westwood,SPA 5 - West,3818,9188262.399,15334.42196,414,4,2047,0.00195407914,0.009661835749,0,0,95357,0,0
0,6037265702,06037265702,District 3,Los Angeles - Westwood,SPA 5 - West,3819,4106623.735,8615.57387,471,43,2879,0.01493574158,0.09129511677,0,0,91731,0,0
0,6037267101,06037267101,District 3,Los Angeles - Century City,SPA 5 - West,3820,5094799.387,9328.174997,728,42,3142,0.01336728199,0.05769230769,0,0,107664,0,0
0,6037267102,06037267102,District 3,Los Angeles - Century City,SPA 5 - West,3821,6863044.904,10650.81457,914,16,3163,0.005058488776,0.01750547046,0,0,106742,0,0
0,6037267201,06037267201,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3822,6481656.113,10588.18163,710,112,2865,0.03909249564,0.1577464789,0,0,97321,0,0
0,6037267202,06037267202,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3823,6201058.955,10207.76052,1055,114,3470,0.03285302594,0.108056872,0,0,106016,0,0
0,6037267300,06037267300,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3824,4635901.661,8676.108354,1082,43,4408,0.009754990926,0.03974121996,7.47,93.65,79919,0,0
0,6037267403,06037267403,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3825,2520972.807,7862.052938,1171,15,3093,0.004849660524,0.01280956447,6.25,79.73,93367,0,0
0,6037267404,06037267404,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3826,3117365.174,7231.285046,1144,10,3403,0.002938583603,0.008741258741,2.44,3.96,93333,0,0
0,6037267405,06037267405,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3827,2296740.305,6131.808205,926,52,2838,0.01832276251,0.05615550756,0,0,99692,0,0
0,6037267406,06037267406,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3828,2315701.022,6320.039917,639,0,2180,0,0,0,0,97704,0,0
0,6037267502,06037267502,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3829,4726561.771,8729.490095,1102,32,3217,0.009947155735,0.02903811252,3.46,15.49,84315,0,0
0,6037267503,06037267503,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3830,2126539.041,6123.395473,846,18,2112,0.008522727273,0.02127659574,0,0,131250,0,0
0,6037267504,06037267504,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3831,2703197.729,6798.486556,995,57,3482,0.01636990235,0.05728643216,0,0,111383,0,0
0,6037267600,06037267600,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3832,13667713.11,15004.27221,463,20,2709,0.00738279808,0.04319654428,5.14,56.12,65531,0,0
0,6037267700,06037267700,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3833,8734385.959,12174.94339,1047,52,3834,0.01356285863,0.04966571156,5.75,69.99,118333,0,0
0,6037267800,06037267800,District 3,Los Angeles - Rancho Park,SPA 5 - West,3834,12404027.43,14893.81666,742,45,3034,0.01483190508,0.06064690027,4.98,51.82,89246,0,0
