,tract,census tract,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length,Total Woman 15-50,Women with births 12 Months,Total Population,Birth Rate,Fertility Rate,Low Birth Weight,Low Birth Weight Pctl,Average income,Grocery Store Access,Grocery Store Access Percent
0,6037213202,06037213202,District 2,Los Angeles - Koreatown,SPA 4 - Metro,2770,3637201.032,8141.435081,1015,76,3679,0.02065778744,0.07487684729,5.65,67.92,38147,0,0
0,6037213310,06037213310,District 2,Los Angeles - Koreatown,SPA 4 - Metro,2771,3346140.252,7793.971041,733,0,3323,0,0,7.72,95.21,52724,0,0
0,6037213320,06037213320,District 2,Los Angeles - Koreatown,SPA 4 - Metro,2772,3380926.981,7845.38107,600,7,3006,0.002328675981,0.01166666667,6.37,81.7,27127,0,0
0,6037213401,06037213401,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,2773,2108256.961,6326.463376,1162,82,4806,0.01706200583,0.07056798623,3.5,16.22,36333,0,0
0,6037213402,06037213402,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,2774,4220536.427,8304.775772,1510,22,5119,0.004297714397,0.01456953642,4.47,37.88,43603,0,0
0,6037214000,06037214000,District 3,Los Angeles - Melrose,SPA 4 - Metro,2775,10878898.99,13349.83203,787,19,3808,0.004989495798,0.02414231258,4.43,36.66,146923,0,0
0,6037214100,06037214100,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,2776,11954015.66,14119.43583,945,25,4111,0.006081245439,0.02645502646,4.78,46.29,103901,0,0
0,6037214400,06037214400,District 3,Los Angeles - Melrose,SPA 4 - Metro,2777,3705387.516,7957.455978,1201,26,2980,0.008724832215,0.02164862614,4.81,47.1,83314,0,0
0,6037214501,06037214501,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,2778,8104648.127,13972.62344,1159,32,3104,0.01030927835,0.02761000863,4.74,45.06,95861,0,0
0,6037214503,06037214503,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,2779,2452371.028,6833.362906,962,21,3495,0.006008583691,0.02182952183,5.86,72.32,76131,0,0
0,6037214504,06037214504,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,2780,1310617.075,5783.538301,1212,54,3871,0.01394988375,0.04455445545,0,0,67083,0,0
0,6037214505,06037214505,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,2781,1510257.356,6781.700024,558,0,1817,0,0,0,0,63000,0,0
0,6037214600,06037214600,District 3,Los Angeles - Carthay,SPA 4 - Metro,2782,6255496.017,10110.46669,695,46,2600,0.01769230769,0.06618705036,2.94,8.6,113512,0,0
0,6037214700,06037214700,District 3,Los Angeles - Carthay,SPA 4 - Metro,2783,6384452.137,10225.82031,533,12,2731,0.004393994874,0.02251407129,5.46,63.54,107692,0,0
0,6037214800,06037214800,District 3,Los Angeles - Carthay,SPA 4 - Metro,2784,6204448.755,11233.31398,795,60,2843,0.02110446711,0.07547169811,4.55,39.89,100573,0,0
0,6037214902,06037214902,District 3,Los Angeles - Carthay,SPA 4 - Metro,2785,5572430.15,9450.679172,746,81,2668,0.03035982009,0.1085790885,3.28,12.59,101399,0,0
0,6037214903,06037214903,District 3,Los Angeles - Carthay,SPA 4 - Metro,2786,1465902.784,5280.136711,464,0,1542,0,0,0,0,58750,0,0
0,6037214904,06037214904,District 3,Los Angeles - Carthay,SPA 4 - Metro,2787,1828968.399,5357.674288,469,0,1696,0,0,0,0,71036,0,0
0,6037215101,06037215101,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2788,3809331.648,10263.4839,1222,25,2614,0.009563886764,0.02045826514,6.33,80.99,68148,0,0
0,6037215102,06037215102,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2789,2874435.639,7853.989229,1267,11,3123,0.003522254243,0.008681925809,4.07,28.36,76221,0,0
0,6037216100,06037216100,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2790,7258622.613,11137.22826,485,0,2465,0,0,4.85,48.27,120526,0,0
0,6037216201,06037216201,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2791,4885807.69,10090.45657,757,13,2701,0.00481303221,0.01717305152,0,0,102254,0,0
0,6037216202,06037216202,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2792,5435377.364,10155.33577,808,42,2838,0.01479915433,0.05198019802,0,0,91281,0,0
0,6037216301,06037216301,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2793,6049546.787,11309.81632,204,13,1374,0.009461426492,0.0637254902,0,0,,0,0
0,6037216302,06037216302,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,2794,7612845.067,11326.86204,996,46,3551,0.01295409744,0.04618473896,0,0,83417,0,0
0,6037216700,06037216700,District 2,Los Angeles - Crestview,SPA 4 - Metro,2797,8359985.127,11708.38862,980,34,3938,0.008633824276,0.03469387755,3.82,22.4,105455,0,0
0,6037216800,06037216800,District 2,Los Angeles - South Carthay,SPA 4 - Metro,2798,7970666.101,11541.43513,915,38,3566,0.01065619742,0.04153005464,5.26,59.19,111929,0,0
0,6037216901,06037216901,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2799,7529393.079,12049.57402,672,0,2888,0,0,0,0,84102,0,0
0,6037216902,06037216902,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2929,4207215.775,9158.065431,722,11,2331,0.004719004719,0.01523545706,0,0,95337,0,0
0,6037217101,06037217101,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2932,4274959.882,9355.779926,609,1,2520,0.0003968253968,0.001642036125,0,0,85294,0,0
0,6037217102,06037217102,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2933,5389199.599,9500.850443,840,46,2930,0.0156996587,0.05476190476,0,0,67212,0,0
0,6037217200,06037217200,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2934,9910637.518,15000.92524,893,31,3887,0.00797530229,0.03471444569,5.47,63.77,60250,0,0
0,6037218110,06037218110,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2935,6462720.51,12750.58451,992,53,3120,0.01698717949,0.05342741935,3.94,25.21,39335,0,0
0,6037218120,06037218120,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2936,4789315.242,8883.841242,1028,31,4250,0.007294117647,0.03015564202,5.85,72.08,33902,0,0
0,6037218210,06037218210,District 2,Los Angeles - St Elmo Village,SPA 4 - Metro,2937,4174755.21,8767.262446,920,11,3951,0.00278410529,0.01195652174,5.83,71.64,38207,0,0
0,6037218220,06037218220,District 2,Los Angeles - Lafayette Square,SPA 4 - Metro,2938,7202036.963,11673.24427,782,16,4123,0.003880669415,0.02046035806,5.25,58.79,73455,0,0
0,6037218300,06037218300,District 2,Los Angeles - Cloverdale/Cochran,SPA 4 - Metro,2939,9721211.265,17303.9296,1504,55,5206,0.010564733,0.03656914894,5.3,59.76,59149,0,0
0,6037221110,06037221110,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2957,2543189.478,6917.142183,943,0,3289,0,0,5.41,62.39,34261,0,0
0,6037221120,06037221120,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2958,3461839.033,7508.702186,769,0,3030,0,0,6.73,87.02,44265,0,0
0,6037221210,06037221210,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2959,3886574.75,8400.448346,736,44,2917,0.0150839904,0.0597826087,6.48,83.31,53453,0,0
0,6037221220,06037221220,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2960,7061620.8,10517.00659,744,29,3143,0.009226853325,0.03897849462,6.51,83.69,52623,0,0
0,6037221302,06037221302,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2961,4979090.126,10182.99783,1111,14,4330,0.003233256351,0.01260126013,6.39,82.04,33873,0,0
0,6037221303,06037221303,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2962,2529230.908,6479.802078,738,34,2384,0.01426174497,0.0460704607,6.83,88.09,34643,0,0
0,6037221304,06037221304,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2963,2439438.5,6306.027579,872,74,3032,0.02440633245,0.08486238532,6.57,84.53,47604,0,0
0,6037224010,06037224010,District 1,Los Angeles - Downtown,SPA 4 - Metro,3109,8935641.598,13793.16181,983,15,3621,0.004142502071,0.01525940997,5.74,69.68,36604,0,0
0,6037224020,06037224020,District 1,Los Angeles - Downtown,SPA 4 - Metro,3110,13274685.4,15194.74541,770,129,3231,0.03992571959,0.1675324675,5.99,74.9,32713,0,0
0,6037224200,06037224200,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3111,4048361.072,8617.785777,629,0,2385,0,0,7.62,94.71,36071,0,0
0,6037224310,06037224310,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3112,1829472.242,6639.978812,445,46,2090,0.02200956938,0.1033707865,4.02,27.12,42417,0,0
0,6037224320,06037224320,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3113,3148559.907,8337.933606,853,42,2962,0.01417960837,0.04923798359,5.97,74.52,16471,0,0
0,6037226001,06037226001,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,3119,11262506.09,19000.49175,678,25,2632,0.009498480243,0.03687315634,5.24,58.56,34444,0,0
0,6037226002,06037226002,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,3120,27454967.1,21360.59037,671,12,3587,0.003345413995,0.01788375559,5.83,71.64,37147,0,0
0,6037700101,06037700101,District 3,City of West Hollywood,SPA 4 - Metro,3548,7248139.885,13591.47643,1760,33,5785,0.005704407952,0.01875,2.99,9.08,70045,0,0
0,6037700102,06037700102,District 3,City of West Hollywood,SPA 4 - Metro,3549,5302940.472,13535.34196,1551,0,4448,0,0,2.86,7.66,37014,0,0
0,6037700200,06037700200,District 3,City of West Hollywood,SPA 4 - Metro,3550,7381573.278,13007.77949,1823,0,6602,0,0,3.06,9.85,74605,0,0
0,6037700300,06037700300,District 3,City of West Hollywood,SPA 4 - Metro,3551,6449915.854,13744.73659,1415,23,5754,0.003997219326,0.01625441696,3.55,17.21,80381,0,0
0,6037700400,06037700400,District 3,City of West Hollywood,SPA 4 - Metro,3552,14273444.22,20695.86247,1231,43,5140,0.008365758755,0.03493095045,3.59,17.98,82308,0,0
0,6037700501,06037700501,District 3,City of West Hollywood,SPA 4 - Metro,3553,6428353.161,14556.38308,938,26,3586,0.007250418293,0.02771855011,3.48,15.87,69477,0,0
0,6037700502,06037700502,District 3,City of West Hollywood,SPA 4 - Metro,3554,5454767.544,10628.07362,1005,21,4442,0.00472760018,0.02089552239,6.12,77.55,83971,0,0
0,6037530700,06037530700,District 1,Unincorporated - East Los Angeles,SPA 4 - Metro,3873,11206081.37,17515.60632,604,6,2175,0.00275862069,0.009933774834,5.8,71.03,62841,0,0
0,6037270300,06037270300,District 2,Los Angeles - Faircrest Heights,SPA 4 - Metro,3981,10522641.7,13635.12891,623,0,2651,0,0,6.08,76.82,59327,0,0
0,6037181000,06037181000,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4295,44448995.23,37014.56487,1172,144,6132,0.02348336595,0.1228668942,6.04,75.96,107708,0,0
0,6037181300,06037181300,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4296,15605643.67,19883.49368,866,44,3613,0.01217824523,0.05080831409,7.11,90.89,115174,0,0
0,6037181400,06037181400,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4297,9425720.289,14270.34,1111,101,4134,0.0244315433,0.09090909091,3.87,23.66,85409,0,0
0,6037181500,06037181500,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4298,11760770.47,17618.24516,886,6,3653,0.001642485628,0.006772009029,5.93,73.76,114034,0,0
0,6037181600,06037181600,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4299,13360638.2,17197.1239,1666,0,4247,0,0,4.57,40.47,90571,0,0
0,6037183101,06037183101,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4300,10607809.58,16423.54448,516,41,3659,0.01120524734,0.07945736434,8.14,97.04,59219,0,0
0,6037183103,06037183103,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4301,7244202.957,19003.06015,1460,69,3839,0.01797343058,0.04726027397,5.57,66.05,69032,0,0
0,6037183104,06037183104,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4302,6726843.806,15127.03496,446,13,2095,0.006205250597,0.02914798206,5.15,56.35,93798,0,0
0,6037183220,06037183220,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4303,5876242.414,12529.56248,822,21,3682,0.005703422053,0.02554744526,3.84,22.74,80817,0,0
0,6037183221,06037183221,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4304,7556623.378,11919.91973,919,17,2901,0.005860048259,0.01849836779,4.14,29.88,85450,0,0
0,6037183222,06037183222,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4305,9910024.888,16262.52674,750,38,3303,0.0115046927,0.05066666667,5.71,69.16,93839,0,0
0,6037183300,06037183300,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4306,5867829.605,10063.00206,904,87,3083,0.02821926695,0.09623893805,6.42,82.46,75048,0,0
0,6037183401,06037183401,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4307,5344581.567,10175.2714,630,11,2226,0.004941599281,0.01746031746,7.17,91.39,68182,0,0
0,6037183402,06037183402,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4308,5662655.355,10718.81764,876,21,2997,0.007007007007,0.02397260274,4.57,40.47,63618,0,0
0,6037183510,06037183510,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4309,5247216.662,10222.89794,642,40,2368,0.01689189189,0.06230529595,5.35,61.01,77292,0,0
0,6037183520,06037183520,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4310,4701674.387,9080.127189,936,74,3450,0.02144927536,0.07905982906,5.97,74.52,56104,0,0
0,6037183610,06037183610,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4311,4014651.394,9658.449062,791,116,2813,0.0412371134,0.1466498104,6.09,77.05,65724,0,0
0,6037980009,06037980009,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4427,228426493.8,78138.60174,5,0,52,0,0,0,0,,0,0
0,6037980010,06037980010,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,4428,41576170.86,34977.57638,27,1,144,0.006944444444,0.03703703704,,,31875,0,0
0,6037183701,06037183701,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4441,5759863.952,12281.67837,875,37,3838,0.009640437728,0.04228571429,3.88,23.92,65313,0,0
0,6037183702,06037183702,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4442,9524021.356,16581.69776,709,27,2669,0.01011614837,0.03808180536,4.76,45.87,86719,0,0
0,6037183810,06037183810,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4443,4841193.906,10223.55753,1319,42,4260,0.00985915493,0.03184230478,6.32,80.73,61250,0,0
0,6037183820,06037183820,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4444,3348964.757,10238.05253,886,38,3626,0.01047986762,0.04288939052,5.54,65.36,58100,0,0
0,6037185101,06037185101,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4445,8706618.617,16955.17586,663,28,2830,0.009893992933,0.04223227753,0,0,88400,0,0
0,6037185102,06037185102,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4446,15935927.76,25632.9479,1010,162,2990,0.05418060201,0.1603960396,0,0,145088,0,0
0,6037185202,06037185202,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4447,13003386.15,16277.41762,953,51,3682,0.01385116784,0.05351521511,3.83,22.65,90529,0,0
0,6037185203,06037185203,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4448,5849916.313,11295.92411,732,39,2651,0.01471142965,0.05327868852,6.62,85.31,70096,0,0
0,6037185204,06037185204,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4449,10302996.29,15511.26766,402,36,1977,0.01820940819,0.08955223881,3.92,24.76,90000,0,0
0,6037185310,06037185310,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4450,4461664.139,11883.46184,712,33,2724,0.01211453744,0.04634831461,7.22,91.78,67076,0,0
0,6037185320,06037185320,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4451,6087527.244,12706.77963,561,16,2763,0.005790807094,0.02852049911,6.62,85.31,51042,0,0
0,6037186100,06037186100,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4452,14122828.86,20374.1402,1338,18,4678,0.003847798204,0.0134529148,5.93,73.76,100074,0,0
0,6037186201,06037186201,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4453,5351125.641,11939.78841,670,0,3085,0,0,3.89,24.08,72875,0,0
0,6037186202,06037186202,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4454,4556332.902,10534.94403,487,19,1985,0.009571788413,0.03901437372,8.13,96.97,83836,0,0
0,6037186203,06037186203,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4455,9091855.962,15362.24224,838,12,2751,0.004362050164,0.01431980907,5.05,53.85,115074,0,0
0,6037186301,06037186301,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4456,12733089.02,17741.03288,797,34,2679,0.01269130272,0.04265997491,6.83,88.09,64018,0,0
0,6037186302,06037186302,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4457,18285481.25,17522.48693,1045,54,5190,0.01040462428,0.05167464115,4.92,50.19,90694,0,0
0,6037186401,06037186401,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4458,10153015.2,17566.23625,685,22,2991,0.007355399532,0.03211678832,5.84,71.79,45833,0,0
0,6037186403,06037186403,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4459,5905691.162,11856.93659,524,76,2521,0.03014676716,0.1450381679,5.74,69.68,64412,0,0
0,6037186404,06037186404,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4460,4284252.167,8709.723834,863,17,2266,0.007502206531,0.01969872538,3.93,24.99,62264,0,0
0,6037187101,06037187101,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4461,8510001.009,12901.79778,837,15,3011,0.004981733643,0.01792114695,3.06,9.85,84531,0,0
0,6037187102,06037187102,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4462,23601872.39,38158.38678,1378,84,4083,0.02057310801,0.06095791001,5.67,68.41,67617,0,0
0,6037187200,06037187200,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4463,10210252.38,15467.57802,916,25,2801,0.008925383792,0.02729257642,3.32,13.24,79327,0,0
0,6037187300,06037187300,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4464,12573329.33,19425.395,1114,20,3456,0.005787037037,0.01795332136,5.48,63.9,97813,0,0
0,6037188100,06037188100,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4465,22650892.64,25920.7016,1083,0,4070,0,0,4.33,34.39,57350,0,0
0,6037188201,06037188201,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4466,8583742.654,16919.48808,901,0,3378,0,0,8.38,97.75,88786,0,0
0,6037188202,06037188202,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4467,8230132.954,11771.53901,700,52,2460,0.02113821138,0.07428571429,7.27,92.28,119176,0,0
0,6037188300,06037188300,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4468,9856462.605,12658.97398,764,29,3271,0.008865790278,0.03795811518,5.71,69.16,111489,0,0
0,6037189101,06037189101,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4469,4253805.294,8256.535988,800,0,2589,0,0,3.59,17.98,92404,0,0
0,6037189102,06037189102,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4470,6905576.161,12037.64268,1265,24,3316,0.007237635706,0.01897233202,4.97,51.49,95000,0,0
0,6037189201,06037189201,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4471,3506033.15,7950.823968,834,41,3256,0.01259213759,0.04916067146,6.15,78.21,48103,0,0
0,6037189202,06037189202,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4472,11036873.87,16286.49026,710,26,2775,0.009369369369,0.03661971831,5.59,66.64,122188,0,0
0,6037189300,06037189300,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4473,20565714.22,24814.66324,615,60,3216,0.01865671642,0.09756097561,5.62,67.37,156827,0,0
0,6037189400,06037189400,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4474,15507607.53,23706.4366,635,0,3575,0,0,2.17,2.75,156161,705,0.204466357
0,6037189501,06037189501,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4475,3813790.654,8060.133875,523,12,2183,0.005497022446,0.02294455067,0,0,66071,0,0
0,6037189502,06037189502,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4476,2663667.326,6911.334448,708,2,2251,0.0008884940027,0.002824858757,0,0,55694,0,0
0,6037189600,06037189600,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4477,11513193.68,18537.86658,1317,0,3738,0,0,5.43,62.88,67425,0,0
0,6037183620,06037183620,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4478,5605125.851,9297.165099,853,60,2912,0.0206043956,0.07033997655,6.09,77.05,75083,0,0
0,6037189702,06037189702,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4479,15623394.37,21310.44228,634,0,2389,0,0,3.57,17.68,79536,126,0.056705671
0,6037189703,06037189703,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4480,35757590.59,39992.79944,529,0,2259,0,0,0,0,106970,1814,0.586296057
0,6037189704,06037189704,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4481,11045948.98,22924.24202,412,0,2786,0,0,0,0,108430,524,0.593431484
0,6037189801,06037189801,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4482,4463763.625,9921.861297,513,0,2302,0,0,0,0,80663,0,0
0,6037189802,06037189802,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4483,3406698.649,7860.661236,485,19,2005,0.009476309227,0.03917525773,0,0,64489,0,0
0,6037189903,06037189903,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4583,911068.4502,4147.043296,698,0,2228,0,0,12.33,99.95,85745,0,0
0,6037189904,06037189904,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4584,1717995.097,5282.078075,890,0,2502,0,0,4.55,39.89,58594,0,0
0,6037189905,06037189905,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4585,2781471.508,6976.504928,610,0,2462,0,0,4.6,41.15,72471,0,0
0,6037189906,06037189906,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4586,2180620.14,5943.032652,1009,0,2746,0,0,0,0,70868,0,0
0,6037189907,06037189907,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4587,1746419.551,5286.484129,797,32,2434,0.01314708299,0.04015056462,0,0,69489,0,0
0,6037190101,06037190101,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4588,2408287.255,6809.254856,551,0,1832,0,0,0,0,34313,0,0
0,6037190102,06037190102,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4589,4050079.622,8766.03717,943,0,2737,0,0,0,0,59632,0,0
0,6037190201,06037190201,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4590,2414905.833,6702.511792,864,5,2872,0.001740947075,0.005787037037,11.59,99.91,31403,0,0
0,6037190202,06037190202,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4591,2268330.934,6272.847416,914,0,3568,0,0,6.17,78.56,40723,0,0
0,6037190302,06037190302,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4592,2672677.898,9399.590726,956,14,2283,0.006132282085,0.01464435146,0,0,65976,0,0
0,6037190303,06037190303,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4593,1758851.837,5299.096549,519,0,2470,0,0,0,0,38553,0,0
0,6037190401,06037190401,District 1,Los Angeles - Thai Town,SPA 4 - Metro,4594,1794718.619,5352.38817,923,0,2857,0,0,7.76,95.39,49132,0,0
0,6037190402,06037190402,District 1,Los Angeles - Thai Town,SPA 4 - Metro,4595,1703419.563,5220.962615,582,22,2388,0.009212730318,0.03780068729,4.24,32.27,45758,0,0
0,6037190510,06037190510,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4596,3431162.772,7980.935922,1035,0,4362,0,0,6.58,84.62,47180,0,0
0,6037190520,06037190520,District 1,Los Angeles - Thai Town,SPA 4 - Metro,4597,2623817.315,6611.946125,862,19,3489,0.005445686443,0.02204176334,5.77,70.36,43688,0,0
0,6037190701,06037190701,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4598,4762913.411,9891.611917,435,11,1867,0.005891805035,0.02528735632,0,0,36183,0,0
0,6037190702,06037190702,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4599,2152980.215,5909.328017,328,0,1420,0,0,0,0,60150,0,0
0,6037190801,06037190801,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4600,3489354.941,7925.329311,755,10,2500,0.004,0.01324503311,7.48,93.66,26488,0,0
0,6037190802,06037190802,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4601,5239434.938,9249.698493,871,0,2794,0,0,4.69,43.55,61612,0,0
0,6037190901,06037190901,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4602,5276728.264,9290.815101,648,7,4016,0.001743027888,0.01080246914,8.38,97.75,39435,0,0
0,6037190902,06037190902,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4603,5241444.3,9257.052349,1057,0,3608,0,0,4.5,38.71,50417,0,0
0,6037191000,06037191000,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4604,6889316.932,11150.2882,1364,11,5893,0.001866621415,0.008064516129,6.06,76.44,71621,0,0
0,6037191110,06037191110,District 1,Los Angeles - Little Armenia,SPA 4 - Metro,4605,2935781.978,7507.322159,734,5,3141,0.001591849729,0.006811989101,3.57,17.68,41211,0,0
0,6037191120,06037191120,District 1,Los Angeles - Little Armenia,SPA 4 - Metro,4606,4086207.511,8373.028582,878,53,3801,0.01394369903,0.06036446469,4.71,44.21,34189,0,0
0,6037191201,06037191201,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4607,6159856.799,9951.803389,1749,11,4072,0.002701375246,0.006289308176,7.64,94.8,41288,0,0
0,6037191203,06037191203,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4608,2208647.539,5985.146278,576,14,2531,0.00553141051,0.02430555556,6.13,77.8,29444,0,0
0,6037191204,06037191204,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4609,2164440.775,5918.994441,407,19,1862,0.01020408163,0.04668304668,7.41,93.2,40962,0,0
0,6037191301,06037191301,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4610,2943320.985,8516.894451,625,0,2076,0,0,8.9,98.59,49405,0,0
0,6037191302,06037191302,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4611,4550186.103,9354.956612,483,10,2192,0.004562043796,0.02070393375,7.19,91.54,50469,0,0
0,6037191410,06037191410,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4612,3351834.153,7438.615027,863,56,3924,0.01427115189,0.06488991889,4.47,37.88,46373,0,0
0,6037191420,06037191420,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4613,2445342.204,6614.972479,900,32,2837,0.01127952062,0.03555555556,3.33,13.5,65230,0,0
0,6037191500,06037191500,District 1,Los Angeles - East Hollywood,SPA 4 - Metro,4614,6905191.907,10328.41683,1752,36,4980,0.007228915663,0.02054794521,7.45,93.51,57148,0,0
0,6037191610,06037191610,District 3,Los Angeles - Melrose,SPA 4 - Metro,4615,4516467.598,9408.296297,1256,30,4271,0.007024116132,0.02388535032,5.83,71.64,48750,0,0
0,6037191620,06037191620,District 3,Los Angeles - Melrose,SPA 4 - Metro,4616,2445220.929,7017.168055,604,16,2628,0.006088280061,0.02649006623,5.2,57.56,30052,0,0
