Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"06037461200","Census Tract 4612, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4612",,,,2023,1430,1337,93,3,51,10,11,21,497
"06037461300","Census Tract 4613, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4613",,,,3108,2357,2154,203,0,0,0,33,48,670
"06037461400","Census Tract 4614, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4614",,,,1208,808,779,29,63,0,8,54,22,253
"06037461501","Census Tract 4615.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4615.01",,,,1853,1306,1072,234,70,21,0,25,76,355
"06037461502","Census Tract 4615.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4615.02",,,,2490,1592,1480,112,132,9,35,47,240,435
"06037461600","Census Tract 4616, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4616",,,,2621,2249,2152,97,28,14,14,70,66,180
"06037461700","Census Tract 4617, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4617",,,,619,398,393,5,18,0,4,0,20,179
"06037461901","Census Tract 4619.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4619.01",,,,2361,1734,1355,379,114,22,32,112,208,139
"06037461902","Census Tract 4619.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"461902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4619.02",,,,1022,581,541,40,123,0,0,23,19,276
"06037462001","Census Tract 4620.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4620.01",,,,2281,1587,1453,134,378,0,16,24,138,138
"06037462002","Census Tract 4620.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4620.02",,,,1717,1386,1278,108,111,0,0,121,54,45
"06037462100","Census Tract 4621, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4621",,,,2774,1828,1729,99,206,0,65,95,160,420
"06037462201","Census Tract 4622.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4622.01",,,,1893,1274,1187,87,140,0,46,89,9,335
"06037462202","Census Tract 4622.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4622.02",,,,1863,1000,922,78,69,29,10,165,10,580
"06037462301","Census Tract 4623.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4623.01",,,,2586,2061,1903,158,54,6,11,80,85,289
"06037462302","Census Tract 4623.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4623.02",,,,2046,1186,1101,85,82,0,86,180,0,512
"06037462400","Census Tract 4624, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4624",,,,2160,1419,1202,217,34,0,6,123,29,549
"06037462500","Census Tract 4625, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4625",,,,3158,2455,2374,81,74,0,0,0,137,492
"06037462600","Census Tract 4626, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4626",,,,1086,717,671,46,11,0,6,5,13,334
"06037462700","Census Tract 4627, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4627",,,,3170,2224,1968,256,82,0,148,161,92,463
"06037462800","Census Tract 4628, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4628",,,,1676,1128,1024,104,96,0,0,0,0,452
"06037462900","Census Tract 4629, Los Angeles County, California","ca","140","00",,,,"06","037",,,"462900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4629",,,,1841,1453,1363,90,58,11,0,53,0,266
"06037463000","Census Tract 4630, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4630",,,,1320,846,777,69,28,0,8,16,42,380
"06037463103","Census Tract 4631.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4631.03",,,,2621,2075,1868,207,56,49,0,88,40,313
"06037463200","Census Tract 4632, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4632",,,,1793,1239,1153,86,38,0,31,87,0,398
"06037463300","Census Tract 4633, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4633",,,,1088,754,734,20,22,7,3,14,36,252
"06037463400","Census Tract 4634, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4634",,,,3333,2047,1918,129,13,0,0,118,49,1106
"06037463500","Census Tract 4635, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4635",,,,3367,1585,1517,68,134,0,40,864,38,706
"06037463601","Census Tract 4636.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4636.01",,,,3894,2376,2148,228,151,24,122,389,65,767
"06037463602","Census Tract 4636.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4636.02",,,,3487,2201,2122,79,270,0,48,265,107,596
"06037463700","Census Tract 4637, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4637",,,,2083,1119,1119,0,152,17,90,104,14,587
"06037463800","Census Tract 4638, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4638",,,,1910,1112,1041,71,15,0,0,22,21,740
"06037463900","Census Tract 4639, Los Angeles County, California","ca","140","00",,,,"06","037",,,"463900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4639",,,,1446,933,850,83,10,0,38,26,40,399
"06037464000","Census Tract 4640, Los Angeles County, California","ca","140","00",,,,"06","037",,,"464000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4640",,,,2899,1657,1622,35,104,0,39,169,200,730
"06037464101","Census Tract 4641.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"464101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4641.01",,,,828,656,575,81,0,0,0,0,0,172
"06037464102","Census Tract 4641.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"464102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4641.02",,,,2115,1355,1275,80,187,0,0,25,16,532
"06037464200","Census Tract 4642, Los Angeles County, California","ca","140","00",,,,"06","037",,,"464200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4642",,,,2275,1771,1408,363,57,0,0,8,0,439
"06037480002","Census Tract 4800.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4800.02",,,,1612,1310,1170,140,0,0,0,0,4,298
"06037480011","Census Tract 4800.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4800.11",,,,2537,1873,1750,123,213,7,48,123,0,273
"06037480012","Census Tract 4800.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4800.12",,,,2312,1856,1604,252,124,0,0,0,37,295
"06037480101","Census Tract 4801.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4801.01",,,,1786,1385,1201,184,19,0,27,18,118,219
"06037480102","Census Tract 4801.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4801.02",,,,1877,1705,1504,201,20,10,7,6,6,123
"06037480201","Census Tract 4802.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4802.01",,,,1715,1221,1115,106,55,0,7,7,26,399
"06037480202","Census Tract 4802.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4802.02",,,,1332,1103,1048,55,25,0,17,0,16,171
"06037480302","Census Tract 4803.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4803.02",,,,2324,1901,1731,170,85,0,21,4,44,269
"06037480303","Census Tract 4803.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4803.03",,,,2309,1914,1730,184,30,0,0,31,0,334
"06037480304","Census Tract 4803.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4803.04",,,,2365,1939,1786,153,17,0,0,58,49,302
"06037480400","Census Tract 4804, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4804",,,,2691,2112,1900,212,19,0,0,38,0,522
"06037480500","Census Tract 4805, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4805",,,,2788,2075,1969,106,85,16,14,22,0,576
"06037480601","Census Tract 4806.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4806.01",,,,2106,1252,1163,89,122,0,0,76,161,495
"06037480602","Census Tract 4806.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4806.02",,,,2477,1395,1368,27,253,0,115,25,24,665
"06037480702","Census Tract 4807.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4807.02",,,,2093,1371,1336,35,111,6,20,7,29,549
"06037480703","Census Tract 4807.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4807.03",,,,2073,1425,1372,53,36,0,10,14,19,569
"06037480704","Census Tract 4807.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4807.04",,,,2222,1668,1556,112,49,38,29,34,27,377
"06037480802","Census Tract 4808.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4808.02",,,,1689,1289,1141,148,62,0,0,107,44,187
"06037480803","Census Tract 4808.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4808.03",,,,1671,1326,1220,106,7,8,38,27,0,265
"06037480804","Census Tract 4808.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4808.04",,,,2324,1862,1673,189,87,0,16,54,122,183
"06037480901","Census Tract 4809.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4809.01",,,,2207,1856,1644,212,69,0,0,1,16,265
"06037480902","Census Tract 4809.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4809.02",,,,2007,1781,1612,169,36,0,0,25,47,118
"06037480903","Census Tract 4809.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"480903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4809.03",,,,1462,1166,1013,153,63,8,0,0,23,202
"06037481001","Census Tract 4810.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4810.01",,,,2032,1561,1473,88,73,0,21,271,24,82
"06037481002","Census Tract 4810.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4810.02",,,,2726,2142,1853,289,23,19,0,52,23,467
"06037481101","Census Tract 4811.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4811.01",,,,1920,1617,1513,104,39,35,23,117,11,78
"06037481102","Census Tract 4811.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4811.02",,,,1930,1686,1543,143,42,0,7,31,11,153
"06037481103","Census Tract 4811.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4811.03",,,,2430,1961,1793,168,40,5,94,8,27,295
"06037481201","Census Tract 4812.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4812.01",,,,1758,1493,1259,234,54,0,0,8,17,186
"06037481203","Census Tract 4812.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4812.03",,,,2829,2460,2002,458,71,0,0,0,8,290
"06037481300","Census Tract 4813, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4813",,,,1494,1211,998,213,20,0,13,6,5,239
"06037481401","Census Tract 4814.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4814.01",,,,2692,2370,1952,418,41,0,22,31,0,228
"06037481403","Census Tract 4814.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4814.03",,,,1544,1333,1195,138,32,22,0,6,14,137
"06037481404","Census Tract 4814.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4814.04",,,,1941,1608,1482,126,77,0,0,14,26,216
"06037481500","Census Tract 4815, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4815",,,,1993,1834,1576,258,27,0,0,0,25,107
"06037481603","Census Tract 4816.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4816.03",,,,1655,1417,1283,134,106,0,8,34,9,81
"06037481604","Census Tract 4816.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4816.04",,,,2004,1669,1499,170,63,0,0,61,12,199
"06037481605","Census Tract 4816.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4816.05",,,,1523,1410,1110,300,0,0,0,9,11,93
"06037481606","Census Tract 4816.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4816.06",,,,2240,1892,1680,212,79,0,0,18,8,243
"06037481711","Census Tract 4817.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4817.11",,,,2091,1680,1180,500,124,0,53,69,0,165
"06037481712","Census Tract 4817.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4817.12",,,,2252,1894,1604,290,123,0,13,87,0,135
"06037481713","Census Tract 4817.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4817.13",,,,1433,1168,975,193,13,0,0,96,0,156
"06037481714","Census Tract 4817.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4817.14",,,,1065,839,685,154,16,0,22,40,0,148
"06037481800","Census Tract 4818, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4818",,,,1110,891,675,216,18,0,0,16,20,165
"06037481901","Census Tract 4819.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4819.01",,,,2641,2283,2063,220,67,0,0,39,21,231
"06037481902","Census Tract 4819.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"481902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4819.02",,,,1590,1122,980,142,118,0,7,54,72,217
"06037482001","Census Tract 4820.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4820.01",,,,1069,900,794,106,0,0,0,11,7,151
"06037482002","Census Tract 4820.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4820.02",,,,3361,2414,1936,478,87,0,0,99,26,735
"06037482101","Census Tract 4821.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4821.01",,,,2257,1917,1745,172,26,0,65,25,58,166
"06037482102","Census Tract 4821.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4821.02",,,,1433,1068,935,133,7,0,0,11,17,330
"06037482201","Census Tract 4822.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4822.01",,,,1571,1283,1191,92,28,0,97,27,10,126
"06037482202","Census Tract 4822.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4822.02",,,,2306,1994,1502,492,70,0,24,0,0,218
"06037482301","Census Tract 4823.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4823.01",,,,2359,1958,1682,276,17,0,25,38,18,303
"06037482303","Census Tract 4823.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4823.03",,,,2113,1971,1755,216,0,0,18,0,0,124
"06037482304","Census Tract 4823.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4823.04",,,,1290,1004,858,146,103,0,30,21,89,43
"06037482401","Census Tract 4824.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4824.01",,,,1693,1451,1210,241,27,0,39,0,69,107
"06037482403","Census Tract 4824.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4824.03",,,,1415,1194,1054,140,42,0,11,10,0,158
"06037482404","Census Tract 4824.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4824.04",,,,1708,1529,1500,29,27,0,0,78,0,74
"06037482502","Census Tract 4825.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4825.02",,,,1393,1248,1171,77,15,0,0,15,22,93
"06037482503","Census Tract 4825.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4825.03",,,,1800,1651,1477,174,9,0,47,0,26,67
"06037482521","Census Tract 4825.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4825.21",,,,2503,2176,1890,286,25,0,6,0,0,296
"06037482522","Census Tract 4825.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4825.22",,,,2086,1902,1620,282,20,0,0,3,22,139
"06037482600","Census Tract 4826, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4826",,,,3056,2400,2206,194,24,0,0,0,0,632
"06037482701","Census Tract 4827.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4827.01",,,,1995,1464,1235,229,163,0,32,26,0,310
"06037482702","Census Tract 4827.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4827.02",,,,1148,921,832,89,21,0,8,0,0,198
"06037482801","Census Tract 4828.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4828.01",,,,1776,1497,1289,208,38,0,23,11,29,178
"06037500100","Census Tract 5001, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5001",,,,1692,1393,1041,352,25,9,0,0,17,248
"06037500202","Census Tract 5002.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5002.02",,,,1708,1494,1327,167,14,0,0,0,22,178
"06037500203","Census Tract 5002.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5002.03",,,,1868,1641,1449,192,0,0,0,0,0,227
"06037500204","Census Tract 5002.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5002.04",,,,1289,1065,1007,58,7,0,0,59,0,158
"06037500300","Census Tract 5003, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5003",,,,1510,1282,1103,179,8,36,0,0,28,156
"06037500402","Census Tract 5004.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5004.02",,,,2182,2008,1705,303,20,0,0,101,15,38
"06037500403","Census Tract 5004.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5004.03",,,,1585,1536,1341,195,0,0,13,0,0,36
"06037500404","Census Tract 5004.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5004.04",,,,2188,1898,1690,208,121,0,0,0,0,169
"06037500500","Census Tract 5005, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5005",,,,1305,1059,937,122,88,0,0,16,17,125
"06037500600","Census Tract 5006, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5006",,,,2569,2232,2059,173,120,0,0,8,137,72
"06037500700","Census Tract 5007, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5007",,,,3305,2956,2510,446,74,0,10,6,40,219
"06037500800","Census Tract 5008, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5008",,,,2492,2012,1768,244,47,0,0,15,9,409
"06037500900","Census Tract 5009, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5009",,,,2674,2384,1895,489,55,0,0,34,40,161
"06037501001","Census Tract 5010.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5010.01",,,,1254,1091,1031,60,5,0,0,0,44,114
"06037501002","Census Tract 5010.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5010.02",,,,2074,1733,1613,120,0,0,0,9,9,323
"06037501200","Census Tract 5012, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5012",,,,2490,2314,2029,285,19,0,0,0,0,157
