GEO_ID,,NAME,Total Population
1400000U,06037115104,"Census Tract 1151.04, Los Angeles County, California",4409
1400000U,06037115202,"Census Tract 1152.02, Los Angeles County, California",5189
1400000U,06037115203,"Census Tract 1152.03, Los Angeles County, California",2793
1400000U,06037115204,"Census Tract 1152.04, Los Angeles County, California",4228
1400000U,06037115301,"Census Tract 1153.01, Los Angeles County, California",4236
1400000U,06037115302,"Census Tract 1153.02, Los Angeles County, California",4044
1400000U,06037115401,"Census Tract 1154.01, Los Angeles County, California",5980
1400000U,06037115403,"Census Tract 1154.03, Los Angeles County, California",3245
1400000U,06037115404,"Census Tract 1154.04, Los Angeles County, California",2956
1400000U,06037117101,"Census Tract 1171.01, Los Angeles County, California",5195
1400000U,06037117102,"Census Tract 1171.02, Los Angeles County, California",2733
1400000U,06037117201,"Census Tract 1172.01, Los Angeles County, California",4514
1400000U,06037117202,"Census Tract 1172.02, Los Angeles County, California",2711
1400000U,06037117301,"Census Tract 1173.01, Los Angeles County, California",3917
1400000U,06037117302,"Census Tract 1173.02, Los Angeles County, California",5414
1400000U,06037117303,"Census Tract 1173.03, Los Angeles County, California",3647
1400000U,06037117404,"Census Tract 1174.04, Los Angeles County, California",4548
1400000U,06037117405,"Census Tract 1174.05, Los Angeles County, California",3364
1400000U,06037117407,"Census Tract 1174.07, Los Angeles County, California",3482
1400000U,06037117408,"Census Tract 1174.08, Los Angeles County, California",2843
1400000U,06037117510,"Census Tract 1175.10, Los Angeles County, California",4181
1400000U,06037117520,"Census Tract 1175.20, Los Angeles County, California",3961
1400000U,06037117530,"Census Tract 1175.30, Los Angeles County, California",5888
1400000U,06037119001,"Census Tract 1190.01, Los Angeles County, California",4024
1400000U,06037119003,"Census Tract 1190.03, Los Angeles County, California",3893
1400000U,06037119004,"Census Tract 1190.04, Los Angeles County, California",2830
1400000U,06037119201,"Census Tract 1192.01, Los Angeles County, California",3866
1400000U,06037119202,"Census Tract 1192.02, Los Angeles County, California",4394
1400000U,06037119310,"Census Tract 1193.10, Los Angeles County, California",3983
1400000U,06037119320,"Census Tract 1193.20, Los Angeles County, California",4793
1400000U,06037119340,"Census Tract 1193.40, Los Angeles County, California",3600
1400000U,06037119341,"Census Tract 1193.41, Los Angeles County, California",2867
1400000U,06037119342,"Census Tract 1193.42, Los Angeles County, California",3076
1400000U,06037119400,"Census Tract 1194, Los Angeles County, California",4881
1400000U,06037119700,"Census Tract 1197, Los Angeles County, California",4893
1400000U,06037119801,"Census Tract 1198.01, Los Angeles County, California",2933
1400000U,06037119802,"Census Tract 1198.02, Los Angeles County, California",3016
1400000U,06037119900,"Census Tract 1199, Los Angeles County, California",4774
1400000U,06037120010,"Census Tract 1200.10, Los Angeles County, California",2892
1400000U,06037120020,"Census Tract 1200.20, Los Angeles County, California",4037
1400000U,06037120030,"Census Tract 1200.30, Los Angeles County, California",2591
1400000U,06037120103,"Census Tract 1201.03, Los Angeles County, California",3123
1400000U,06037120104,"Census Tract 1201.04, Los Angeles County, California",2327
1400000U,06037120105,"Census Tract 1201.05, Los Angeles County, California",2855
1400000U,06037120106,"Census Tract 1201.06, Los Angeles County, California",4377
1400000U,06037120107,"Census Tract 1201.07, Los Angeles County, California",3760
1400000U,06037120108,"Census Tract 1201.08, Los Angeles County, California",5263
1400000U,06037120300,"Census Tract 1203, Los Angeles County, California",5550
1400000U,06037120400,"Census Tract 1204, Los Angeles County, California",6614
1400000U,06037121010,"Census Tract 1210.10, Los Angeles County, California",4693
1400000U,06037121020,"Census Tract 1210.20, Los Angeles County, California",3781
1400000U,06037121101,"Census Tract 1211.01, Los Angeles County, California",2936
1400000U,06037121102,"Census Tract 1211.02, Los Angeles County, California",2846
1400000U,06037121210,"Census Tract 1212.10, Los Angeles County, California",3182
1400000U,06037121221,"Census Tract 1212.21, Los Angeles County, California",2147
1400000U,06037121222,"Census Tract 1212.22, Los Angeles County, California",5376
1400000U,06037121600,"Census Tract 1216, Los Angeles County, California",2996
1400000U,06037121801,"Census Tract 1218.01, Los Angeles County, California",3854
1400000U,06037121802,"Census Tract 1218.02, Los Angeles County, California",3192
1400000U,06037121900,"Census Tract 1219, Los Angeles County, California",3921
1400000U,06037122000,"Census Tract 1220, Los Angeles County, California",5289
1400000U,06037122120,"Census Tract 1221.20, Los Angeles County, California",4559
1400000U,06037122121,"Census Tract 1221.21, Los Angeles County, California",2629
1400000U,06037122122,"Census Tract 1221.22, Los Angeles County, California",2750
1400000U,06037122200,"Census Tract 1222, Los Angeles County, California",4064
1400000U,06037122410,"Census Tract 1224.10, Los Angeles County, California",3824
1400000U,06037122420,"Census Tract 1224.20, Los Angeles County, California",4623
1400000U,06037123010,"Census Tract 1230.10, Los Angeles County, California",4253
1400000U,06037123020,"Census Tract 1230.20, Los Angeles County, California",3177
1400000U,06037123103,"Census Tract 1231.03, Los Angeles County, California",4285
1400000U,06037123104,"Census Tract 1231.04, Los Angeles County, California",4309
1400000U,06037123203,"Census Tract 1232.03, Los Angeles County, California",3508
1400000U,06037123204,"Census Tract 1232.04, Los Angeles County, California",3125
1400000U,06037123205,"Census Tract 1232.05, Los Angeles County, California",2503
1400000U,06037123206,"Census Tract 1232.06, Los Angeles County, California",2857
1400000U,06037123301,"Census Tract 1233.01, Los Angeles County, California",4424
1400000U,06037123303,"Census Tract 1233.03, Los Angeles County, California",3091
1400000U,06037123304,"Census Tract 1233.04, Los Angeles County, California",4518
1400000U,06037123410,"Census Tract 1234.10, Los Angeles County, California",3967
1400000U,06037123420,"Census Tract 1234.20, Los Angeles County, California",4481
1400000U,06037123510,"Census Tract 1235.10, Los Angeles County, California",4938
1400000U,06037123520,"Census Tract 1235.20, Los Angeles County, California",2669
1400000U,06037123601,"Census Tract 1236.01, Los Angeles County, California",4985
1400000U,06037123602,"Census Tract 1236.02, Los Angeles County, California",3433
1400000U,06037123700,"Census Tract 1237, Los Angeles County, California",4142
1400000U,06037123800,"Census Tract 1238, Los Angeles County, California",5757
1400000U,06037123901,"Census Tract 1239.01, Los Angeles County, California",4621
1400000U,06037123902,"Census Tract 1239.02, Los Angeles County, California",2596
1400000U,06037124000,"Census Tract 1240, Los Angeles County, California",4786
1400000U,06037124102,"Census Tract 1241.02, Los Angeles County, California",3627
1400000U,06037124103,"Census Tract 1241.03, Los Angeles County, California",1857
1400000U,06037124104,"Census Tract 1241.04, Los Angeles County, California",2519
1400000U,06037124105,"Census Tract 1241.05, Los Angeles County, California",2425
1400000U,06037124201,"Census Tract 1242.01, Los Angeles County, California",3391
1400000U,06037124203,"Census Tract 1242.03, Los Angeles County, California",2450
1400000U,06037124204,"Census Tract 1242.04, Los Angeles County, California",2753
1400000U,06037124300,"Census Tract 1243, Los Angeles County, California",3830
1400000U,06037124400,"Census Tract 1244, Los Angeles County, California",4308
1400000U,06037124500,"Census Tract 1245, Los Angeles County, California",2880
1400000U,06037124600,"Census Tract 1246, Los Angeles County, California",3223
1400000U,06037124700,"Census Tract 1247, Los Angeles County, California",5343
1400000U,06037124902,"Census Tract 1249.02, Los Angeles County, California",2893
1400000U,06037124903,"Census Tract 1249.03, Los Angeles County, California",3630
1400000U,06037125101,"Census Tract 1251.01, Los Angeles County, California",3979
1400000U,06037125102,"Census Tract 1251.02, Los Angeles County, California",2280
1400000U,06037125200,"Census Tract 1252, Los Angeles County, California",4014
1400000U,06037125310,"Census Tract 1253.10, Los Angeles County, California",4941
1400000U,06037125321,"Census Tract 1253.21, Los Angeles County, California",3049
1400000U,06037125322,"Census Tract 1253.22, Los Angeles County, California",2222
1400000U,06037125402,"Census Tract 1254.02, Los Angeles County, California",4076
1400000U,06037125403,"Census Tract 1254.03, Los Angeles County, California",2181
1400000U,06037125404,"Census Tract 1254.04, Los Angeles County, California",3133
1400000U,06037125501,"Census Tract 1255.01, Los Angeles County, California",3249
1400000U,06037125502,"Census Tract 1255.02, Los Angeles County, California",3572
1400000U,06037125600,"Census Tract 1256, Los Angeles County, California",2599
1400000U,06037127102,"Census Tract 1271.02, Los Angeles County, California",5450
1400000U,06037127103,"Census Tract 1271.03, Los Angeles County, California",3203
1400000U,06037127104,"Census Tract 1271.04, Los Angeles County, California",4140
1400000U,06037127210,"Census Tract 1272.10, Los Angeles County, California",5453
1400000U,06037127220,"Census Tract 1272.20, Los Angeles County, California",4993
1400000U,06037127300,"Census Tract 1273, Los Angeles County, California",3735
1400000U,06037127400,"Census Tract 1274, Los Angeles County, California",5529
1400000U,06037127520,"Census Tract 1275.20, Los Angeles County, California",4226
1400000U,06037127603,"Census Tract 1276.03, Los Angeles County, California",2949
1400000U,06037127604,"Census Tract 1276.04, Los Angeles County, California",3194
1400000U,06037127605,"Census Tract 1276.05, Los Angeles County, California",3314
1400000U,06037127606,"Census Tract 1276.06, Los Angeles County, California",3253
1400000U,06037127711,"Census Tract 1277.11, Los Angeles County, California",3434
1400000U,06037127712,"Census Tract 1277.12, Los Angeles County, California",3894
1400000U,06037127803,"Census Tract 1278.03, Los Angeles County, California",5076
1400000U,06037127804,"Census Tract 1278.04, Los Angeles County, California",4422
1400000U,06037127805,"Census Tract 1278.05, Los Angeles County, California",3514
1400000U,06037127806,"Census Tract 1278.06, Los Angeles County, California",3505
1400000U,06037127910,"Census Tract 1279.10, Los Angeles County, California",5209
1400000U,06037127920,"Census Tract 1279.20, Los Angeles County, California",4212
1400000U,06037128101,"Census Tract 1281.01, Los Angeles County, California",3635
1400000U,06037128102,"Census Tract 1281.02, Los Angeles County, California",4874
1400000U,06037128210,"Census Tract 1282.10, Los Angeles County, California",4809
1400000U,06037128220,"Census Tract 1282.20, Los Angeles County, California",3087
1400000U,06037128302,"Census Tract 1283.02, Los Angeles County, California",4654
1400000U,06037128303,"Census Tract 1283.03, Los Angeles County, California",3876
1400000U,06037128400,"Census Tract 1284, Los Angeles County, California",4516
1400000U,06037128500,"Census Tract 1285, Los Angeles County, California",4294
1400000U,06037128601,"Census Tract 1286.01, Los Angeles County, California",4379
1400000U,06037128602,"Census Tract 1286.02, Los Angeles County, California",3422
1400000U,06037128703,"Census Tract 1287.03, Los Angeles County, California",3317
1400000U,06037128704,"Census Tract 1287.04, Los Angeles County, California",2594
1400000U,06037128801,"Census Tract 1288.01, Los Angeles County, California",3805
1400000U,06037128802,"Census Tract 1288.02, Los Angeles County, California",4673
1400000U,06037128910,"Census Tract 1289.10, Los Angeles County, California",4384
1400000U,06037131021,"Census Tract 1310.21, Los Angeles County, California",2972
1400000U,06037131022,"Census Tract 1310.22, Los Angeles County, California",3491
1400000U,06037131023,"Census Tract 1310.23, Los Angeles County, California",2628
1400000U,06037131024,"Census Tract 1310.24, Los Angeles County, California",3422
1400000U,06037131100,"Census Tract 1311, Los Angeles County, California",3264
1400000U,06037131200,"Census Tract 1312, Los Angeles County, California",3549
1400000U,06037131300,"Census Tract 1313, Los Angeles County, California",4854
1400000U,06037131400,"Census Tract 1314, Los Angeles County, California",6149
1400000U,06037131600,"Census Tract 1316, Los Angeles County, California",5366
1400000U,06037131701,"Census Tract 1317.01, Los Angeles County, California",4794
1400000U,06037131702,"Census Tract 1317.02, Los Angeles County, California",3602
1400000U,06037131801,"Census Tract 1318.01, Los Angeles County, California",3104
1400000U,06037131802,"Census Tract 1318.02, Los Angeles County, California",2552
1400000U,06037131900,"Census Tract 1319, Los Angeles County, California",4382
1400000U,06037132001,"Census Tract 1320.01, Los Angeles County, California",3335
1400000U,06037132002,"Census Tract 1320.02, Los Angeles County, California",3193
1400000U,06037132101,"Census Tract 1321.01, Los Angeles County, California",4330
1400000U,06037132102,"Census Tract 1321.02, Los Angeles County, California",5618
1400000U,06037132301,"Census Tract 1323.01, Los Angeles County, California",3577
1400000U,06037132302,"Census Tract 1323.02, Los Angeles County, California",3005
1400000U,06037132501,"Census Tract 1325.01, Los Angeles County, California",4357
1400000U,06037132502,"Census Tract 1325.02, Los Angeles County, California",4252
1400000U,06037132700,"Census Tract 1327, Los Angeles County, California",5038
1400000U,06037132900,"Census Tract 1329, Los Angeles County, California",3538
1400000U,06037133000,"Census Tract 1330, Los Angeles County, California",4424
1400000U,06037133101,"Census Tract 1331.01, Los Angeles County, California",2091
1400000U,06037133102,"Census Tract 1331.02, Los Angeles County, California",3376
1400000U,06037134001,"Census Tract 1340.01, Los Angeles County, California",3708
1400000U,06037134002,"Census Tract 1340.02, Los Angeles County, California",3483
1400000U,06037134101,"Census Tract 1341.01, Los Angeles County, California",4991
1400000U,06037134103,"Census Tract 1341.03, Los Angeles County, California",4294
1400000U,06037134104,"Census Tract 1341.04, Los Angeles County, California",4429
1400000U,06037134201,"Census Tract 1342.01, Los Angeles County, California",4271
1400000U,06037134302,"Census Tract 1343.02, Los Angeles County, California",3746
1400000U,06037134303,"Census Tract 1343.03, Los Angeles County, California",5166
1400000U,06037134304,"Census Tract 1343.04, Los Angeles County, California",3001
1400000U,06037134305,"Census Tract 1343.05, Los Angeles County, California",3769
1400000U,06037134306,"Census Tract 1343.06, Los Angeles County, California",3553
1400000U,06037134421,"Census Tract 1344.21, Los Angeles County, California",3851
1400000U,06037134422,"Census Tract 1344.22, Los Angeles County, California",4959
1400000U,06037134423,"Census Tract 1344.23, Los Angeles County, California",3338
1400000U,06037134424,"Census Tract 1344.24, Los Angeles County, California",2862
1400000U,06037134520,"Census Tract 1345.20, Los Angeles County, California",5601
1400000U,06037134521,"Census Tract 1345.21, Los Angeles County, California",2972
1400000U,06037134522,"Census Tract 1345.22, Los Angeles County, California",4015
1400000U,06037134710,"Census Tract 1347.10, Los Angeles County, California",5183
1400000U,06037134720,"Census Tract 1347.20, Los Angeles County, California",5011
1400000U,06037134801,"Census Tract 1348.01, Los Angeles County, California",3177
1400000U,06037134802,"Census Tract 1348.02, Los Angeles County, California",3196
1400000U,06037134901,"Census Tract 1349.01, Los Angeles County, California",3266
1400000U,06037134904,"Census Tract 1349.04, Los Angeles County, California",4368
1400000U,06037134905,"Census Tract 1349.05, Los Angeles County, California",5219
1400000U,06037134906,"Census Tract 1349.06, Los Angeles County, California",3115
1400000U,06037134907,"Census Tract 1349.07, Los Angeles County, California",2953
1400000U,06037135102,"Census Tract 1351.02, Los Angeles County, California",3612
1400000U,06037135111,"Census Tract 1351.11, Los Angeles County, California",3118
1400000U,06037135113,"Census Tract 1351.13, Los Angeles County, California",3240
1400000U,06037135115,"Census Tract 1351.15, Los Angeles County, California",4698
1400000U,06037135116,"Census Tract 1351.16, Los Angeles County, California",1718
1400000U,06037135201,"Census Tract 1352.01, Los Angeles County, California",2592
1400000U,06037135202,"Census Tract 1352.02, Los Angeles County, California",4399
1400000U,06037135204,"Census Tract 1352.04, Los Angeles County, California",4791
1400000U,06037135205,"Census Tract 1352.05, Los Angeles County, California",2342
1400000U,06037137000,"Census Tract 1370, Los Angeles County, California",4754
1400000U,06037137103,"Census Tract 1371.03, Los Angeles County, California",4951
1400000U,06037137104,"Census Tract 1371.04, Los Angeles County, California",2725
1400000U,06037137202,"Census Tract 1372.02, Los Angeles County, California",3588
1400000U,06037137203,"Census Tract 1372.03, Los Angeles County, California",2416
1400000U,06037137301,"Census Tract 1373.01, Los Angeles County, California",2238
1400000U,06037137302,"Census Tract 1373.02, Los Angeles County, California",4341
1400000U,06037137401,"Census Tract 1374.01, Los Angeles County, California",4708
1400000U,06037137402,"Census Tract 1374.02, Los Angeles County, California",5663
1400000U,06037137501,"Census Tract 1375.01, Los Angeles County, California",4662
1400000U,06037137502,"Census Tract 1375.02, Los Angeles County, California",4441
1400000U,06037137504,"Census Tract 1375.04, Los Angeles County, California",1920
1400000U,06037138000,"Census Tract 1380, Los Angeles County, California",4575
1400000U,06037139001,"Census Tract 1390.01, Los Angeles County, California",5125
1400000U,06037139200,"Census Tract 1392, Los Angeles County, California",5519
1400000U,06037139301,"Census Tract 1393.01, Los Angeles County, California",4692
1400000U,06037139302,"Census Tract 1393.02, Los Angeles County, California",4734
1400000U,06037139303,"Census Tract 1393.03, Los Angeles County, California",4481
1400000U,06037139401,"Census Tract 1394.01, Los Angeles County, California",2894
1400000U,06037139402,"Census Tract 1394.02, Los Angeles County, California",2782
1400000U,06037139502,"Census Tract 1395.02, Los Angeles County, California",3118
1400000U,06037139504,"Census Tract 1395.04, Los Angeles County, California",3742
1400000U,06037139505,"Census Tract 1395.05, Los Angeles County, California",2565
1400000U,06037139506,"Census Tract 1395.06, Los Angeles County, California",2767
1400000U,06037139600,"Census Tract 1396, Los Angeles County, California",5185
1400000U,06037139701,"Census Tract 1397.01, Los Angeles County, California",5438
1400000U,06037139703,"Census Tract 1397.03, Los Angeles County, California",2693
1400000U,06037139704,"Census Tract 1397.04, Los Angeles County, California",2624
1400000U,06037139705,"Census Tract 1397.05, Los Angeles County, California",3643
1400000U,06037139801,"Census Tract 1398.01, Los Angeles County, California",3523
1400000U,06037139802,"Census Tract 1398.02, Los Angeles County, California",3858
1400000U,06037141101,"Census Tract 1411.01, Los Angeles County, California",4903
1400000U,06037141102,"Census Tract 1411.02, Los Angeles County, California",3023
1400000U,06037141201,"Census Tract 1412.01, Los Angeles County, California",4289
1400000U,06037141202,"Census Tract 1412.02, Los Angeles County, California",2922
1400000U,06037141303,"Census Tract 1413.03, Los Angeles County, California",3191
1400000U,06037141304,"Census Tract 1413.04, Los Angeles County, California",3015
1400000U,06037141305,"Census Tract 1413.05, Los Angeles County, California",2986
1400000U,06037141306,"Census Tract 1413.06, Los Angeles County, California",2974
1400000U,06037141400,"Census Tract 1414, Los Angeles County, California",4705
1400000U,06037141500,"Census Tract 1415, Los Angeles County, California",3089
1400000U,06037141600,"Census Tract 1416, Los Angeles County, California",4088
1400000U,06037141700,"Census Tract 1417, Los Angeles County, California",3096
1400000U,06037143101,"Census Tract 1431.01, Los Angeles County, California",2142
1400000U,06037143102,"Census Tract 1431.02, Los Angeles County, California",2294
1400000U,06037143200,"Census Tract 1432, Los Angeles County, California",4377
1400000U,06037143301,"Census Tract 1433.01, Los Angeles County, California",3236
1400000U,06037143302,"Census Tract 1433.02, Los Angeles County, California",3367
1400000U,06037143401,"Census Tract 1434.01, Los Angeles County, California",4632
1400000U,06037143402,"Census Tract 1434.02, Los Angeles County, California",1791
1400000U,06037143500,"Census Tract 1435, Los Angeles County, California",5197
1400000U,06037143602,"Census Tract 1436.02, Los Angeles County, California",4740
1400000U,06037143603,"Census Tract 1436.03, Los Angeles County, California",2482
1400000U,06037143605,"Census Tract 1436.05, Los Angeles County, California",1945
1400000U,06037143606,"Census Tract 1436.06, Los Angeles County, California",1581
1400000U,06037143700,"Census Tract 1437, Los Angeles County, California",3800
1400000U,06037143801,"Census Tract 1438.01, Los Angeles County, California",2926
1400000U,06037143802,"Census Tract 1438.02, Los Angeles County, California",2298
1400000U,06037143901,"Census Tract 1439.01, Los Angeles County, California",4319
1400000U,06037143902,"Census Tract 1439.02, Los Angeles County, California",2979
1400000U,06037181000,"Census Tract 1810, Los Angeles County, California",6132
1400000U,06037181300,"Census Tract 1813, Los Angeles County, California",3613
1400000U,06037181400,"Census Tract 1814, Los Angeles County, California",4134
1400000U,06037181500,"Census Tract 1815, Los Angeles County, California",3653
1400000U,06037181600,"Census Tract 1816, Los Angeles County, California",4247
1400000U,06037183101,"Census Tract 1831.01, Los Angeles County, California",3659
1400000U,06037183103,"Census Tract 1831.03, Los Angeles County, California",3839
1400000U,06037183104,"Census Tract 1831.04, Los Angeles County, California",2095
1400000U,06037183220,"Census Tract 1832.20, Los Angeles County, California",3682
1400000U,06037183221,"Census Tract 1832.21, Los Angeles County, California",2901
1400000U,06037183222,"Census Tract 1832.22, Los Angeles County, California",3303
