GEO_ID,,NAME,Total Population
1400000U,06037208002,"Census Tract 2080.02, Los Angeles County, California",4113
1400000U,06037208301,"Census Tract 2083.01, Los Angeles County, California",1878
1400000U,06037208302,"Census Tract 2083.02, Los Angeles County, California",4560
1400000U,06037208401,"Census Tract 2084.01, Los Angeles County, California",3832
1400000U,06037208402,"Census Tract 2084.02, Los Angeles County, California",2590
1400000U,06037208501,"Census Tract 2085.01, Los Angeles County, California",2283
1400000U,06037208502,"Census Tract 2085.02, Los Angeles County, California",3540
1400000U,06037208610,"Census Tract 2086.10, Los Angeles County, California",3878
1400000U,06037208620,"Census Tract 2086.20, Los Angeles County, California",4052
1400000U,06037208710,"Census Tract 2087.10, Los Angeles County, California",4147
1400000U,06037208720,"Census Tract 2087.20, Los Angeles County, California",3810
1400000U,06037208801,"Census Tract 2088.01, Los Angeles County, California",3566
1400000U,06037208802,"Census Tract 2088.02, Los Angeles County, California",2942
1400000U,06037208902,"Census Tract 2089.02, Los Angeles County, California",2570
1400000U,06037208903,"Census Tract 2089.03, Los Angeles County, California",3888
1400000U,06037208904,"Census Tract 2089.04, Los Angeles County, California",3882
1400000U,06037209103,"Census Tract 2091.03, Los Angeles County, California",3079
1400000U,06037209104,"Census Tract 2091.04, Los Angeles County, California",2380
1400000U,06037209105,"Census Tract 2091.05, Los Angeles County, California",2665
1400000U,06037209106,"Census Tract 2091.06, Los Angeles County, California",2632
1400000U,06037209201,"Census Tract 2092.01, Los Angeles County, California",2852
1400000U,06037209202,"Census Tract 2092.02, Los Angeles County, California",1234
1400000U,06037209300,"Census Tract 2093, Los Angeles County, California",4712
1400000U,06037209401,"Census Tract 2094.01, Los Angeles County, California",4163
1400000U,06037209402,"Census Tract 2094.02, Los Angeles County, California",4056
1400000U,06037209403,"Census Tract 2094.03, Los Angeles County, California",3850
1400000U,06037209510,"Census Tract 2095.10, Los Angeles County, California",2813
1400000U,06037209520,"Census Tract 2095.20, Los Angeles County, California",2648
1400000U,06037209810,"Census Tract 2098.10, Los Angeles County, California",2385
1400000U,06037209820,"Census Tract 2098.20, Los Angeles County, California",2732
1400000U,06037210010,"Census Tract 2100.10, Los Angeles County, California",3190
1400000U,06037211000,"Census Tract 2110, Los Angeles County, California",5268
1400000U,06037211121,"Census Tract 2111.21, Los Angeles County, California",2431
1400000U,06037211122,"Census Tract 2111.22, Los Angeles County, California",2877
1400000U,06037211123,"Census Tract 2111.23, Los Angeles County, California",2097
1400000U,06037211124,"Census Tract 2111.24, Los Angeles County, California",4070
1400000U,06037211201,"Census Tract 2112.01, Los Angeles County, California",2538
1400000U,06037211202,"Census Tract 2112.02, Los Angeles County, California",2693
1400000U,06037211310,"Census Tract 2113.10, Los Angeles County, California",3603
1400000U,06037211320,"Census Tract 2113.20, Los Angeles County, California",2899
1400000U,06037211410,"Census Tract 2114.10, Los Angeles County, California",2956
1400000U,06037211420,"Census Tract 2114.20, Los Angeles County, California",3479
1400000U,06037211500,"Census Tract 2115, Los Angeles County, California",4230
1400000U,06037211701,"Census Tract 2117.01, Los Angeles County, California",2733
1400000U,06037211703,"Census Tract 2117.03, Los Angeles County, California",4716
1400000U,06037211704,"Census Tract 2117.04, Los Angeles County, California",2941
1400000U,06037211802,"Census Tract 2118.02, Los Angeles County, California",4893
1400000U,06037211803,"Census Tract 2118.03, Los Angeles County, California",3602
1400000U,06037211804,"Census Tract 2118.04, Los Angeles County, California",3247
1400000U,06037211910,"Census Tract 2119.10, Los Angeles County, California",4223
1400000U,06037211921,"Census Tract 2119.21, Los Angeles County, California",2447
1400000U,06037211922,"Census Tract 2119.22, Los Angeles County, California",3182
1400000U,06037212101,"Census Tract 2121.01, Los Angeles County, California",3146
1400000U,06037212102,"Census Tract 2121.02, Los Angeles County, California",2579
1400000U,06037212202,"Census Tract 2122.02, Los Angeles County, California",3364
1400000U,06037212203,"Census Tract 2122.03, Los Angeles County, California",3216
1400000U,06037212204,"Census Tract 2122.04, Los Angeles County, California",3227
1400000U,06037212303,"Census Tract 2123.03, Los Angeles County, California",3486
1400000U,06037212304,"Census Tract 2123.04, Los Angeles County, California",1738
1400000U,06037212305,"Census Tract 2123.05, Los Angeles County, California",2533
1400000U,06037212306,"Census Tract 2123.06, Los Angeles County, California",2793
1400000U,06037212410,"Census Tract 2124.10, Los Angeles County, California",3560
1400000U,06037212420,"Census Tract 2124.20, Los Angeles County, California",2875
1400000U,06037212501,"Census Tract 2125.01, Los Angeles County, California",1944
1400000U,06037212502,"Census Tract 2125.02, Los Angeles County, California",3363
1400000U,06037212610,"Census Tract 2126.10, Los Angeles County, California",4049
1400000U,06037212620,"Census Tract 2126.20, Los Angeles County, California",4111
1400000U,06037212701,"Census Tract 2127.01, Los Angeles County, California",2487
1400000U,06037212702,"Census Tract 2127.02, Los Angeles County, California",3687
1400000U,06037212800,"Census Tract 2128, Los Angeles County, California",4121
1400000U,06037212900,"Census Tract 2129, Los Angeles County, California",3721
1400000U,06037213100,"Census Tract 2131, Los Angeles County, California",2507
1400000U,06037213201,"Census Tract 2132.01, Los Angeles County, California",4330
1400000U,06037213202,"Census Tract 2132.02, Los Angeles County, California",3679
1400000U,06037213310,"Census Tract 2133.10, Los Angeles County, California",3323
1400000U,06037213320,"Census Tract 2133.20, Los Angeles County, California",3006
1400000U,06037213401,"Census Tract 2134.01, Los Angeles County, California",4806
1400000U,06037213402,"Census Tract 2134.02, Los Angeles County, California",5119
1400000U,06037214000,"Census Tract 2140, Los Angeles County, California",3808
1400000U,06037214100,"Census Tract 2141, Los Angeles County, California",4111
1400000U,06037214400,"Census Tract 2144, Los Angeles County, California",2980
1400000U,06037214501,"Census Tract 2145.01, Los Angeles County, California",3104
1400000U,06037214503,"Census Tract 2145.03, Los Angeles County, California",3495
1400000U,06037214504,"Census Tract 2145.04, Los Angeles County, California",3871
1400000U,06037214505,"Census Tract 2145.05, Los Angeles County, California",1817
1400000U,06037214600,"Census Tract 2146, Los Angeles County, California",2600
1400000U,06037214700,"Census Tract 2147, Los Angeles County, California",2731
1400000U,06037214800,"Census Tract 2148, Los Angeles County, California",2843
1400000U,06037214902,"Census Tract 2149.02, Los Angeles County, California",2668
1400000U,06037214903,"Census Tract 2149.03, Los Angeles County, California",1542
1400000U,06037214904,"Census Tract 2149.04, Los Angeles County, California",1696
1400000U,06037215101,"Census Tract 2151.01, Los Angeles County, California",2614
1400000U,06037215102,"Census Tract 2151.02, Los Angeles County, California",3123
1400000U,06037216100,"Census Tract 2161, Los Angeles County, California",2465
1400000U,06037216201,"Census Tract 2162.01, Los Angeles County, California",2701
1400000U,06037216202,"Census Tract 2162.02, Los Angeles County, California",2838
1400000U,06037216301,"Census Tract 2163.01, Los Angeles County, California",1374
1400000U,06037216302,"Census Tract 2163.02, Los Angeles County, California",3551
1400000U,06037216401,"Census Tract 2164.01, Los Angeles County, California",4165
1400000U,06037216402,"Census Tract 2164.02, Los Angeles County, California",2644
1400000U,06037216700,"Census Tract 2167, Los Angeles County, California",3938
1400000U,06037216800,"Census Tract 2168, Los Angeles County, California",3566
1400000U,06037216901,"Census Tract 2169.01, Los Angeles County, California",2888
1400000U,06037216902,"Census Tract 2169.02, Los Angeles County, California",2331
1400000U,06037217001,"Census Tract 2170.01, Los Angeles County, California",2863
1400000U,06037217002,"Census Tract 2170.02, Los Angeles County, California",5084
1400000U,06037217101,"Census Tract 2171.01, Los Angeles County, California",2520
1400000U,06037217102,"Census Tract 2171.02, Los Angeles County, California",2930
1400000U,06037217200,"Census Tract 2172, Los Angeles County, California",3887
1400000U,06037218110,"Census Tract 2181.10, Los Angeles County, California",3120
1400000U,06037218120,"Census Tract 2181.20, Los Angeles County, California",4250
1400000U,06037218210,"Census Tract 2182.10, Los Angeles County, California",3951
1400000U,06037218220,"Census Tract 2182.20, Los Angeles County, California",4123
1400000U,06037218300,"Census Tract 2183, Los Angeles County, California",5206
1400000U,06037218400,"Census Tract 2184, Los Angeles County, California",4364
1400000U,06037218500,"Census Tract 2185, Los Angeles County, California",2810
1400000U,06037218600,"Census Tract 2186, Los Angeles County, California",2820
1400000U,06037218701,"Census Tract 2187.01, Los Angeles County, California",2455
1400000U,06037218702,"Census Tract 2187.02, Los Angeles County, California",2199
1400000U,06037218800,"Census Tract 2188, Los Angeles County, California",2633
1400000U,06037218900,"Census Tract 2189, Los Angeles County, California",5329
1400000U,06037219010,"Census Tract 2190.10, Los Angeles County, California",2749
1400000U,06037219020,"Census Tract 2190.20, Los Angeles County, California",4590
1400000U,06037219300,"Census Tract 2193, Los Angeles County, California",3757
1400000U,06037219500,"Census Tract 2195, Los Angeles County, California",1783
1400000U,06037219700,"Census Tract 2197, Los Angeles County, California",4186
1400000U,06037219800,"Census Tract 2198, Los Angeles County, California",2931
1400000U,06037219901,"Census Tract 2199.01, Los Angeles County, California",4651
1400000U,06037219902,"Census Tract 2199.02, Los Angeles County, California",3878
1400000U,06037220000,"Census Tract 2200, Los Angeles County, California",5420
1400000U,06037220100,"Census Tract 2201, Los Angeles County, California",2437
1400000U,06037221110,"Census Tract 2211.10, Los Angeles County, California",3289
1400000U,06037221120,"Census Tract 2211.20, Los Angeles County, California",3030
1400000U,06037221210,"Census Tract 2212.10, Los Angeles County, California",2917
1400000U,06037221220,"Census Tract 2212.20, Los Angeles County, California",3143
1400000U,06037221302,"Census Tract 2213.02, Los Angeles County, California",4330
1400000U,06037221303,"Census Tract 2213.03, Los Angeles County, California",2384
1400000U,06037221304,"Census Tract 2213.04, Los Angeles County, California",3032
1400000U,06037221401,"Census Tract 2214.01, Los Angeles County, California",3362
1400000U,06037221402,"Census Tract 2214.02, Los Angeles County, California",2700
1400000U,06037221500,"Census Tract 2215, Los Angeles County, California",3864
1400000U,06037221601,"Census Tract 2216.01, Los Angeles County, California",3175
1400000U,06037221602,"Census Tract 2216.02, Los Angeles County, California",2693
1400000U,06037221710,"Census Tract 2217.10, Los Angeles County, California",2596
1400000U,06037221810,"Census Tract 2218.10, Los Angeles County, California",2746
1400000U,06037221820,"Census Tract 2218.20, Los Angeles County, California",2797
1400000U,06037221900,"Census Tract 2219, Los Angeles County, California",4917
1400000U,06037222001,"Census Tract 2220.01, Los Angeles County, California",3218
1400000U,06037222002,"Census Tract 2220.02, Los Angeles County, California",4648
1400000U,06037222100,"Census Tract 2221, Los Angeles County, California",3712
1400000U,06037222200,"Census Tract 2222, Los Angeles County, California",3878
1400000U,06037222500,"Census Tract 2225, Los Angeles County, California",4702
1400000U,06037222600,"Census Tract 2226, Los Angeles County, California",5141
1400000U,06037222700,"Census Tract 2227, Los Angeles County, California",4704
1400000U,06037224010,"Census Tract 2240.10, Los Angeles County, California",3621
1400000U,06037224020,"Census Tract 2240.20, Los Angeles County, California",3231
1400000U,06037224200,"Census Tract 2242, Los Angeles County, California",2385
1400000U,06037224310,"Census Tract 2243.10, Los Angeles County, California",2090
1400000U,06037224320,"Census Tract 2243.20, Los Angeles County, California",2962
1400000U,06037224410,"Census Tract 2244.10, Los Angeles County, California",2906
1400000U,06037224420,"Census Tract 2244.20, Los Angeles County, California",2068
1400000U,06037224600,"Census Tract 2246, Los Angeles County, California",3501
1400000U,06037224701,"Census Tract 2247.01, Los Angeles County, California",2077
1400000U,06037224702,"Census Tract 2247.02, Los Angeles County, California",3287
1400000U,06037226001,"Census Tract 2260.01, Los Angeles County, California",2632
1400000U,06037226002,"Census Tract 2260.02, Los Angeles County, California",3587
1400000U,06037226410,"Census Tract 2264.10, Los Angeles County, California",3456
1400000U,06037226420,"Census Tract 2264.20, Los Angeles County, California",5026
1400000U,06037226701,"Census Tract 2267.01, Los Angeles County, California",2969
1400000U,06037226702,"Census Tract 2267.02, Los Angeles County, California",2884
1400000U,06037227010,"Census Tract 2270.10, Los Angeles County, California",4506
1400000U,06037227020,"Census Tract 2270.20, Los Angeles County, California",3508
1400000U,06037228100,"Census Tract 2281, Los Angeles County, California",4796
1400000U,06037228210,"Census Tract 2282.10, Los Angeles County, California",3770
1400000U,06037228220,"Census Tract 2282.20, Los Angeles County, California",4458
1400000U,06037228310,"Census Tract 2283.10, Los Angeles County, California",4491
1400000U,06037228320,"Census Tract 2283.20, Los Angeles County, California",3023
1400000U,06037228410,"Census Tract 2284.10, Los Angeles County, California",3129
1400000U,06037228420,"Census Tract 2284.20, Los Angeles County, California",3041
1400000U,06037228500,"Census Tract 2285, Los Angeles County, California",5376
1400000U,06037228600,"Census Tract 2286, Los Angeles County, California",4882
1400000U,06037228710,"Census Tract 2287.10, Los Angeles County, California",4245
1400000U,06037228720,"Census Tract 2287.20, Los Angeles County, California",4394
1400000U,06037228800,"Census Tract 2288, Los Angeles County, California",5709
1400000U,06037228900,"Census Tract 2289, Los Angeles County, California",3420
1400000U,06037229100,"Census Tract 2291, Los Angeles County, California",4523
1400000U,06037229200,"Census Tract 2292, Los Angeles County, California",4636
1400000U,06037229300,"Census Tract 2293, Los Angeles County, California",5642
1400000U,06037229410,"Census Tract 2294.10, Los Angeles County, California",3471
1400000U,06037229420,"Census Tract 2294.20, Los Angeles County, California",4681
1400000U,06037231100,"Census Tract 2311, Los Angeles County, California",3148
1400000U,06037231210,"Census Tract 2312.10, Los Angeles County, California",3793
1400000U,06037231220,"Census Tract 2312.20, Los Angeles County, California",3942
1400000U,06037231301,"Census Tract 2313.01, Los Angeles County, California",2797
1400000U,06037231302,"Census Tract 2313.02, Los Angeles County, California",2733
1400000U,06037231400,"Census Tract 2314, Los Angeles County, California",4590
1400000U,06037231500,"Census Tract 2315, Los Angeles County, California",4725
1400000U,06037231601,"Census Tract 2316.01, Los Angeles County, California",2254
1400000U,06037231602,"Census Tract 2316.02, Los Angeles County, California",2148
1400000U,06037231603,"Census Tract 2316.03, Los Angeles County, California",2737
1400000U,06037231710,"Census Tract 2317.10, Los Angeles County, California",4311
1400000U,06037231720,"Census Tract 2317.20, Los Angeles County, California",5060
1400000U,06037231800,"Census Tract 2318, Los Angeles County, California",5253
1400000U,06037231901,"Census Tract 2319.01, Los Angeles County, California",2741
1400000U,06037231902,"Census Tract 2319.02, Los Angeles County, California",3166
1400000U,06037232110,"Census Tract 2321.10, Los Angeles County, California",3336
1400000U,06037232120,"Census Tract 2321.20, Los Angeles County, California",5019
1400000U,06037232200,"Census Tract 2322, Los Angeles County, California",3204
1400000U,06037232300,"Census Tract 2323, Los Angeles County, California",4376
1400000U,06037232401,"Census Tract 2324.01, Los Angeles County, California",3702
1400000U,06037232402,"Census Tract 2324.02, Los Angeles County, California",3163
1400000U,06037232500,"Census Tract 2325, Los Angeles County, California",5066
1400000U,06037232601,"Census Tract 2326.01, Los Angeles County, California",2052
1400000U,06037232602,"Census Tract 2326.02, Los Angeles County, California",4540
1400000U,06037232701,"Census Tract 2327.01, Los Angeles County, California",2228
1400000U,06037232702,"Census Tract 2327.02, Los Angeles County, California",3932
1400000U,06037232800,"Census Tract 2328, Los Angeles County, California",4034
1400000U,06037234001,"Census Tract 2340.01, Los Angeles County, California",2361
1400000U,06037234002,"Census Tract 2340.02, Los Angeles County, California",2977
1400000U,06037234200,"Census Tract 2342, Los Angeles County, California",2459
1400000U,06037234301,"Census Tract 2343.01, Los Angeles County, California",1918
1400000U,06037234302,"Census Tract 2343.02, Los Angeles County, California",2597
1400000U,06037234501,"Census Tract 2345.01, Los Angeles County, California",3062
1400000U,06037234502,"Census Tract 2345.02, Los Angeles County, California",2912
1400000U,06037234600,"Census Tract 2346, Los Angeles County, California",5106
1400000U,06037234700,"Census Tract 2347, Los Angeles County, California",4209
1400000U,06037234800,"Census Tract 2348, Los Angeles County, California",3561
1400000U,06037234901,"Census Tract 2349.01, Los Angeles County, California",3103
1400000U,06037234902,"Census Tract 2349.02, Los Angeles County, California",4238
1400000U,06037235100,"Census Tract 2351, Los Angeles County, California",4690
1400000U,06037235201,"Census Tract 2352.01, Los Angeles County, California",2921
1400000U,06037235202,"Census Tract 2352.02, Los Angeles County, California",4765
1400000U,06037236001,"Census Tract 2360.01, Los Angeles County, California",4422
1400000U,06037236101,"Census Tract 2361.01, Los Angeles County, California",2823
1400000U,06037236102,"Census Tract 2361.02, Los Angeles County, California",3141
1400000U,06037236203,"Census Tract 2362.03, Los Angeles County, California",3743
1400000U,06037236204,"Census Tract 2362.04, Los Angeles County, California",3210
1400000U,06037236205,"Census Tract 2362.05, Los Angeles County, California",3403
1400000U,06037236206,"Census Tract 2362.06, Los Angeles County, California",2571
1400000U,06037236400,"Census Tract 2364, Los Angeles County, California",4346
1400000U,06037237101,"Census Tract 2371.01, Los Angeles County, California",4144
1400000U,06037237102,"Census Tract 2371.02, Los Angeles County, California",3625
1400000U,06037237201,"Census Tract 2372.01, Los Angeles County, California",3546
1400000U,06037237202,"Census Tract 2372.02, Los Angeles County, California",4414
1400000U,06037237300,"Census Tract 2373, Los Angeles County, California",5531
1400000U,06037237401,"Census Tract 2374.01, Los Angeles County, California",3765
1400000U,06037237402,"Census Tract 2374.02, Los Angeles County, California",3640
1400000U,06037237500,"Census Tract 2375, Los Angeles County, California",2856
1400000U,06037237600,"Census Tract 2376, Los Angeles County, California",4112
1400000U,06037237710,"Census Tract 2377.10, Los Angeles County, California",3992
1400000U,06037237720,"Census Tract 2377.20, Los Angeles County, California",3470
1400000U,06037237800,"Census Tract 2378, Los Angeles County, California",4335
1400000U,06037237900,"Census Tract 2379, Los Angeles County, California",3726
1400000U,06037238000,"Census Tract 2380, Los Angeles County, California",5969
1400000U,06037238100,"Census Tract 2381, Los Angeles County, California",4683
1400000U,06037238200,"Census Tract 2382, Los Angeles County, California",5848
1400000U,06037238310,"Census Tract 2383.10, Los Angeles County, California",5087
1400000U,06037238320,"Census Tract 2383.20, Los Angeles County, California",3975
1400000U,06037238400,"Census Tract 2384, Los Angeles County, California",4632
1400000U,06037239201,"Census Tract 2392.01, Los Angeles County, California",3819
1400000U,06037239202,"Census Tract 2392.02, Los Angeles County, California",5013
1400000U,06037239310,"Census Tract 2393.10, Los Angeles County, California",4031
1400000U,06037239320,"Census Tract 2393.20, Los Angeles County, California",3441
1400000U,06037239330,"Census Tract 2393.30, Los Angeles County, California",2979
1400000U,06037239501,"Census Tract 2395.01, Los Angeles County, California",3835
1400000U,06037239502,"Census Tract 2395.02, Los Angeles County, California",3697
1400000U,06037239601,"Census Tract 2396.01, Los Angeles County, California",3631
1400000U,06037239602,"Census Tract 2396.02, Los Angeles County, California",3487
1400000U,06037239701,"Census Tract 2397.01, Los Angeles County, California",4415
1400000U,06037239702,"Census Tract 2397.02, Los Angeles County, California",4224
1400000U,06037239801,"Census Tract 2398.01, Los Angeles County, California",3873
1400000U,06037239802,"Census Tract 2398.02, Los Angeles County, California",5103
1400000U,06037240010,"Census Tract 2400.10, Los Angeles County, California",3818
1400000U,06037240020,"Census Tract 2400.20, Los Angeles County, California",5294
1400000U,06037240200,"Census Tract 2402, Los Angeles County, California",5910
1400000U,06037240301,"Census Tract 2403.01, Los Angeles County, California",2831
1400000U,06037240302,"Census Tract 2403.02, Los Angeles County, California",3114
1400000U,06037240401,"Census Tract 2404.01, Los Angeles County, California",5493
1400000U,06037240402,"Census Tract 2404.02, Los Angeles County, California",3856
1400000U,06037240500,"Census Tract 2405, Los Angeles County, California",6505
1400000U,06037240600,"Census Tract 2406, Los Angeles County, California",5457
1400000U,06037240700,"Census Tract 2407, Los Angeles County, California",6573
1400000U,06037240800,"Census Tract 2408, Los Angeles County, California",4438
1400000U,06037240901,"Census Tract 2409.01, Los Angeles County, California",2697
1400000U,06037240902,"Census Tract 2409.02, Los Angeles County, California",3304
1400000U,06037241001,"Census Tract 2410.01, Los Angeles County, California",4525
1400000U,06037241002,"Census Tract 2410.02, Los Angeles County, California",3941
1400000U,06037241110,"Census Tract 2411.10, Los Angeles County, California",3295
1400000U,06037241120,"Census Tract 2411.20, Los Angeles County, California",4902
1400000U,06037241201,"Census Tract 2412.01, Los Angeles County, California",3105
1400000U,06037241202,"Census Tract 2412.02, Los Angeles County, California",5148
1400000U,06037241300,"Census Tract 2413, Los Angeles County, California",2262
1400000U,06037241400,"Census Tract 2414, Los Angeles County, California",3612
1400000U,06037242000,"Census Tract 2420, Los Angeles County, California",4459
1400000U,06037242100,"Census Tract 2421, Los Angeles County, California",2497
1400000U,06037242201,"Census Tract 2422.01, Los Angeles County, California",3696
1400000U,06037242202,"Census Tract 2422.02, Los Angeles County, California",3387
1400000U,06037242300,"Census Tract 2423, Los Angeles County, California",4958
1400000U,06037242600,"Census Tract 2426, Los Angeles County, California",4794
1400000U,06037242700,"Census Tract 2427, Los Angeles County, California",5932
1400000U,06037243001,"Census Tract 2430.01, Los Angeles County, California",3304
1400000U,06037243002,"Census Tract 2430.02, Los Angeles County, California",3527
1400000U,06037243100,"Census Tract 2431, Los Angeles County, California",5692
1400000U,06037261102,"Census Tract 2611.02, Los Angeles County, California",4072
1400000U,06037261103,"Census Tract 2611.03, Los Angeles County, California",1880
1400000U,06037261104,"Census Tract 2611.04, Los Angeles County, California",1638
1400000U,06037261200,"Census Tract 2612, Los Angeles County, California",4329
1400000U,06037262100,"Census Tract 2621, Los Angeles County, California",3195
1400000U,06037262200,"Census Tract 2622, Los Angeles County, California",4553
1400000U,06037262301,"Census Tract 2623.01, Los Angeles County, California",2778
1400000U,06037262302,"Census Tract 2623.02, Los Angeles County, California",2870
1400000U,06037262303,"Census Tract 2623.03, Los Angeles County, California",3157
1400000U,06037262400,"Census Tract 2624, Los Angeles County, California",3242
1400000U,06037262501,"Census Tract 2625.01, Los Angeles County, California",3741
1400000U,06037262601,"Census Tract 2626.01, Los Angeles County, California",3783
1400000U,06037262604,"Census Tract 2626.04, Los Angeles County, California",6116
1400000U,06037262704,"Census Tract 2627.04, Los Angeles County, California",3651
1400000U,06037262706,"Census Tract 2627.06, Los Angeles County, California",3537
1400000U,06037262802,"Census Tract 2628.02, Los Angeles County, California",3907
1400000U,06037264000,"Census Tract 2640, Los Angeles County, California",3284
1400000U,06037264102,"Census Tract 2641.02, Los Angeles County, California",3064
1400000U,06037264103,"Census Tract 2641.03, Los Angeles County, California",2605
1400000U,06037264303,"Census Tract 2643.03, Los Angeles County, California",2733
1400000U,06037264304,"Census Tract 2643.04, Los Angeles County, California",2616
1400000U,06037264305,"Census Tract 2643.05, Los Angeles County, California",3712
1400000U,06037264306,"Census Tract 2643.06, Los Angeles County, California",2228
1400000U,06037265100,"Census Tract 2651, Los Angeles County, California",2835
1400000U,06037265201,"Census Tract 2652.01, Los Angeles County, California",2108
1400000U,06037265203,"Census Tract 2652.03, Los Angeles County, California",2228
1400000U,06037265204,"Census Tract 2652.04, Los Angeles County, California",1182
1400000U,06037265301,"Census Tract 2653.01, Los Angeles County, California",13527
1400000U,06037265303,"Census Tract 2653.03, Los Angeles County, California",4012
1400000U,06037265304,"Census Tract 2653.04, Los Angeles County, California",3855
1400000U,06037265306,"Census Tract 2653.06, Los Angeles County, California",2081
1400000U,06037265307,"Census Tract 2653.07, Los Angeles County, California",3190
1400000U,06037265410,"Census Tract 2654.10, Los Angeles County, California",1592
1400000U,06037265420,"Census Tract 2654.20, Los Angeles County, California",1887
1400000U,06037265521,"Census Tract 2655.21, Los Angeles County, California",1948
1400000U,06037265522,"Census Tract 2655.22, Los Angeles County, California",2090
1400000U,06037265523,"Census Tract 2655.23, Los Angeles County, California",1884
1400000U,06037265524,"Census Tract 2655.24, Los Angeles County, California",2751
1400000U,06037265601,"Census Tract 2656.01, Los Angeles County, California",3140
1400000U,06037265602,"Census Tract 2656.02, Los Angeles County, California",3318
1400000U,06037265701,"Census Tract 2657.01, Los Angeles County, California",2047
1400000U,06037265702,"Census Tract 2657.02, Los Angeles County, California",2879
1400000U,06037267101,"Census Tract 2671.01, Los Angeles County, California",3142
1400000U,06037267102,"Census Tract 2671.02, Los Angeles County, California",3163
1400000U,06037267201,"Census Tract 2672.01, Los Angeles County, California",2865
1400000U,06037267202,"Census Tract 2672.02, Los Angeles County, California",3470
1400000U,06037267300,"Census Tract 2673, Los Angeles County, California",4408
1400000U,06037267403,"Census Tract 2674.03, Los Angeles County, California",3093
1400000U,06037267404,"Census Tract 2674.04, Los Angeles County, California",3403
1400000U,06037267405,"Census Tract 2674.05, Los Angeles County, California",2838
1400000U,06037267406,"Census Tract 2674.06, Los Angeles County, California",2180
1400000U,06037267502,"Census Tract 2675.02, Los Angeles County, California",3217
1400000U,06037267503,"Census Tract 2675.03, Los Angeles County, California",2112
1400000U,06037267504,"Census Tract 2675.04, Los Angeles County, California",3482
1400000U,06037267600,"Census Tract 2676, Los Angeles County, California",2709
1400000U,06037267700,"Census Tract 2677, Los Angeles County, California",3834
1400000U,06037267800,"Census Tract 2678, Los Angeles County, California",3034
1400000U,06037267901,"Census Tract 2679.01, Los Angeles County, California",3293
1400000U,06037267902,"Census Tract 2679.02, Los Angeles County, California",4002
1400000U,06037269000,"Census Tract 2690, Los Angeles County, California",5492
1400000U,06037269100,"Census Tract 2691, Los Angeles County, California",4752
1400000U,06037269300,"Census Tract 2693, Los Angeles County, California",4096
1400000U,06037269500,"Census Tract 2695, Los Angeles County, California",4262
1400000U,06037269601,"Census Tract 2696.01, Los Angeles County, California",3122
1400000U,06037269602,"Census Tract 2696.02, Los Angeles County, California",2964
1400000U,06037269700,"Census Tract 2697, Los Angeles County, California",4025
1400000U,06037269800,"Census Tract 2698, Los Angeles County, California",3386
1400000U,06037269903,"Census Tract 2699.03, Los Angeles County, California",3815
1400000U,06037269905,"Census Tract 2699.05, Los Angeles County, California",2661
1400000U,06037269906,"Census Tract 2699.06, Los Angeles County, California",3037
1400000U,06037269907,"Census Tract 2699.07, Los Angeles County, California",2671
1400000U,06037269908,"Census Tract 2699.08, Los Angeles County, California",1861
1400000U,06037269909,"Census Tract 2699.09, Los Angeles County, California",2243
1400000U,06037270101,"Census Tract 2701.01, Los Angeles County, California",2002
1400000U,06037270102,"Census Tract 2701.02, Los Angeles County, California",2186
1400000U,06037270200,"Census Tract 2702, Los Angeles County, California",3487
1400000U,06037270300,"Census Tract 2703, Los Angeles County, California",2651
1400000U,06037271100,"Census Tract 2711, Los Angeles County, California",2569
1400000U,06037271200,"Census Tract 2712, Los Angeles County, California",2592
1400000U,06037271300,"Census Tract 2713, Los Angeles County, California",4779
1400000U,06037271400,"Census Tract 2714, Los Angeles County, California",3482
1400000U,06037271500,"Census Tract 2715, Los Angeles County, California",3095
1400000U,06037271600,"Census Tract 2716, Los Angeles County, California",4826
1400000U,06037271702,"Census Tract 2717.02, Los Angeles County, California",4527
1400000U,06037271703,"Census Tract 2717.03, Los Angeles County, California",3191
1400000U,06037271704,"Census Tract 2717.04, Los Angeles County, California",2878
1400000U,06037271801,"Census Tract 2718.01, Los Angeles County, California",3666
1400000U,06037271803,"Census Tract 2718.03, Los Angeles County, California",3039
1400000U,06037271804,"Census Tract 2718.04, Los Angeles County, California",2565
1400000U,06037271901,"Census Tract 2719.01, Los Angeles County, California",2861
1400000U,06037271902,"Census Tract 2719.02, Los Angeles County, California",4044
1400000U,06037272100,"Census Tract 2721, Los Angeles County, California",4332
1400000U,06037272201,"Census Tract 2722.01, Los Angeles County, California",2394
1400000U,06037272202,"Census Tract 2722.02, Los Angeles County, California",3159
1400000U,06037272301,"Census Tract 2723.01, Los Angeles County, California",3000
1400000U,06037272302,"Census Tract 2723.02, Los Angeles County, California",3897
1400000U,06037273100,"Census Tract 2731, Los Angeles County, California",3597
1400000U,06037273200,"Census Tract 2732, Los Angeles County, California",3596
1400000U,06037273300,"Census Tract 2733, Los Angeles County, California",3477
1400000U,06037273403,"Census Tract 2734.03, Los Angeles County, California",1564
1400000U,06037273404,"Census Tract 2734.04, Los Angeles County, California",1558
1400000U,06037273502,"Census Tract 2735.02, Los Angeles County, California",2680
